# favorite of tweet,# followers,# following,# of hastags,# of mentions,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
0,221,33,0,1,Wed Mar 25 19:53:14 +0000 2015,2922189515,"Monroe, MI",Quentin,3165,i hate muslim,muslim,Qstonegeorgia,Fri Sep 15 20:00:43 +0000 2017,@bellabaehr My point is entire Muslim societies will stone gays to death and shit but christians get more hate for https://t.co/oW0Ao3ztbB,3115684149,Hate speech,-0.8817,y,MI,y
0,80,726,0,0,Thu Jan 06 07:31:37 +0000 2011,,"Kew Gardens, NY",Geof Metz,2275,i hate muslim,muslim,notthegiraffe,Fri Sep 15 19:15:51 +0000 2017,"""Is it because I'm rich &amp; white?"" 

Subway Attacker Brutally Beats Jewish Women He Called 'Dirty Muslims': DA https://t.co/JD4O3B8SVn",234666940,Hate speech,-0.7906,n,NY,y
2,1279,397,0,4,Mon May 26 16:20:25 +0000 2008,7.64E+17,NV,Laurie Jones,4906,i hate muslim,muslim,lauriejoneshome,Fri Sep 15 17:14:48 +0000 2017,"@RealCharlieK @TrashPandas83 @BethGoldHux @Miriam2626 I know I hate when liberal whites, blacks, gays, Muslim Ameri https://t.co/pzPrrxGNlI",14910570,Hate speech,-0.5719,n,NV,y
0,115,235,0,0,Tue Jan 13 17:48:21 +0000 2009,,"Cottonwood Heights, UT",chadp34,2645,i hate muslim,muslim,chadp34,Fri Sep 15 15:36:37 +0000 2017,"So tired of hate, and extremism, I have a son in London, and an innocent Muslim co-worker &amp; family that the US is keeping out of the country",18945681,Hate speech,-0.6962,n,UT,y
0,112,282,0,0,Tue Nov 29 18:53:23 +0000 2016,,"Massachusetts, USA",??????,2560,i hate muslim,muslim,flyinsaucereyez,Fri Sep 15 14:41:16 +0000 2017,I fucking hate being the only *obviously* Muslim girl in class,8.04E+17,Hate speech,-0.6115,n,MA,y
3,4069,4934,0,0,Sat Jul 18 20:39:33 +0000 2009,,"Massachusetts, USA",Hammy,212238,i hate muslim,muslim,hamzadawud,Fri Sep 15 14:40:03 +0000 2017,I love when Hindu extremists try to appeal to racist whites who hate *all* brown people or assume they're Muslim to https://t.co/2QygaLEGer,58026269,Hate speech,-0.5423,n,MA,y
3,915,1189,0,0,Tue Dec 30 21:10:13 +0000 2014,,"Babylon, NY",john kaltsas,8615,down with the muslim,muslim,john_kaltsas,Sun Sep 24 13:17:44 +0000 2017,Obama is a fkn hood Muslim with no reguards for AMERICA TAKE this SCUMBAG down  https://t.co/xW6dAwbYFF,2951878577,Hate speech,-0.8449,y,NY,y
9,62,196,0,2,Mon Oct 12 04:57:52 +0000 2009,19616219,"California, USA",Theseus,529,down with the muslim,muslim,everchacon,Thu Sep 21 21:27:48 +0000 2017,@MuslimAdvocates @Marriott How about you police the hate that exists with in the Muslim community? While youre at https://t.co/OKfkMPaHak,81766196,Hate speech,-0.5719,y,CA,y
0,827,2192,0,1,Fri Jan 15 19:58:54 +0000 2016,629482056,"Baltimore, MD",rodgee@tweet.com,10331,down with the muslim,muslim,rodgeeg,Wed Sep 20 22:10:56 +0000 2017,@RadioFreeRon He's the biggest criminal on the loose! Replace the DOJ he hired with Trump's men and take that Muslim punk down!,4764424675,Hate speech,-0.7418,y,MD,y
0,290,459,0,0,Tue Sep 19 20:23:24 +0000 2017,,"Washington, USA",Donald J Trump,127,down with the muslim,muslim,presidentDjtr,Wed Sep 20 19:31:21 +0000 2017,"I'm aching for a Muslim to blow some shit up in the US so we can start mowing them down. COME ON, GET ON WITH IT. Hold yr fire my MagaNazis!",9.10E+17,Hate speech,-0.8588,y,WA,y
1,81,275,0,0,Sun Jan 29 02:08:47 +0000 2017,,"Elmira Heights, NY",Patch,1476,towel head people are,muslim,noahthomason420,Sun Sep 17 03:46:14 +0000 2017,"Drunk people quotes:""Them people are towel head freaks""",8.26E+17,Hate speech,-0.4215,y,NY,y
0,137,84,0,1,Tue Aug 02 23:46:05 +0000 2016,244441120,United States,Zack,11564,towel head are,muslim,AkaZackk,Sun Sep 24 19:16:53 +0000 2017,@FaZeApex When tf you gonna say what your name is or are you to big of a bitch to admit youre a towel head,7.61E+17,Hate speech,-0.4588,y,,n
0,1185,802,0,0,Tue Apr 21 20:47:43 +0000 2009,,"Charlotte, NC",Rob Hughes,9702,towel head are,muslim,robhughes_,Sun Sep 24 18:02:53 +0000 2017,"Benjamin now laying down on table behind bench. Towel over his head. Body language.. not great. No KB, no Olsen... weapons are disappearing.",34035811,Hate speech,-0.7584,n,NC,y
0,121,923,0,1,Sat Jan 08 23:06:06 +0000 2011,564745059,"Asheville, NC",Browns ruin Sundays,3699,towel head are,muslim,dawg_pound69,Sat Sep 23 20:25:16 +0000 2017,@colorherfab No its because he's a front runner jumping arnd when things are good and towel over his head blaming o https://t.co/pmv2co4IY6,235722360,Hate speech,-0.3612,n,NC,y
0,298,403,0,4,Thu Mar 19 12:48:22 +0000 2009,2693020577,"Kalamazoo, MI",Carmen Cleveland,4430,towel head are,muslim,CarmelFaye79,Fri Sep 22 19:46:45 +0000 2017,"@MsMotaifurnasty @TalibKweli @Gsquare9 @PaperPlane_Jane That's what all racists say. Oh, I didn't say towel head on https://t.co/xPCUizuMZy",25284407,Hate speech,-0.5423,n,MI,y
0,57,33,0,0,Fri Apr 20 12:44:52 +0000 2012,,Finland,Asimech,64777,towel head are,muslim,Asimech,Fri Sep 22 14:41:11 +0000 2017,"*Tea towel falls from its place.*
""You, sir, are no gentleman!""

Time for me to head back to bed.",558686211,Hate speech,-0.3595,n,,n
0,3715,4123,0,0,Wed Oct 05 22:37:47 +0000 2011,,"South Carolina, USA",Tom for Trump 100%,33278,towel head are,muslim,motorhogman,Thu Sep 21 22:07:19 +0000 2017,My dogs are the same way.. Put a towel on yer head and  GRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR https://t.co/dl3Jvzn5Wo,385674425,Hate speech,0,n,SC,y
5,1,10,0,1,Fri Oct 31 19:07:04 +0000 2014,28785486,ocala,howard,159,towel head are,muslim,hmblount,Thu Sep 21 03:04:50 +0000 2017,@ABC This coming from a man wearing a towel as a hat. Towels are for drying off sir not for head wear,2885596915,Hate speech,0,y,,n
0,21,172,0,1,Thu Dec 20 13:05:30 +0000 2012,47964412,"Waynesboro, PA",J.C. Mendyka,338,towel head are,muslim,JCMendyka,Sun Sep 17 18:40:21 +0000 2017,@ChicagoBears Fire them all totally apathetic organization from the owners to towel boy. The head shed are a self l https://t.co/XDVtzu6nlm,1024219700,Hate speech,-0.5984,n,PA,y
0,113,79,0,2,Thu Feb 13 05:34:44 +0000 2014,280201553,"Seattle, WA",AD,917,towel head are,muslim,dorseyas78,Sat Sep 16 07:28:04 +0000 2017,@scooter_hanson @ABC You know what I sound as stupid as you are having an argument with a person with a fucking tow https://t.co/ZMNZebpHV9,2341448286,Hate speech,-0.7096,n,WA,y
5,278,146,0,0,Sat Aug 23 02:54:48 +0000 2014,,"San Antonio, TX",Uncle Elroy,14939,down with the towel head,muslim,iamjayacuna,Sun Sep 24 15:50:42 +0000 2017,Im laying down in my robe with a towel wrapped on my head waiting for the right moment to get up and get tacos,2757528943,Hate speech,0,n,TX,y
0,154,210,2,0,Wed Oct 15 03:17:23 +0000 2008,,"Timmins, Ontario",booshmeister,6960,down with the towel head,muslim,booshmeister,Sun Sep 24 00:55:35 +0000 2017,"You #TakeAKnee when a player, quite often on the other team is down. #Respect ...Kap could have sat on the bench with a towel on his head.",16753487,Hate speech,0,n,,canada
1,84,60,0,1,Mon Jul 17 00:37:22 +0000 2017,252389452,"California, USA",sabrina,737,down with the towel head,muslim,the_sabbage,Sat Sep 23 05:11:10 +0000 2017,@97TYANG :(( drink some tea and lie down with a wet towel on your head and close your eyes,8.87E+17,Hate speech,0,n,CA,y
0,223,117,0,1,Fri Apr 18 16:17:18 +0000 2014,2451621800,"Burbank, CA",Link,8454,down with the towel head,muslim,lincneal,Fri Sep 22 21:32:08 +0000 2017,@LoudIrishGamer _under the shower head to wait for Jack to come down with his towel and clothes.,2451621800,Hate speech,0,n,CA,y
0,49,292,0,2,Tue Feb 17 05:40:08 +0000 2009,14173315,"Las Vegas, Nevada",JC Matta,415,rag head are,muslim,jcmatta,Tue Sep 19 17:50:13 +0000 2017,@NBCNews @MSNBC Fuck you you rag head Every one trusts you right? Hell NO you are murderous scum and the US should https://t.co/I2h0nu3hlk,21067470,Hate speech,-0.9206,y,NV,y
0,171,532,0,0,Sun Feb 05 19:27:45 +0000 2017,,"New Brunswick, NJ",Christoph Mergerson,3146,black people are,black,cardigansink,Mon Sep 25 12:05:49 +0000 2017,"Gonna go on a limb and suggest that this guy cares that black people are black -- like, a lot. https://t.co/yZ0eTuftMh",8.28E+17,Hate speech,0,n,NJ,y
0,452,288,0,1,Thu Sep 15 16:30:42 +0000 2011,25073877,West Philly,lorren,21227,black people are,black,loruscetta,Mon Sep 25 12:02:27 +0000 2017,@realDonaldTrump You fucking idiot the reason why kneeling started is because black people are being murdered by police,374049297,Hate speech,0,n,PA,y
1,60866,9656,0,0,Wed Nov 12 20:45:46 +0000 2008,,Washington D.C.,"Aaron L Myers, II",61105,black people are,black,aaronmyers,Mon Sep 25 11:54:31 +0000 2017,"No, kneeling is an act of protest, acknowledging black people are being killed.by police, and something needs to ch https://t.co/oCiaEN2xHt",17348274,Hate speech,-0.3818,n,DC,y
0,6,43,0,1,Mon Oct 10 17:06:24 +0000 2016,149188258,"Virginia, USA",robert h.fields 3,1063,black people are,black,roberthfields32,Mon Sep 25 11:52:40 +0000 2017,@jeffisrael25 White America won't even look at the true facts of injustice we as black people are fighting for the https://t.co/3DclNESDH1,7.86E+17,Hate speech,-0.6808,n,VA,y
0,622,1470,0,0,Mon Feb 01 19:55:58 +0000 2016,,United States,Mary,22573,black people are,black,MaryLoyer2,Mon Sep 25 11:39:53 +0000 2017,People who believe they are better than black people are brainless idiots.kkk are spineless morons they need fronta https://t.co/haw9w4gMUa,4870355974,Hate speech,-0.4404,n,,n
105,175,4,0,2,Tue Aug 29 18:45:45 +0000 2017,597179392,Was,Donald J. Trump,149,black people are,black,realDonaIdTrimp,Mon Sep 25 11:34:19 +0000 2017,@braxtonryn @realDonaldTrump I'm just making things up because these black people are being very unfair to me. Sad!,9.03E+17,Hate speech,0,n,,n
0,105,338,0,1,Tue May 26 22:36:43 +0000 2009,1367531,United States,MiamiDolphinsFan,9646,black people are,black,BryanAnderson20,Mon Sep 25 11:21:57 +0000 2017,@FoxNews Republicans would lose their shit. They don't believe race is an issue. You guys are just pissed black people are not in chains.,42743079,Hate speech,0,n,,n
0,17,19,0,0,Thu Oct 13 16:45:01 +0000 2016,,"Boise, ID",susan meriam,49907,jews are,jews,MeriamSusan,Mon Sep 25 10:19:25 +0000 2017,the jews are always a sin,7.87E+17,Hate speech,-0.4767,y,ID,y
8,988,1006,0,0,Wed Jul 26 21:31:17 +0000 2017,,"Washington, DC",?????? ??,2716,jews are,jews,Stormer_DC,Mon Sep 25 05:25:40 +0000 2017,It's always a good day when the jews are worried about the goyim! https://t.co/dpQhytzUVJ,8.90E+17,Hate speech,0,y,DC,y
0,17,19,0,0,Thu Oct 13 16:45:01 +0000 2016,,"Boise, ID",susan meriam,49907,jews are,jews,MeriamSusan,Mon Sep 25 03:49:25 +0000 2017,jews are always ruining our economy,7.87E+17,Hate speech,0,y,ID,y
0,611,601,0,1,Sat Feb 27 05:10:41 +0000 2016,20749410,United States,FancyNancy,29594,jews are,jews,littlenancy918,Mon Sep 25 03:29:18 +0000 2017,"@finkd 
You TRAITOROUS money grubbing bastard. And you wonder why jews are viewed as they are. Go sell out Israeli elections!",7.03E+17,Hate speech,-0.9287,y,,n
0,17,19,0,0,Thu Oct 13 16:45:01 +0000 2016,,"Boise, ID",susan meriam,49907,jews are,jews,MeriamSusan,Mon Sep 25 01:29:25 +0000 2017,jews are undoutably horrifying,7.87E+17,Hate speech,0,y,ID,y
2,348,355,0,1,Tue Sep 11 02:12:35 +0000 2012,3301676988,new york,semi(o)tic ????,112823,jews are,jews,queerapika,Mon Sep 25 01:19:14 +0000 2017,@seathens god lmao......like I kno jews are persecuted but shit like this is why no one takes us seriously,816480408,Hate speech,0,n,NY,y
0,1994,1163,0,0,Tue Jun 13 14:56:48 +0000 2017,,"Detroit, MI",BLM,22648,jigaboo,black,blackalive_,Tue Sep 26 15:36:03 +0000 2017,"Sheriff David Clarke calls Marc Lamont Hill a ""jigaboo"" - Stormfront https://t.co/oztrLIPb3J",8.75E+17,Hate speech,0,n,MI,y
1,40,40,0,0,Fri Sep 15 22:01:19 +0000 2017,,USA,Owly ?,107,jigaboo,black,TheOwlJolson,Tue Sep 26 08:17:21 +0000 2017,Real jigaboo hours. Whos up?,9.09E+17,Hate speech,0,y,,n
0,194,221,0,1,Sat Apr 27 21:55:45 +0000 2013,1868573107,"New York, USA",Juni,4855,jigaboo,black,juniman73,Mon Sep 25 15:59:17 +0000 2017,@_deneal If I called you jiggaboo would you get upset? Being that your name is Sir jigaboo shows me racially progra https://t.co/pR1Z8nw9sY,1385552851,Hate speech,-0.3818,y,NY,y
0,277,299,0,0,Fri Jul 06 02:03:06 +0000 2012,,"Chicago, IL",October 11th,11878,jigaboo,black,TheRealD_amo,Mon Sep 25 05:14:18 +0000 2017,"Had no idea that ""jiggin"" was a racial slur. It derives from ""jigaboo"". When they had blacks dance in circuses they'd call it ""jigging"" Hurt",627945496,Hate speech,-0.6808,n,IL,y
0,1914,1160,0,0,Tue Jun 06 17:16:32 +0000 2017,,"Philadelphia, PA",Am I Next,22527,jigaboo,black,colored_living,Sun Sep 24 13:59:12 +0000 2017,'I am tired of this jigaboo': Trump-backing sheriff calls Marc Lamont Hill a 'lackey for Democrats' https://t.co/J74EuJTDIO,8.72E+17,Hate speech,-0.4404,n,PA,y
1,515,278,0,1,Wed May 06 23:15:00 +0000 2015,701534934,The Gym,jiggy,19151,jigaboo,black,Daemar13,Sat Sep 23 18:28:58 +0000 2017,@BasedVibrationz ??? get out my mentions jigaboo,3187041558,Hate speech,0,y,,n
0,1372,2544,0,0,Mon Jun 16 18:20:31 +0000 2008,,NYC,Raoul Roach,9678,jigaboo,black,rajoro,Fri Sep 22 22:53:49 +0000 2017,"""Uncle Ben"" Carson is such a jigaboo!",15136887,Hate speech,0,y,NY,y
1,650,259,0,1,Sun Feb 17 16:29:34 +0000 2013,4272201033,"Columbus, TX",ND,32222,jigaboo,black,MajicDiaz54,Mon Sep 18 20:58:16 +0000 2017,@Dantelilsavage8 That's my jigaboo,1190105118,Hate speech,0,n,TX,y
0,669,286,0,0,Mon Jun 01 14:47:18 +0000 2015,,"Conroe, TX",Ceecee,28008,jigaboo,black,ceeforeign,Sun Sep 17 22:30:26 +0000 2017,a 2:30 call is a call for a jigaboo https://t.co/Mp3sTo1YsC,3232713037,Hate speech,0,y,TX,y
0,1850,2298,0,0,Thu Dec 09 04:48:41 +0000 2010,,"Minneapolis, MN",Hollaback Squirrel,69660,jigaboo,black,MNAmeriBrit,Sun Sep 17 19:14:59 +0000 2017,"My father, who is racist as fuck, never used the ""n"" word, instead he would say ""jigaboo."" Juggalo sounds to close for my comfort.",224498247,Hate speech,-0.7184,y,MN,y
0,1341,1365,0,1,Fri Mar 06 23:24:04 +0000 2009,,New York,BLU CHECK TRAITOR ?,16821,coon,black,winslowlaroche,Tue Sep 26 16:45:59 +0000 2017,Ehh @hankwthomas is a tired art nigga coon w/ mad unchecked nonBlack proximity which helps suppress vocal Black cri https://t.co/GzlnAkCTVo,23135268,Hate speech,-0.5423,y,NY,y
6,6358,830,0,0,Mon Nov 29 00:18:26 +0000 2010,,Loui$iana,Treywop. ?,222738,coon,black,TRYVNS,Tue Sep 26 16:42:10 +0000 2017,you can marry outside your race &amp; not be a coon though. https://t.co/iZLXOg7yqY,220841072,Hate speech,0,n,LA,y
0,248,1548,1,0,Wed Dec 01 07:39:34 +0000 2010,,Chicago,#TrumpTrain Forever,7942,coon,black,007mafiawars,Tue Sep 26 16:38:05 +0000 2017,#MAGA  World's fattest dune coon dies https://t.co/xaJQmtib0F,221660916,Hate speech,0,y,IL,y
2,258,267,0,0,Tue Mar 25 20:20:03 +0000 2014,,"Los Angeles, CA",ALL HAIL chief,16531,coon,black,badthoughtsnow,Tue Sep 26 15:55:41 +0000 2017,I truly believe in the coon gene. It's very similar to the hater gene. Some niggaz are just naturally born haters.,2411491802,Hate speech,-0.4767,y,CA,y
0,379,234,0,0,Sun Sep 02 20:03:56 +0000 2012,,Venus,Tracy w/o an E,20519,coon,black,Tracy_Keonne,Tue Sep 26 15:49:29 +0000 2017,Sir Charles is a fucking coon,798955915,Hate speech,0,y,,n
1,1822,99,0,4,Fri Jan 13 05:52:24 +0000 2017,1214598134,"Seattle, WA",Blue Dream ?,3622,coon,black,ayeyocheryl,Tue Sep 26 15:47:26 +0000 2017,@averythecoolcat @Mabasei4 @Bjtreasure_ @Cynthia_G1984 Sir you're a delusional coon who has nothing to do with THIS https://t.co/lLjRDupsGv,8.20E+17,Hate speech,0,y,WA,y
1,1122,330,0,1,Sun Mar 29 04:05:29 +0000 2009,,"Toronto, Ontario",Mouse Sucks,857,coon,black,MouseSucks,Tue Sep 26 15:36:08 +0000 2017,Dude @twitter I got kicked off here for calling Chris Brown a coon (which he is) but Trump can tweet all he wants?,27376882,Hate speech,0,y,,canada
0,838,331,0,0,Tue Apr 15 04:39:59 +0000 2014,,LA,?,47518,coon,black,warxsoul,Tue Sep 26 15:27:00 +0000 2017,Just came across a coon ass black cop nigga a bitch doing all that faking shit,2444900060,Hate speech,-0.9287,y,,n
2,411,355,0,0,Sun Aug 31 08:39:31 +0000 2008,,"new york, new york",Nicole Capatasto,3849,coon,black,nicolecapatasto,Tue Sep 26 15:22:50 +0000 2017,we need to talk about carrie coon.,16064766,Hate speech,0,n,NY,y
0,851,2157,0,5,Wed May 20 01:57:44 +0000 2009,37798250, The Planet of Brooklyn,MAC611,12771,coon,black,mac611,Tue Sep 26 15:18:18 +0000 2017,@Holipsism @dosastro @SheriffClarke @AmericaFirstPAC @Kaepernick7 If this clown coon did research he would know tha https://t.co/db60lHQGDL,41269691,Hate speech,0,y,NY,y
1,164,147,0,1,Sun Feb 22 17:21:18 +0000 2015,3518394256,"Naples, FL",Lil Tug Boat??,1038,coon,black,CeoSthompson,Tue Sep 26 14:53:44 +0000 2017,"@tyrin1k NAHHHH cause we want bitches with ""talons and stank coon tang""?????? https://t.co/XnTMPrdAgu",3053236955,Hate speech,-0.7579,n,FL,y
0,35,349,0,1,Fri Mar 25 01:54:50 +0000 2011,63291287,"Austin, Texas",Monica Mackey,93,coon,black,monicalynette11,Tue Sep 26 14:06:13 +0000 2017,@REALStaceyDash I think she really meant to call you a coon.,271717515,Hate speech,0,y,TX,y
1,49,80,0,0,Tue May 06 00:00:34 +0000 2008,,"Ontario, Canada",Leanne || Rianko,5652,coon,black,rudigerblues,Tue Sep 26 13:59:48 +0000 2017,Gross question but does anyone have to shave their cat's butt so that poop doesn't get stuck in their fur? My maine coon is bad at pooping,14666807,Hate speech,-0.6898,n,,canada
0,682,1903,0,0,Mon Mar 19 20:34:45 +0000 2012,,West Palm Beach ,Truth Seeker,56080,coon,black,xfilestrustno1,Tue Sep 26 13:20:24 +0000 2017,"Fuck Trump! the NFL, it's owners and their $40 million dollar coon slaves. https://t.co/wKDMQFYALj",529705715,Hate speech,-0.5848,y,FL,y
0,214,0,0,0,Tue Apr 24 19:16:33 +0000 2012,,Maine,Uncle Henry's Pets,57988,coon,black,uh_pets,Tue Sep 26 12:48:05 +0000 2017,Maine coon kittens 1male and 1 female both 8 weeks old need to find homes for them have been wo... https://t.co/cn4Caa6aZM,562352310,Hate speech,0,n,ME,y
0,1515,1601,0,0,Thu Jan 06 21:28:06 +0000 2011,,"Essex County, NJ",Bunchy Carter,72197,coon,black,KwabenaSharif,Tue Sep 26 12:41:08 +0000 2017,Anyone see that vid where that giant white lady punted the black mans groceries &amp; called him a nigger? He reacted &amp; a super coon stole him?,234903659,Hate speech,-0.1926,y,NJ,y
0,3766,465,0,1,Wed Aug 07 17:03:23 +0000 2013,759251,"Fredericksburg Virginia, USA",Stephon Jackson,148230,coon,black,Sttephy,Tue Sep 26 12:18:21 +0000 2017,@CNN He is such a coon.,1653419318,Hate speech,0,y,VA,y
0,1410,1345,0,2,Sun Jan 10 16:35:33 +0000 2016,7.11E+17,United States,I'm Covfefe,17927,coon,black,ChetPorter1,Tue Sep 26 11:36:38 +0000 2017,@ChoctawElvis88 @Rustytigerpoo1 what about coon? Some ol boy from Kansas told me he eats raccoon.,4739157457,Hate speech,0,n,,n
1,85,245,0,1,Thu Jun 25 10:56:50 +0000 2009,1967710746,dover,Jefferson J. Johnson,2059,coon,black,jjscissorhands,Tue Sep 26 11:28:26 +0000 2017,@jermainedesign Whenever I get any affirmation of being black it's usually in midst of being called a coon ...so ye https://t.co/g7iko5fXeh,50614260,Hate speech,0,n,,n
0,536,2413,0,0,Sat Apr 18 04:11:19 +0000 2009,,DuVaL CoUnTY,jaysinstrizzy ??,24107,coon,black,Mr904,Tue Sep 26 11:18:28 +0000 2017,Check this Nigerian coon https://t.co/OFLgt5SaLl,32776830,Hate speech,0,y,,n
1,551,319,0,0,Fri Feb 19 13:32:58 +0000 2010,,Neo Yokio,Aomine Daiki,109718,coon,black,OLVOXO,Tue Sep 26 10:18:12 +0000 2017,Don no longer a coon? https://t.co/ckHo5aCaWb,115663962,Hate speech,-0.296,y,,n
0,66,97,0,3,Mon Mar 27 16:37:35 +0000 2017,3027738548,United States,ODD: Age Of Hero,14217,coon,black,OddTheManga,Tue Sep 26 09:43:07 +0000 2017,@wesleydevin54 @GreenwoodAce @eugenegu Ray is a coon,8.46E+17,Hate speech,0,y,,n
0,1416,702,0,1,Fri Dec 03 02:46:25 +0000 2010,,"Cecilia, LA",RyanDee,124640,coon,black,Ry_dizzzle,Tue Sep 26 06:26:36 +0000 2017,Furg just ask why @coon didn't come to Africa If he's from here??. He said coon told him he grew up here ??,222326032,Hate speech,0,n,LA,y
0,1649,1313,0,0,Fri Oct 16 08:02:26 +0000 2009,,"Chicago, IL",Diana Prince,112089,coon,black,StephanieBengal,Tue Sep 26 06:25:19 +0000 2017,Locking arms...coon shit.,82828391,Hate speech,-0.5574,y,IL,y
0,203,451,0,2,Sat Apr 19 15:45:08 +0000 2014,47293791,"Phoenix, Arizona USA",Karye perez,1626,coon,black,greenii78,Tue Sep 26 06:07:23 +0000 2017,@w_terrence @TalbertSwan What's a coon?,2453347778,Hate speech,0,n,AZ,y
0,48,135,0,0,Fri Mar 11 00:16:22 +0000 2016,,"Los Angeles, CA",Hani,635,coon,black,aawkwardsmiles,Tue Sep 26 05:53:43 +0000 2017,"this is the most house nigga, uncle ruckus, coon head assery statement if i ever saw one https://t.co/WYYPwfVaTB",7.08E+17,Hate speech,0,y,CA,y
3,530,260,0,0,Tue Aug 05 00:16:11 +0000 2014,,"Toronto, Ontario",DEAD FOR THE DICK,8508,coon,black,sydanieee,Tue Sep 26 05:46:32 +0000 2017,"slap my mom for that dick. ill be a coon, an uncle tom for that dick",2707784462,Hate speech,-0.8316,n,,canada
0,10415,4214,0,1,Tue Aug 03 04:15:31 +0000 2010,511118164,Toronto,Daymon,81816,coon,black,DameWilson9,Tue Sep 26 05:42:43 +0000 2017,@ray_coon_ ?? these dudes are getting  weird with this shit,174119894,Hate speech,-0.6486,n,,canada
0,1270,1836,0,1,Fri Jan 20 00:22:11 +0000 2012,118845216,NOLA  ?? H-Tine ,CAPO,67404,coon,black,CoreyLou_,Tue Sep 26 05:29:21 +0000 2017,@SheriffClarke wazzam you coon? Lame ass peon ass duck ass la boy,468863012,Hate speech,-0.9231,n,,n
0,756,1538,0,3,Thu Feb 09 02:21:22 +0000 2012,227837742,"District of Columbia, USA",Louie Tha Goldmind,3887,coon,black,Uncle_Lou2U,Tue Sep 26 04:48:30 +0000 2017,"@AC360 @PARISDENNARD @Bakari_Sellers I've never called anybody a coon, not once in my life. That changed tonight.",487160336,Hate speech,0,y,DC,y
0,421,923,1,1,Sun Feb 14 21:14:59 +0000 2016,2871367661,United States,BlackSun,5226,coon,black,Trebled85,Tue Sep 26 04:23:01 +0000 2017,@raylewis is the ultimate coon. He said he'll never kneel but he's on both knees on Sunday. Those closest can hurt us the most. #takeAkneee,4908334634,Hate speech,-0.6808,y,,n
1,3749,1456,0,0,Thu Nov 03 00:17:00 +0000 2011,,"Norfolk, VA",IDontDMBack777,136291,coon,black,ZC_Gotti,Tue Sep 26 04:22:14 +0000 2017,Yea Jud a coon fa dat... But ion disagree ????? https://t.co/4wH87q2d6S,403780100,Hate speech,-0.3818,n,VA,y
0,808,717,0,0,Thu Apr 16 00:19:18 +0000 2009,,"Bad Newz, Va",?St33zy?,22816,coon,black,St33zyxSaleen,Tue Sep 26 03:46:34 +0000 2017,Welp I got the mustang back... time for road trips so I can be a royal coon!,31571933,Hate speech,0,y,,n
0,163,86,0,0,Fri Feb 26 19:50:13 +0000 2016,,"Vicksburg, MS",Patricia Vinzant,17405,coon,black,patvinzant,Tue Sep 26 03:33:21 +0000 2017,"Old folks said a coon would drown a dog. 
I didn't believe it but now I'm not so sure.
The coon sure loves to ride. https://t.co/Ye4ZHexrcZ",7.03E+17,Hate speech,-0.406,y,MS,y
0,204,299,0,0,Mon Mar 02 16:48:53 +0000 2009,,Pittsburgh ,Tea Jay,41081,coon,black,ISetItOff,Tue Sep 26 03:03:55 +0000 2017,Who's coon ass uncle is this? https://t.co/jjD0EZcheS,22503242,Hate speech,-0.5423,y,PA,y
0,762,745,0,0,Tue Nov 23 00:07:42 +0000 2010,,"Detroit, MI",Arizona Ron,59023,coon,black,__RealJohnnB,Tue Sep 26 02:58:44 +0000 2017,Of course he say some coon shit https://t.co/Njh52WB1jx,218680227,Hate speech,-0.5574,y,MI,y
0,83,266,0,3,Tue Jun 20 21:53:12 +0000 2017,441095380,"Phoenix, AZ",Tommy SOTOMAYOR,74,coon,black,TommySOTOMAYO13,Tue Sep 26 02:30:20 +0000 2017,@tommytrille912 @FoxNews @TommySotomayor Wow...I'm a coon huh...u still live at home with your mother,8.77E+17,Hate speech,0,n,AZ,y
0,105,689,0,1,Sat Dec 31 05:04:34 +0000 2011,,"Summerville, South Carolina",Loni Love,1746,coon,black,LoniElbert,Tue Sep 26 02:26:22 +0000 2017,Ray Lewis should be ashamed of himself. You old Brown nosing coon @raylewis,451208141,Hate speech,-0.4767,y,SC,y
0,179,411,0,1,Tue Jul 17 06:54:08 +0000 2012,2828045505,"Tempe, Arizona",?Brent Odders,385,coon,black,bwodders,Tue Sep 26 02:23:40 +0000 2017,@carriecoon Off Broadway Review: Mary Jane Starring Carrie Coon https://t.co/LSvBd5kkUw,700535708,Hate speech,0,n,AZ,y
0,509,474,0,0,Tue Feb 08 21:40:21 +0000 2011,,301,Marcus,23217,coon,black,Mark_Folarin,Tue Sep 26 00:34:18 +0000 2017,Even Dez coon ass kneeled kill bob,249349696,Hate speech,-0.8481,y,,n
0,134,374,0,1,Sat Sep 17 02:22:15 +0000 2016,66923871,"South Carolina, USA",Toni Tiger,2473,coon,black,ToniTiger15,Tue Sep 26 00:25:26 +0000 2017,@PARISDENNARD u is a clown an a ass kissing coon stay of t.v. u is an embarrassment to our ppl,7.77E+17,Hate speech,-0.4019,y,SC,y
0,95,193,0,0,Tue Dec 10 21:02:20 +0000 2013,,Chicago,House,3013,coon,black,Hausmusicislife,Tue Sep 26 00:24:53 +0000 2017,Paris Bernard has to be the biggest coon out here.,2239767961,Hate speech,0,y,IL,y
