,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id
1981,0,6,8,0,1,0,Fri Dec 30 19:21:06 +0000 2016,768499711.0,United States,Ryan,461,nigger people are,black,SynergyG33,Fri Sep 22 15:43:43 +0000 2017,@PlayerEssence Wow people really think that the Internet fee fees are real. You are the type of fuck whit that thin… https://t.co/n55Z48eYFl,814914224921149441
1982,1,121,188,0,1,1,Mon Aug 14 14:10:16 +0000 2017,3065640509.0,"North Carolina, USA",Grim Bane's Folly,446,nigger people are,black,GrimFolly,Fri Sep 22 12:03:05 +0000 2017,@DrHarleyQ6 Absolutely..... the people offended by the word nigger are people that actually qualify to wear the wor… https://t.co/sWRfFsgHb1,897098044939939840
1983,0,1031,81,0,0,0,Sat Jul 09 20:29:56 +0000 2011,332443508.0,purgatory,ghost boy,39839,nigger people are,black,ArtlessAtrophy,Fri Sep 22 10:43:50 +0000 2017,so a white man debating on whether white women can say nigger while using the word himself. wild. white people are… https://t.co/jFIvoYaE4l,332443508
1984,3,488,444,0,1,1,Fri Apr 11 16:30:41 +0000 2014,,"Allen, TX",BUM,11561,nigger people are,black,ThatB1ackGUY,Fri Sep 22 06:04:46 +0000 2017,You people are cowards @Twitter A racist caucasian monster can say nigger but I cannot say witch? bastard? You wret… https://t.co/bCHr0OQGww,2438762178
1985,2,635,465,0,0,1,Sun May 31 19:38:26 +0000 2009,,"Roslindale, MA",MsGucciSu,12861,nigger people are,black,MsGucciSu,Fri Sep 22 03:10:28 +0000 2017,Non-Black people are just pressed to keep using some variation of nigger. It's like their very existence would ceas… https://t.co/DCjmMexFxp,43741347
1986,0,116,115,0,1,0,Sat Nov 12 15:31:56 +0000 2016,580223849.0,"Denver, CO",Willis Boykins,4897,nigger people are,black,BlackAtheistNWA,Thu Sep 21 23:03:40 +0000 2017,"@ArianeBellamar that this dumb bitch really try to say, ""I can say nigger"" because I have black friends. White people are so hard-headed!",797461936451555328
1987,2,3880,1981,0,0,0,Fri Dec 18 21:50:17 +0000 2009,,"Orlando, FL",SkyDaddy Bing,425833,nigger people are,black,imBINGnotGOOGLE,Thu Sep 21 22:18:48 +0000 2017,Sending tough tweets cool til you get called a nigger. Then you record yourself in tears asking why white people are like this in 2017.,97755288
1988,0,739,991,0,2,0,Tue Jun 03 03:01:55 +0000 2014,2577418302.0,"Boise, ID",Jake,4694,nigger people are,black,Jake_Lothrop,Thu Sep 21 20:37:17 +0000 2017,@dejuan4u @thatsBlawesome No nigger has put people down not nigga get it right just like niger and nigger are 2 dif… https://t.co/moeONRL6xj,2542664299
1989,0,258,237,0,0,0,Sat Jan 24 21:39:52 +0000 2009,,"atlanta,ga",Alexandria Seaborne,18238,nigger people are,black,aseaborne,Thu Sep 21 20:00:31 +0000 2017,"I can't believe in 2017 we are still litigating why white people shouldn't say the word nigger, like it really isn't that hard to understand",19464711
1990,1,807,148,0,0,1,Tue Jul 22 18:55:16 +0000 2014,,"Columbus, OH",CremeForce,22062,nigger people are,black,CremeForce,Thu Sep 21 17:24:35 +0000 2017,Sjw's and other like minded people are still enraged over pewdiepie saying nigger?,2670297674
1991,0,3,35,0,2,0,Mon May 15 00:44:30 +0000 2017,28265608.0,"Cincinnati, OH",¥uNg tUrBo,71,nigger people are,black,oPPaIcReAMyT,Thu Sep 21 09:37:06 +0000 2017,"@Some_BlackGuy @shoe0nhead HOw aBOuT dIS, “sTrAIgHt wHiTe MeN aRE tHe ‘niGGeR’ oF wHIte pEoPLe”",863917973618253825
1992,0,174,342,0,1,0,Wed Jul 30 00:35:46 +0000 2014,468646961.0,D〽️V,TOO COZY🇰🇪,7232,nigger people are,black,Zeke_496,Wed Sep 20 17:06:59 +0000 2017,@TomiLahren You white people are so adorable with y'all white privileged is too much. Reason why cuz y'all called h… https://t.co/p3Gw6b5yUd,2728618821
1993,0,119,351,0,2,0,Sun Sep 04 15:39:02 +0000 2016,280735698.0,"Toronto, Ontario",Just Some guy,8892,nigger people are,black,nx2000_Scott,Wed Sep 20 15:43:01 +0000 2017,"@johnkerr23 @CaseyExplosion 1: NONE of these people are ""Alt Right""
2: None of these people EVER said ""Nigger""",772458962134396928
1994,2,1455,1405,0,1,0,Fri Feb 27 15:27:26 +0000 2015,129235890.0,USA,free bird🚂🚃🚋🇺🇸,27251,nigger people are,black,darby_bartley,Wed Sep 20 14:43:38 +0000 2017,@Lrihendry Calling people White supremacy is nasty Racism..same as calling people nigger or chink ..They protest ag… https://t.co/LCy4CRftB4,3046840980
1995,0,48,202,0,2,0,Fri Jun 02 15:34:03 +0000 2017,159844818.0,"Maryland, USA",ravens 2-1 (yikes),1551,nigger people are,black,plsorioles,Tue Sep 19 23:11:49 +0000 2017,@Iowhangingfruit @RStickel24 Why are people offended by nigger,870664819019534337
1996,2,778,627,0,0,0,Mon Feb 21 19:23:20 +0000 2011,,"Miami, FL",virgo babe ✨,28703,nigger people are,black,yssie_baybiee,Tue Sep 19 20:25:45 +0000 2017,"too many non black people are liking and laughing at the ""tigger on a nigger"" pic on my snap 😐 fuck ya laughing for?",255633879
1997,1,253,665,0,0,1,Tue Apr 14 01:37:28 +0000 2015,,"San Antonio,TX",priscilla🕯🏹 ♡,8852,nigger people are,black,00cilla,Tue Sep 19 14:38:33 +0000 2017,"Nigga and nigger are the same thing. Nigga is not slang for homie, it was used to degrade and tear down people of color. Think about that.",3154221098
1998,3,520,635,0,2,2,Wed May 19 23:09:51 +0000 2010,1132110757.0,,Tyheim Hooks,5832,nigger people are,black,Nigger_Epidemic,Tue Sep 19 14:01:10 +0000 2017,@sadboychaz @BrownBoyDemby If a lot people change their mindset shit will change for the better. Some people are actually depressed tho....,145809661
1999,1,4238,2079,0,0,0,Fri Jan 14 16:31:51 +0000 2011,,,badgal💖,168088,nigger people are,black,Mcmvges,Tue Sep 19 13:57:50 +0000 2017,These white people are really pushing my nigger nerves,238208264
2000,0,68,281,0,1,0,Sat Mar 07 00:47:31 +0000 2015,6351572.0,United States,ZebraTyrant,1201,nigger people are,black,ZebraTyrant,Tue Sep 19 11:44:38 +0000 2017,"@PhillyD Everyone is a hypocrite. Nigger, Spic, Cunt, Fuck... they are words. All people of all races use them, especially in",3076208495
2001,1,68,258,0,0,0,Sat Jun 04 18:15:53 +0000 2011,,"Tennessee, USA",unhinged jew,5121,nigger people are,black,unhinged_jew,Tue Sep 19 09:16:00 +0000 2017,people are still arguing about the 'nigger' word?,310991221
2002,0,166,148,0,4,0,Wed Aug 03 18:50:12 +0000 2011,8.235428738995487e+17,Los Angeles,shark,2373,nigger people are,black,thesteelshark,Tue Sep 19 06:44:36 +0000 2017,"@FirstUSA2017 @RyanAFournier @stealthtrades @POTUS trumper: oh my god, they are insulting the president. 
the same… https://t.co/KuEqJMU3vS",348013653
2003,0,288,300,0,1,0,Sun Nov 15 08:09:19 +0000 2009,,USA,Deemarie Parsons,7777,nigger people are,black,dulcebombomcito,Mon Sep 18 23:33:27 +0000 2017,9/18/2017 YOU ARE THE NIGGER KHARMABEST OF ANGRY PEOPLE ROAD RAGE FREAKOUT INSTANT JUSTICE/KARMA 2016 https://t.co/rlbZc2RseO via @YouTube,90123499
2004,3,1932,893,0,2,0,Thu Dec 15 18:27:50 +0000 2011,437687253.0,"Chicago, IL",Benjamin Williams,8467,nigger people are,black,i_benjammin,Mon Sep 18 19:45:53 +0000 2017,"@ashleyc_98 @pettyblackboy Effectively ""nigger"" &amp; ""nigga"" are two completely diff words. Black people can almost al… https://t.co/dEREE1TfXD",437687253
2005,0,304,768,0,0,0,Sat Oct 17 08:01:06 +0000 2009,,Hawaii & California,Ash,17618,nigger people are,black,ashvallesteros,Mon Sep 18 11:09:44 +0000 2017,"When your schools motto is God First but there are people, possibly students in our school writing ""nigger"" on people's cars.",83085417
2006,0,638,407,0,1,0,Tue Oct 18 02:40:08 +0000 2011,28602340.0,"Sunrise, FL",uncleJUICE,25292,nigger people are,black,__Deij,Sun Sep 17 21:36:59 +0000 2017,@kcluva that's why we are where we are today. White people think racism is calling someone a nigger. Trust me y'all have update racism since,393140429
2007,0,68,94,0,2,0,Mon Jun 26 00:29:20 +0000 2017,609513985.0,"El Paso, TX",🍭KiaVonni 🍭,248,nigger people are,black,Kia_Vonni,Sun Sep 17 18:59:31 +0000 2017,"@LebaenesePapi @biiteoftheb And I'm sure she's fukin one of those people listening to that ""nigger"" music. Whites are funny.",879134446418526211
2008,2,153,56,0,0,0,Mon Sep 19 00:22:11 +0000 2016,,The Republic of Texas,edray1416,7804,nigger people are,black,edray1416,Sun Sep 17 17:39:16 +0000 2017,"I don't see why people take the word nigger so seriously. Some niggers are all right.

https://t.co/W3KrcEXKzF",777664043951665152
2009,0,35,236,0,6,0,Mon Jul 17 19:34:40 +0000 2017,974950940.0,"Clermont, FL",Messiah,1618,nigger people are,black,Messiah_FGC,Sun Sep 17 12:58:31 +0000 2017,@DanielBudda @Ey3OfTheStorm @_Enheduanna @HilaKleinH3 @KEEMSTAR @h3h3productions Man look at all these white people… https://t.co/9gxtjLVSxG,887032823529517057
2010,0,39,153,0,1,0,Mon Jul 19 05:29:20 +0000 2010,872683897.0,North America,-RAD1C4L-,2371,nigger people are,black,_RAD1C4L_,Sun Sep 17 06:23:24 +0000 2017,@KEEMSTAR How about you go make more videos about your BF Jake Paul you stupid nigger faggot. lmao. White people are 2 easy to trigger.,168385501
2011,0,137,93,0,1,0,Thu Oct 01 16:37:40 +0000 2009,2737079191.0,Mexico,Kaozbender,4777,nigger people are,black,Kaozbender,Sun Sep 17 05:42:22 +0000 2017,"@HilaKleinH3 Why are you defending your owner when he uses the word ""nigger"" as much as the people he talks about? Get real.",78946118
2012,0,2,109,0,2,0,Sat Mar 04 06:14:34 +0000 2017,4872450724.0,"Texas, USA",MagicOddity,4,nigger people are,black,MagicOddity,Sun Sep 17 03:44:02 +0000 2017,"@NolanPizzaParty @pewdiepie I see alot of people say 'nigger' that are not even black, and they dont get the death… https://t.co/0kpJWHX44h",837909112260296704
2013,2,1499,42,0,0,1,Tue Jan 05 00:21:51 +0000 2010,,Duval county,Gohan Mackenzy,9699,nigger people are,black,jovanmackenzy,Sat Sep 16 22:17:42 +0000 2017,"Folks are more offended at the word ""nigger"" or ""nigga"" than the fact that people are actually treated as such.",101904387
2014,1,1099,1847,0,0,1,Fri May 20 19:54:39 +0000 2011,,Canada,TBT-AMadProphet,16669,nigger people are,black,The_Big_Toe,Sat Sep 16 22:11:40 +0000 2017,"The only people that should be offended by the word 'nigger' are niggers. Are you a 'nigger'? I'm not, known a few.… https://t.co/JMbxBtYgvL",302207442
2015,4,2157,299,0,0,0,Wed Jul 09 06:40:42 +0000 2014,,"Florida, USA",Prince Rahim,7358,nigger people are,black,PrinceRahim1017,Sat Sep 16 17:42:16 +0000 2017,"The same people saying ""Nigger shouldn't be offensive to your people anymore it's 2017"" are up in arms to ""Put the Christ back in Christmas",2613047322
2016,0,22,448,0,2,0,Fri Dec 28 20:39:34 +0000 2012,1096105645.0,"Detroit, Michigan",Jennifer Brown,166,nigger people are,black,msjrbrown1979,Sat Sep 16 17:35:41 +0000 2017,@JohnGort @thehill You are weak as hell just like Trump. But you are the same people that call Obama a nigger. Go fuck yourself racist.,1043113039
2017,0,96,800,0,1,0,Fri Oct 14 23:37:51 +0000 2016,422155068.0,"Georgia, USA",Sillyzangy/Xion,1560,nigger people are,black,sillyzangy,Sat Sep 16 17:34:50 +0000 2017,@neonfiona Why are people so butt hurt from him saying nigger...like if you know pews you know he didnt mean it. Like fucking god,787074974280474624
2018,1,111,89,0,0,0,Sat Mar 04 07:49:22 +0000 2017,,e,spooky boy james 🎃,7025,nigger people are,black,IostIoser,Sat Sep 16 15:33:17 +0000 2017,White people who get offended by other white people saying nigger have the guilty pleasure of saying nigger when they are alone,837932967762792448
2019,0,318,868,0,0,0,Sun Apr 07 03:37:38 +0000 2013,,Florida,Graybeard Deplorable,31501,nigger people are,black,graybeard55,Sat Sep 16 08:11:10 +0000 2017,And we are not to judge when we see day after day people of color or in this case a nigger rob the helpless. WTF Am… https://t.co/yoW5lFXutp,1333075796
2020,2,224,315,0,1,0,Sat Nov 09 17:18:59 +0000 2013,7.808494918511698e+17,"Washington, USA",Drew,9146,nigger people are,black,HeyitDrew,Fri Sep 15 21:52:56 +0000 2017,@KachowPrivate H3 didn't like wat pewds said and people are like oh remember when u said nigger faggot on ur podcast with idubbbz,2184716215
2021,0,297,1867,0,3,0,Fri Jul 15 08:24:24 +0000 2016,,"Wisconsin, USA",AJmack,972,nigger people are,black,HoodRich5000,Fri Sep 15 14:52:38 +0000 2017,People are cheering for people like @pewdiepie @KathleenLights1 and @tanamongeau are the ones who call a black person a nigger how retarded,753867799731122176
2022,0,297,1867,0,0,0,Fri Jul 15 08:24:24 +0000 2016,,"Wisconsin, USA",AJmack,972,nigger people are,black,HoodRich5000,Fri Sep 15 13:33:57 +0000 2017,I'm black and proud you white racist people call me a nigger i'm black but you white racist people are whacked fo reals dawg!!,753867799731122176
2023,0,485,394,0,0,0,Sun Dec 21 16:30:43 +0000 2014,,Earth,Gong's Pinnacle,27860,nigger people are,black,RasThaFarEye,Fri Sep 15 13:15:16 +0000 2017,"The choices are: 1- ""stand up, nigger!""... or 2- ""I respect their views but I could never sit for the anthem...peop… https://t.co/cY4jCv8Ihm",2935517062
2024,1,5494,3704,0,2,0,Sat Mar 26 02:04:23 +0000 2016,8.285885034454139e+17,Nomad ,‎ Taarnaشيطانة كافرة,87161,nigger people are,black,TaarnaTarakian,Fri Sep 15 12:10:06 +0000 2017,"@SecuIarAmerican @noturbone Yes, and the only people I see violence &amp; racist behavior from are liberal whites. I've… https://t.co/P699lDnOuX",713547114240950273
2025,0,36,360,0,1,0,Wed Jun 25 01:07:19 +0000 2014,73657657.0,"Ohio, USA",robert lucas,1148,nigger are,black,robertl95869194,Sun Sep 24 23:43:48 +0000 2017,@BarracudaMama nigger you and obama are the disgrace mfer,2586624763
2026,0,38,71,0,1,0,Wed Aug 09 17:53:05 +0000 2017,1520501.0,"Jasper, TX",Sarah Louise Shaw,16,nigger are,black,SarahLouiseSha9,Sun Sep 24 23:39:39 +0000 2017,"@advodude The players are not praying when they kneel, they just don't won't their asses beat by their nigger team mates.",895342182890184705
2028,1,824,219,0,0,0,Mon Aug 29 02:13:27 +0000 2011,,United States,👻SOVEREIGN 🎃,11672,nigger are,black,DominaLadyM,Sun Sep 24 23:34:15 +0000 2017,"Yts are just getting more and more angry these damn niggers and nigger lovers won't get in line. 

That's the issue… https://t.co/AvJtjTyaPT",364018478
2029,0,77,716,0,1,0,Tue Oct 06 01:10:11 +0000 2015,8.655549564131328e+17,United States,Ashley,924,nigger are,black,classyladies8,Sun Sep 24 23:29:33 +0000 2017,@mtvbarbielive You are one ugly nigger. Damn you need to be in the psych ward,3876098392
2030,0,639,111,0,0,0,Wed Mar 04 02:47:47 +0000 2009,,"Missouri, USA",Melinda Evette™,131674,nigger are,black,MelE5150,Sun Sep 24 23:07:59 +0000 2017,"If we're lumped together in a big black nigger ball when crimes are committed by us,lemme roll in around in tht lump when we are outstanding",22722589
2031,0,4,78,0,0,0,Sun Sep 24 21:21:44 +0000 2017,,"Charlotte, NC",Kasy Heath,9,nigger are,black,PrettyandWoke,Sun Sep 24 22:56:33 +0000 2017,"To Trump's supporters and apologists, stop it. The racial undertones when he speaks are so blatant, he might as well just say ""nigger.""",912064531219836929
2032,1,26,19,0,2,0,Wed Jan 25 22:33:35 +0000 2017,8.338036938165002e+17,United States,PisT,138,nigger are,black,Kihzyv2,Sun Sep 24 22:51:25 +0000 2017,@Snzopy @MohakKumar_ You're dogshit who are you nigger,824384749129101313
2034,0,220,1424,0,4,0,Thu Feb 10 18:12:03 +0000 2011,2393323908.0,United States,GRIM REAPER,7280,nigger are,black,Greaper3,Sun Sep 24 22:10:33 +0000 2017,@thecjpearson @realDonaldTrump @Kaepernick7 @StephenCurry30 YOU ARE EMBARRASSING YOURSELF! THE WHITE PPL WHO FOLLOW YOU CALL YOU NIGGER 2!!!,250242519
2035,0,98,202,0,1,0,Tue Jun 13 08:42:38 +0000 2017,8.745475496502108e+17,"Maryland, USA",Lord Headass,918,nigger are,black,ronsnoww,Sun Sep 24 21:39:40 +0000 2017,"@SamHuntMusic I was like okay, this isn't so bad. So here we are at a bin fire listening to Biggie when I hear Whit… https://t.co/b45bEfsrlL",874547549650210816
2036,0,163,240,0,1,0,Sat Jun 17 23:05:52 +0000 2017,8.762143393966735e+17,"Toronto, Ontario",dragon girl,4614,nigger are,black,_Dr_James,Sun Sep 24 21:12:32 +0000 2017,@grimrai are you gonna let a nigger take your precious girlfriend,876214339396673536
2037,1,13,32,0,1,1,Sat May 12 17:29:06 +0000 2012,59471027.0,"Syracuse, NY",jack bushell,435,nigger are,black,jacattack44,Sun Sep 24 21:10:20 +0000 2017,"@Jaguars Another example, HOW MONEY MAKES EVERYONE A 'NOGGER'.NOT Nigger.a colorless fig of speech.. meang you're are a direspectful asshole",578324052
2038,0,90,776,0,1,0,Mon Mar 23 15:55:43 +0000 2009,607747504.0,QUEENS NYC,JOHNNY IRON,2758,nigger are,black,HIIRON40,Sun Sep 24 20:40:37 +0000 2017,@MartysaurusRex yes you are a field nigger. Always !!!,26027008
2039,1,15,46,0,2,0,Thu Aug 31 15:02:30 +0000 2017,477020706.0,"Athens, GA",Rob,554,nigger are,black,Berto4731_,Sun Sep 24 20:35:30 +0000 2017,@Prime136 @VitaaHD_ Shut the fuck up nigger the colts are fucking garbage and why do you have your phone shouldn’t you be in the fields?,903271786208346114
2040,0,53,91,0,1,0,Mon Jun 16 22:38:12 +0000 2014,43139414.0,United States,FUCKINGPIECEOFSHIT,4479,nigger are,black,thenewtribe_,Sun Sep 24 20:02:23 +0000 2017,@RealSkipBayless Cowboys are flawed block me nigger,2571743352
2041,0,69,645,0,2,0,Mon Jun 19 17:14:21 +0000 2017,102473438.0,"Fort Collins, CO",krissy johnson,581,nigger are,black,KrissyMaeJohns1,Sun Sep 24 19:30:37 +0000 2017,@GwenRousseau @realDonaldTrump For a white guy you like fried chicken a lot! Are you sure there isn't a nigger in wood pile somewhere 😂,876850653557141505
2042,0,11,101,0,0,0,Mon Jan 23 18:12:07 +0000 2017,8.235941752413225e+17,"Houston, TX",MintyGay,1410,nigger are,black,MintyGuy47,Sun Sep 24 18:47:55 +0000 2017,"Like, there are plenty of videos of her saying nigger in an insulting manner. And she never apologized for it.",823594175241322497
2043,0,26,69,0,1,0,Fri Jun 23 20:32:59 +0000 2017,4785744939.0,"Brooklyn, NY",H5 Tony,127,nigger are,black,H5_Tony,Sun Sep 24 18:44:15 +0000 2017,@Sacr3ds All meaning the group who get on halo and troll to derank others and are racist because they think you're… https://t.co/ehELNZiHHR,878350191170125824
2044,0,12,44,0,1,0,Mon Jan 02 14:23:59 +0000 2017,10774652.0,"New York, USA",mike20,321,nigger are,black,Michaeldimino1,Sun Sep 24 18:40:21 +0000 2017,@theblaze These are the thugs the word nigger is intended for,815926616614432768
2045,1,222,423,0,0,0,Fri Jul 01 15:30:08 +0000 2016,,"Queens, NY",Shorty The President,7192,nigger are,black,PresidentShorty,Sun Sep 24 18:39:38 +0000 2017,"""We hold these trues to be self evident that ALL men are created equal. NOW GO FETCH ME SOME WATER NIGGER FORE I KI… https://t.co/Y6MgDeG4gh",748901508947771392
2046,0,102,40,0,0,0,Sun Feb 14 10:43:10 +0000 2016,,Manhattan ,Lady Björn,8550,nigger are,black,NobellaElla,Sun Sep 24 18:19:39 +0000 2017,"The portion sizes at Capellos are huuuuge. Like, nigger damn. 
I wasnt even tryna eat dinner man.",4908571341
2047,0,155,235,2,0,0,Mon Aug 29 15:53:11 +0000 2011,,Kennesaw GA,A Voter,1221,nigger are,black,Chris_Love_2734,Sun Sep 24 18:02:11 +0000 2017,"White supremacists, you are truly a fucking idiot, #standingrock didn't happen you are a real #Nigger I am a half b… https://t.co/tRGWcZQXsV",364327372
2049,0,99,129,0,4,0,Thu Feb 09 03:15:31 +0000 2017,7.838886275289661e+17,"Atlanta, GA",Dije lo que dije,369,nigger are,black,wickedblackgirl,Sun Sep 24 17:50:00 +0000 2017,@NewEnglandGio @JrohodesBrandon @realDonaldTrump @GilletteStadium Thank you for clarifying * I hope this is true.… https://t.co/DUTmmOqhVp,829529132610510848
2050,0,470,422,0,0,0,Sat Nov 05 17:33:20 +0000 2016,,"Vallejo, CA",Juan-Shay,9291,nigger are,black,ShayNotShea,Sun Sep 24 17:48:41 +0000 2017,"Depends, are they calling a fascist warmongering dictator a nigger? https://t.co/E1RRBo1afD",794955774023737344
2051,0,2844,2532,0,0,0,Sat Sep 22 01:39:14 +0000 2012,,"Atlanta, GA",Dreena,25371,nigger are,black,luvcutepanties,Sun Sep 24 17:46:08 +0000 2017,remind those who are critical of all the black VETERANS who came back from Vietnam and were still nothing but a NIGGER...they fought for YOU,838877144
2052,0,715,213,0,0,0,Sat Apr 09 19:50:39 +0000 2016,,"Toronto, Ontario",KIM,11722,nigger are,black,Kanyeberly,Sun Sep 24 17:43:19 +0000 2017,Azealia called someone a sand nigger and told a black girl she should bleach her skin and to pick cotton. Where are… https://t.co/aD6KLvyJ4J,718888876694183937
2053,0,1,8,0,1,0,Mon Jul 04 16:00:29 +0000 2016,358321187.0,"Ohio, USA",ccmonywon1,116,nigger are,black,skippybuddy8,Sun Sep 24 17:29:23 +0000 2017,@KennyBritt_18 You are one dumb NIGGER!! Cannot even catch a football!! You and Nigger Kizer need to go. High school players play better!!!,749996310720344068
2054,1,554,34,0,1,1,Thu Aug 13 23:58:49 +0000 2009,7.264852976645448e+17,"Palm Beach, Florida",KOLA BOOF,3105,nigger are,black,KolaBoof3,Sun Sep 24 17:24:49 +0000 2017,"@HeavymetalLver I'm Half Arab &amp; Sunni Muslim....

Africans can say Sand-nigger because **WE** are called that too.… https://t.co/lWI6Gt8uPC",65506640
2055,0,6541,616,0,4,0,Thu Jul 23 02:17:39 +0000 2015,1096024172.0,"Massachusetts, USA",Yung God,280,nigger are,black,shitcans,Sun Sep 24 17:01:59 +0000 2017,@Mother_chvcker @kinsey_alana @Pink_Fanatic_ @iamwilliewill 500 years ago is even worse than what i said. nobody sa… https://t.co/sGm5VEFbnD,3388463692
2057,0,28,130,0,0,0,Fri Jun 12 20:26:29 +0000 2015,,"Toronto, Ontario",The Joker,11855,nigger are,black,disenchantedma1,Sun Sep 24 15:58:35 +0000 2017,Nigger? Did you know only niggers have rampant sex-drives and are allergic to fantasy...,3321695236
2059,0,114,542,0,0,0,Wed Apr 19 02:54:08 +0000 2017,,"Bay Area, California ",Mike Souza,2197,nigger are,black,TripOffMyName,Sun Sep 24 14:53:51 +0000 2017,"CJ, how bad do yo hate being African-American? Fuckin sellout! The man you defend sees you as a nigger. You are a s… https://t.co/jZKYeDUnLa",854528513310773248
2060,0,132,307,0,0,0,Sat Jul 02 00:31:42 +0000 2016,,"Phoenix, Az",Guy A,6077,nigger are,black,absher_guy,Sun Sep 24 14:17:55 +0000 2017,Fucking nigger football player's think they are taking a stand on racism have another thing coming ; your making it… https://t.co/3bDJaHWCeD,749037797122535424
2061,0,125,869,0,1,0,Fri Oct 09 20:21:19 +0000 2015,1613440802.0,"Georgia, USA",Rob Stull,88,nigger are,black,jrs9710,Sun Sep 24 14:17:03 +0000 2017,@mosesbread72 you are a fucking racist nigger,3911922807
2062,1,1,8,0,0,1,Mon Jul 04 16:00:29 +0000 2016,,"Ohio, USA",ccmonywon1,116,nigger are,black,skippybuddy8,Sun Sep 24 14:10:27 +0000 2017,"Roger Goodell A niggers need to stand, if not need to be released.My man TRUMP is VERY RIGHT and you NIGGER LOVER, you are WRONG!!! BTCH",749996310720344068
2063,0,14,6,0,0,0,Sat Jul 08 13:29:19 +0000 2017,,"Vancouver, British Columbia",Dwarfie,4,nigger are,black,Dwarfieiscute,Sun Sep 24 13:59:54 +0000 2017,Nigger if you are going to manipulate clans don't randomly buy one at 600 lol,883679388922937344
2064,1,332,291,0,1,0,Thu Jul 16 02:22:04 +0000 2015,8.066868914038415e+17,"Queens, NY",CHRIS,10040,nigger are,black,AnguloCrystal,Sun Sep 24 13:42:10 +0000 2017,"@briannethomas14 i just wanna know why you wrote ""nigger,"" when you're clearly white, and are posing by it like it's cute??",3378150591
2065,0,201,520,0,0,0,Thu Mar 05 03:50:41 +0000 2009,,Wisconsin,Kevin,7870,nigger are,black,Kevin_Bassett,Sun Sep 24 11:59:57 +0000 2017,"When are you going to get fitted for your white KKK robe and hood?

You all but called Stevie an ""uppity nigger"". R… https://t.co/ptcEFPkp4I",22875835
2066,1,39,91,0,1,0,Wed Mar 04 04:13:35 +0000 2015,26257166.0,"Richmond, VA",Gerald Anderson Jr,656,nigger are,black,iotaman3H91,Sun Sep 24 11:49:52 +0000 2017,@SportsCenter These comments about stick to sports are in correlation to the thought process of be a good nigger an… https://t.co/9gfK88VJzF,3069173037
2067,0,15427,6567,0,0,0,Sat Nov 10 07:29:43 +0000 2012,,"Missouri, USA",LILJUICYAKADATJUICY☆,22051,nigger are,black,akadatjuicy,Sun Sep 24 10:37:28 +0000 2017,T are you protestant in destroying my life bitch please in the name of Jesus get the gone away nigger,938573995
2068,2,149,202,0,1,0,Thu Jul 31 17:40:16 +0000 2014,2716396488.0,Norway,Erik the Turtle,3758,nigger are,black,LightBladeNinja,Sun Sep 24 10:12:38 +0000 2017,@HbdNrx Those are some pretty üntermenschen quality women there. Fucking an infected nigger when there are plenty o… https://t.co/WPzJS1LTkI,2696263315
2069,0,276,186,0,1,0,Thu Nov 24 03:18:33 +0000 2016,8.153477536560292e+17,"Detroit, MI",gum🅱y,5605,nigger are,black,GUM3Y,Sun Sep 24 07:48:37 +0000 2017,@teenfatigue_ i dont wanna get fired think of how retarded i am they are arab and nigger is in the top 5 of my favo… https://t.co/ebhDav8Ugg,801626026472308736
2071,0,60,150,0,1,0,Wed Nov 09 23:20:14 +0000 2011,47293791.0,"Omak, WA",Chris Walker,765,nigger are,black,CDWalker63,Sun Sep 24 07:41:32 +0000 2017,"@w_terrence You my friend are NO HOUSE NIGGER, your a man with great humor and common sense, Keepon keeping on !!!",408835980
2072,1,15427,6567,0,0,0,Sat Nov 10 07:29:43 +0000 2012,,"Missouri, USA",LILJUICYAKADATJUICY☆,22051,nigger are,black,akadatjuicy,Sun Sep 24 07:24:29 +0000 2017,Black man we are now enimes till my casket drop fuck u and youre nigger party https://t.co/cYXDs79Mj2 lzt,938573995
2073,6,121,261,0,1,0,Mon Apr 06 21:52:17 +0000 2009,16948493.0,"Virginia, USA",Jason Quinn,8565,nigger are,black,JQ5_PettySavage,Sun Sep 24 07:15:21 +0000 2017,@tariqnasheed These peons are defending Twitty but will call Obama a nigger and post gorilla Michelle Obama memes i… https://t.co/gmPzwIZFmV,29303216
2076,0,313,543,0,0,0,Mon Sep 28 11:49:07 +0000 2015,,"Michigan, USA",Devin/Smeargle,41521,nigger are,black,hvralts,Sun Sep 24 06:12:06 +0000 2017,arenas are pretty good for acting like a nigger,3714337034
2077,0,20,318,0,0,0,Fri Aug 04 21:14:33 +0000 2017,,"Hiawassee, Ga",lunalee17,1183,nigger are,black,AngieNi16523238,Sun Sep 24 05:10:31 +0000 2017,Fear god.. daily.. please dumb tyler down since nigger kids are all that matter here with the good ole boys,893580942585073664
2078,1,298,363,0,3,1,Tue Jan 24 05:51:34 +0000 2017,896258742.0,"New York, USA",Swi,9430,nigger are,black,jr_swiatek,Sun Sep 24 04:52:22 +0000 2017,@hrtablaze @InTheYear1611_ @POTUS You are a nigger!!,823770197748314112
