# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,Classification
0,2228,997,0,2,0,Fri Jan 24 14:32:32 +0000 2014,309324495.0,Charlotte,CHAMP 🍾,59304,coon,black,IKNOWDROSE,Tue Sep 26 00:10:10 +0000 2017,@SportsUnicorn @ZoeyLEIGHH Charles Barkley is a coon for this,2301571936,Hate speech
6,873,560,0,0,2,Mon Oct 13 00:57:01 +0000 2014,,END OF THE WORLD,LORD$ NEVER WORRY,8501,coon,black,Omnipotentzus,Tue Sep 26 00:06:10 +0000 2017,"LMAOOOOOOO omg 

Man I didn't recognize none of these niggas but that dancing coon Payne.  we really might go 0-82 https://t.co/Uy1M34delI",2826576839,Hate speech
0,197,325,0,0,0,Tue Apr 13 23:12:35 +0000 2010,,"San Marcos, Texas",Kaleigh 👸🏾,25666,coon,black,kmpl92,Tue Sep 26 00:02:35 +0000 2017,Where can I acquire a Maine coon cat,132694167,Hate speech
0,129,114,0,1,0,Sat Aug 13 00:46:22 +0000 2011,2871367661.0,Detroit,Theran Johnson,987,coon,black,SixThreeEnt,Tue Sep 26 00:01:54 +0000 2017,@raylewis you still a coon..and Jerry Rice. Y’all was on the white people bandwagon regarding Kaepernick initially!!!,354018476,Hate speech
0,1256,730,0,1,1,Thu Oct 02 00:55:06 +0000 2014,453619947.0,"Danbury, CT",lil ugly lord,13452,coon,black,luvlordxking,Mon Sep 25 23:59:38 +0000 2017,@fuckwillie Coons gonna coon will,2799216238,Hate speech
0,1848,562,0,0,0,Mon Feb 14 03:20:42 +0000 2011,,"Atlanta, Ga",Wallflower🌺,91739,coon,black,yeskalicia,Mon Sep 25 23:58:31 +0000 2017,"He ain't even saying shit, he ain't a real nigga &amp; he ain't from Atlanta no more with his lame coon ass https://t.co/lyScE3wGAv",251920336,Hate speech
0,197,314,0,1,0,Fri Oct 04 01:53:12 +0000 2013,439596535.0,"Miami, FL",Cyrex,2010,coon,black,CyrexMC,Mon Sep 25 23:52:26 +0000 2017,@Jani_Woooo Can we just let this coon rot in jail? He shows no evidence of learning from his mistakes. Doesn't even see em mistakes,1932695348,Hate speech
2,75,46,0,2,0,Mon Mar 06 15:01:32 +0000 2017,67890884.0,"New York, USA",quinn,5480,coon,black,resighcle,Mon Sep 25 23:50:31 +0000 2017,"@loud_thoughts_ @chocolatebodied At the end of the day. You're just another dusty ass coon ass nigga , being ok twi… https://t.co/67KwgT2L0z",838766501352116225,Hate speech
6,781,1779,0,1,3,Sat May 31 16:07:09 +0000 2008,,"Philadelphia, PA",Phil Harner,13848,coon,black,pdharner,Mon Sep 25 23:44:23 +0000 2017,"Alumni email from @FarmHouse_KSU included a story about ""coon kicking"" and boy am I proud",14964154,Hate speech
0,931,2125,0,1,0,Mon Mar 24 02:14:20 +0000 2008,39334221.0,"Wichita, KS",PoliteSouthernHelle,43395,coon,black,Angelinoo,Mon Sep 25 23:41:37 +0000 2017,"@pastormarkburns So you agree with a rapist AND a racist???  Deplorable ass, self-hating, rape sympathizing coon. https://t.co/101D1OqN3y",14204921,Hate speech
1,824,576,0,0,1,Wed Nov 19 00:58:09 +0000 2014,,Philly,J,23463,coon,black,Jigga__16,Mon Sep 25 23:38:17 +0000 2017,Micheal Jordan is such a fuckin coon,2883419549,Hate speech
0,2184,1905,0,0,1,Sat Dec 12 17:52:19 +0000 2009,,NC/GA,UmmHmm,224796,coon,black,FSmith_87,Mon Sep 25 23:36:12 +0000 2017,"He's a fucking coon, in the same category as Ray Lewis and others https://t.co/Zjid0kFWBi",96386600,Hate speech
0,553,106,0,0,0,Sat Jun 27 05:46:29 +0000 2015,,Blm🥀,aakilah🍂,29154,coon,black,ALGEESMlTHS,Mon Sep 25 23:32:37 +0000 2017,We love coon ass sellout😍😍😍😍 https://t.co/BF8rJnuxRw,3347228859,Hate speech
0,662,580,0,1,0,Wed Jan 26 23:12:29 +0000 2011,233780316.0,ATL 🎈,joooooo. 🌸,28602,coon,black,Milli_Militia,Mon Sep 25 23:31:58 +0000 2017,@ShaqAtwaters What this coon done did?,243390703,Hate speech
0,130,263,0,1,0,Sat May 06 06:21:37 +0000 2017,400330314.0,"Hawthorne, CA",Eng,2594,coon,black,engerson_uno,Mon Sep 25 23:31:23 +0000 2017,"@ColdAsFrost_ Not even a debate, Lebron a good person. Kobe at least not a coon I hope",860741322612686849,Hate speech
0,3436,1512,0,0,0,Sat Mar 10 22:19:59 +0000 2012,,Broward✈️Chicago,✨,105036,coon,black,Stelllaaa__,Mon Sep 25 23:29:13 +0000 2017,i’m on the train and this coon so throwed 😂😂 he tryna sit on people,520783343,Hate speech
1,130,263,0,1,0,Sat May 06 06:21:37 +0000 2017,400330314.0,"Hawthorne, CA",Eng,2594,coon,black,engerson_uno,Mon Sep 25 23:28:50 +0000 2017,@ColdAsFrost_ Fuck MJ he a coon. (He still the 🐐 tho),860741322612686849,Hate speech
0,850,776,0,2,0,Sat Oct 15 08:21:46 +0000 2011,8.979941403062968e+17,"Houston, TX",swarthy hotep,12418,coon,black,13thconcept_,Mon Sep 25 23:22:40 +0000 2017,@Kevinstrome22 @kmbiamnozie I'm sure you'd have no problem providing examples of how exactly he's a coon ?,391243165,Hate speech
1,93,151,0,0,0,Thu Feb 16 04:12:05 +0000 2012,,New York,Nelson Oduro,2939,coon,black,GQ_Nels,Mon Sep 25 23:14:43 +0000 2017,"It pains me to type this but Sage Steele is a coon, Aunty Tom. She didn't speak up for Hill and has been silent with the NFL protest. 🤔🤔🤔",493740699,Hate speech
1,379,337,0,1,1,Fri Jun 27 06:42:45 +0000 2014,,"Fort Collins, CO",Mike,2584,coon,black,CaptainMike___,Mon Sep 25 23:13:21 +0000 2017,Happy birthday you coon. Hope it's a blast bro @ward_killian https://t.co/Urpj8VYhQM,2590896882,Hate speech
0,1488,668,0,0,0,Mon Feb 24 03:42:27 +0000 2014,,Canada,Woke Oak 2-1 Eh🇬🇭,153896,coon,black,ionfollowhoes,Mon Sep 25 23:10:27 +0000 2017,Lebron james the new greatest player michael jordan a coon,2358894332,Hate speech
4,12813,1142,0,2,10,Mon Aug 16 04:20:48 +0000 2010,178966618.0,"Hollywood, CA",💲🔌🔫,177961,coon,black,JRonMelrose,Mon Sep 25 23:07:59 +0000 2017,All them niggas taking a knee this weekend was smoke and mirrors. Coons. Especially @CutonDime25 and @raylewis coon black asses,178966618,Hate speech
0,704,696,0,2,0,Wed May 20 01:51:05 +0000 2009,15920162.0,"Louisville, KY",Krystal White,62027,coon,black,iamKwhite,Mon Sep 25 23:05:36 +0000 2017,"@AlfonZoRachel @TomiLahren Oh look a coon, dancing for white retweets . Shut the fuck up",41268368,Hate speech
1,2656,536,0,0,0,Sat Jan 03 01:45:02 +0000 2009,,"Washington, DC",TRUMP IS A BITCH,71814,coon,black,FlashFrequency,Mon Sep 25 23:05:11 +0000 2017,"If I click this and he’s a coon. 
I’m done with this nigga https://t.co/pz8NkEP2rN",18569954,Hate speech
0,588,1882,0,0,0,Fri Oct 04 02:57:13 +0000 2013,,"Atlanta, GA",Asiα,4358,coon,black,killller__Queen,Mon Sep 25 23:00:49 +0000 2017,If this coon don’t stop.. https://t.co/XFVlRqi8ZX,1932872365,Hate speech
1,8267,2237,0,1,0,Fri Apr 10 22:47:21 +0000 2009,58023519.0,ohio.,trilla vanilla,192347,coon,black,dangYonZ,Mon Sep 25 23:00:40 +0000 2017,@Tell_Rell He such a coon at times,30332845,Hate speech
0,149,340,0,0,0,Fri Mar 23 17:29:54 +0000 2012,,"Orange, VA",MalikT,2568,coon,black,Malik_is_Koopa,Mon Sep 25 23:00:20 +0000 2017,Ray lewis is a fucking coon https://t.co/eR9HfZUSXI,534536207,Hate speech
0,4253,988,0,0,0,Fri Jan 08 04:59:17 +0000 2010,,Uptown,All Might,48272,coon,black,twolveschip,Mon Sep 25 22:58:52 +0000 2017,"Albert Haynesworth somewhere very greasy, pleased someone else is a smelly coon https://t.co/FNW5rdbWDp",102890752,Hate speech
0,210,149,0,0,0,Mon Aug 19 22:31:18 +0000 2013,,"Compton, CA",L.A. France,738,coon,black,incognegroi,Mon Sep 25 22:57:42 +0000 2017,If you hate Trump but love Obama you're a jiggaboo coon nigga that deserves to be shot by those faggot ass klansmen stop being sheep,1684353589,Hate speech
0,559,129,0,0,0,Mon Jul 08 22:52:02 +0000 2013,,nyc,alexcis 🦇,30104,coon,black,pradaxodiamonds,Mon Sep 25 22:56:01 +0000 2017,"""oppor-coon-ist"" 💀😂😂😂 https://t.co/qqyWyMZrvR",1578797874,Hate speech
0,206,11,5,1,0,Thu Jan 29 01:24:49 +0000 2015,2871367661.0,"Atlanta, GA",Carl Callender,317,coon,black,purpose1969,Mon Sep 25 22:53:17 +0000 2017,@raylewis you got to be the most hated black man on earth! We don't trust and we don't want you. #nfl #coon #uncletom #bootlicker #zombie,3000251017,Hate speech
0,33,187,0,2,0,Wed Oct 12 13:49:11 +0000 2016,434387413.0,"California, USA",AmericanPatriot,1042,coon,black,assombrosso2,Mon Sep 25 22:51:02 +0000 2017,"@RedPillTweets @realDonaldTrump they are in a very tough spot , not kneel &gt;get called a coon by your own people,kne… https://t.co/mNjmtPWcsy",786202055270465536,Hate speech
0,206,11,0,1,0,Thu Jan 29 01:24:49 +0000 2015,2871367661.0,"Atlanta, GA",Carl Callender,317,coon,black,purpose1969,Mon Sep 25 22:49:27 +0000 2017,@raylewis 😂Oh Ray Ray! An epic fall from grace! Two knees doesn't mean u was protesting coon. You think you're slick. I see u son! 🥃,3000251017,Hate speech
0,73,73,0,1,0,Sat Feb 04 00:21:12 +0000 2017,8.028834973838868e+17,"Dundalk, MD",Feneas Fox 🦊🦂,2021,coon,black,Feneas_Del_Fox,Mon Sep 25 22:43:52 +0000 2017,@tealeafraccoon You are one interesting coon i gotta say that,827673321202388992,Hate speech
0,89,386,0,0,0,Fri Nov 06 16:00:52 +0000 2015,,United States,Arron Brown,354,coon,black,ArronBabyxxx,Mon Sep 25 22:43:45 +0000 2017,Some more coon shit https://t.co/30j4Camiy5,4127945968,Hate speech
2,2682,708,0,1,1,Thu Jun 27 00:02:28 +0000 2013,2424399145.0,st louis ,mille🌸,33146,coon,black,luh_mille,Mon Sep 25 22:41:17 +0000 2017,"@amourshakurs ungrateful coon , i'm on my way what y'all cooking tonight",1549347006,Hate speech
1,1960,1629,0,0,0,Sun Mar 13 01:25:15 +0000 2011,,we$tside,〽️ackdaddy👅,60076,coon,black,miaabia_,Mon Sep 25 22:38:15 +0000 2017,what a coon 💀 https://t.co/dXlvo3cvXM,265106246,Hate speech
0,289,413,0,2,0,Mon Jun 15 19:55:05 +0000 2009,319262173.0,"Los Angeles, Ca",TB,13047,coon,black,YnotBro,Mon Sep 25 22:37:04 +0000 2017,@_BigBen7 is nothing more than a @realDonaldTrump coon. Plain and simple.,47426606,Hate speech
0,108,156,0,1,0,Fri May 18 03:38:53 +0000 2012,3219562524.0,"Manchester, New Hampshire",Karol Santeras,1554,coon,black,KarolSaint,Mon Sep 25 22:35:36 +0000 2017,"@christianlevek OHHHH I apologize. Didn’t click on your pic before. You’re a mulatto coon. You sunken, yes? Very ni… https://t.co/KGi1qRSA9L",583430758,Hate speech
0,71,7,0,1,0,Sun Nov 13 15:44:11 +0000 2016,2466899838.0,"Texas, USA",Dana,3741,coon,black,Dana042116,Mon Sep 25 22:31:40 +0000 2017,@Blavity Charles Barkley is a coon.,797827406006546433,Hate speech
1,1287,126,0,0,0,Sun Jan 08 20:26:48 +0000 2017,,Caleb👻,dms closed. april,46831,coon,black,zoekravitzxo,Mon Sep 25 22:31:01 +0000 2017,Don't be a coon sis. You're black https://t.co/qGmCF9d9IS,818192251822211072,Hate speech
0,390,505,0,4,0,Thu Dec 22 05:22:53 +0000 2011,2393323908.0,"Pflugerville, TX",Ralphael,8898,coon,black,TinManJUICE,Mon Sep 25 22:29:39 +0000 2017,@thecjpearson @realDonaldTrump @Kaepernick7 @StephenCurry30 Shut yo coon ass up,443433650,Hate speech
0,39,492,0,3,0,Sun Nov 20 17:07:47 +0000 2011,16116288.0,"Bay Area, U.S.A.",B Me,217,coon,black,Beeshack,Mon Sep 25 22:26:15 +0000 2017,@rolandsmartin @BreitbartNews @Raynard1223 Please do not bring RayTARD1223 back on the show again. He is the definition of a coon.,417195677,Hate speech
0,8267,2237,0,0,0,Fri Apr 10 22:47:21 +0000 2009,,ohio.,trilla vanilla,192347,coon,black,dangYonZ,Mon Sep 25 22:26:08 +0000 2017,"I see Michael Jordan made comments about the protests, did he coon? I’m scared to look.",30332845,Hate speech
0,733,565,0,0,0,Tue Apr 13 00:54:25 +0000 2010,,"Miami, FL",SLIDRO Wilson,123339,coon,black,SwiftDaTruth,Mon Sep 25 22:24:34 +0000 2017,"I wouldn't have locked arms with Ray Lewis, hypocrite and a coon. They shoulda scooted away from him lol",132353786,Hate speech
1,16,157,2,1,0,Thu Jan 26 04:42:40 +0000 2017,409658798.0,Chicago,VDPC News,304,coon,black,uncleTscabincom,Mon Sep 25 22:22:32 +0000 2017,@TemiaBrinson Agreed. Must be brave though as u will get the usual #coon #uncletom,824477631240400896,Hate speech
0,1271,1037,0,0,0,Sat May 25 00:18:04 +0000 2013,,Florida,loca.✨,28058,coon,black,toolboxfresh,Mon Sep 25 22:22:12 +0000 2017,This girl has some coon shit to say every class in African American history like why are you here,1455569412,Hate speech
0,23,146,0,5,0,Sun Jul 14 17:59:47 +0000 2013,70984741.0,New orleans ,david williams,71,coon,black,mrdavid504,Mon Sep 25 22:19:01 +0000 2017,@insidetheNFL @raylewis @Seahawks @Titans @PhilSimmsQB Your the biggest coon on TV,1593910224,Hate speech
0,768,1919,0,0,0,Fri Aug 05 09:06:34 +0000 2011,,ATL,Zone3Nitt,3536,coon,black,duntnitt,Mon Sep 25 22:18:16 +0000 2017,Dis ole coon ass puss'ass nigga rite here. I need to do a interview wit dis ole lolli pop ass nigga. But it will... https://t.co/ymktVU1AzQ,348964194,Hate speech
3,1729,1003,0,0,0,Thu May 31 23:06:04 +0000 2012,,North Carolina ,Ben Abbott,119134,coon,black,SwagGuy96,Mon Sep 25 22:08:44 +0000 2017,Ramses coon ass probably saying lit as we speak. https://t.co/0I5FEzqTSr,595988829,Hate speech
0,42,68,0,0,0,Thu Jul 13 17:25:24 +0000 2017,,"California, USA",Chris b,1030,coon,black,Chrisba56351459,Mon Sep 25 22:05:36 +0000 2017,As a black man if you can sit there and get insulted like this you are a super coon Tariq would kill this dude in a… https://t.co/cB2e5MvQHv,885550742894923776,Hate speech
1,827,993,0,0,0,Tue Jun 19 14:37:39 +0000 2012,,,NEGUS✊🏾🤴🏾👁💥,2545,coon,black,npolk10,Mon Sep 25 22:04:21 +0000 2017,You’re most definitely a coon too look who you represent look at yo dress in yo profile pic 😂 https://t.co/sgUZ4TT2qT,612597428,Hate speech
6,981,510,0,0,0,Wed Jun 06 01:29:32 +0000 2012,,"Lexington, KY",Makaley,9732,coon,black,MakaleyJohnson,Mon Sep 25 22:01:17 +0000 2017,"I said to my Chicagoan friend, ""it's a coon dog,"" just wish y'all could've see her face",600576970,Hate speech
0,2695,701,0,1,0,Tue Jun 26 01:01:00 +0000 2012,2315667835.0,Purgatory,Jenn,643532,coon,black,Iceberg21Slim5,Mon Sep 25 21:55:44 +0000 2017,@UrMyNewBitch No coon,618669456,Hate speech
0,1046,293,0,0,0,Sat Jun 22 04:05:20 +0000 2013,,s6. African America,Day,97027,coon,black,packingnoodles,Mon Sep 25 21:55:31 +0000 2017,🤷🏾‍♂️🤷🏾‍♂️ coon shit https://t.co/6ZcbQqPY9R,1537871466,Hate speech
1,506,740,0,1,0,Sun Jan 24 18:05:16 +0000 2010,261749735.0,USA,Allegheny Paranormal,11185,coon,black,Apritions,Mon Sep 25 21:54:41 +0000 2017,"@steph93065 Ya but if one of us is conservative they call us Uncle Tom, coon and every racist name in the book",108059265,Hate speech
1,35,100,0,1,0,Tue Sep 12 03:05:28 +0000 2017,3052918735.0,"Ohio, USA",Man role the clip,1083,coon,black,BLIKTHEMIXTAPE1,Mon Sep 25 21:53:52 +0000 2017,@STEEZO_2K No cuz eyem a dumb coon,907439993886572544,Hate speech
0,1729,1003,0,0,0,Thu May 31 23:06:04 +0000 2012,,North Carolina ,Ben Abbott,119134,coon,black,SwagGuy96,Mon Sep 25 21:52:21 +0000 2017,He’s a coon trying to fit in. https://t.co/HbP45vRA3t,595988829,Hate speech
0,41,249,0,1,0,Wed Aug 30 02:58:29 +0000 2017,2466899838.0,"North Carolina, USA",FreelanceGeek,1146,coon,black,FreelanceGeek1,Mon Sep 25 21:50:26 +0000 2017,@Blavity Fuck that coon Barkley https://t.co/DrcJ9BSxSE,902727191317839873,Hate speech
0,6789,2021,0,0,0,Fri Oct 16 06:43:07 +0000 2009,,ATL-LA ,Wont Sleep Until,167292,coon,black,JustCallMeVeto,Mon Sep 25 21:46:49 +0000 2017,Ray Lewis is a coon!,82817594,Hate speech
0,272,201,0,0,0,Thu Jun 19 00:11:09 +0000 2014,,"Danville, OH",Alicia Renee,8414,coon,black,alicia_trent21,Mon Sep 25 21:46:11 +0000 2017,"For you, I will mess around with a smelly old coon tail for like 20 minutes a day 🐶 https://t.co/0S21tlTIpi",2621481665,Hate speech
0,1844,1260,0,1,0,Thu Jul 09 18:02:40 +0000 2009,52529896.0,"Florida, USA",Kun'yawn Da' Dawn 🐐,12790,coon,black,Kunyawn,Mon Sep 25 21:45:29 +0000 2017,@ColinCowherd. Wilcock whatever his name is a coon man smh only reason i watch the show is because of you,55310044,Hate speech
0,1406,989,0,1,0,Thu Sep 30 15:37:13 +0000 2010,299849110.0,St. Louis Mo,Hoody Ky,201838,coon,black,KyTheBrute,Mon Sep 25 21:28:41 +0000 2017,@Ms_3K20 Tap dancing ass coon prolly got that tatted across his stomach like Pac’s Thug Life,197067411,Hate speech
0,42,68,0,0,0,Thu Jul 13 17:25:24 +0000 2017,8.855507428949238e+17,"California, USA",Chris b,1030,coon,black,Chrisba56351459,Mon Sep 25 21:27:57 +0000 2017,This coon don't get spence wants separation and don't like blacks we need Separation Reparations,885550742894923776,Hate speech
0,1561,696,0,4,0,Fri May 01 02:41:38 +0000 2009,3776034219.0,916,🌚,19440,coon,black,xKEEFUSRONALDOx,Mon Sep 25 21:25:36 +0000 2017,@TheGoatRJBx @ThotTosser @LilBackwoodsMo @zenonunicorn turn your caps lock off coon,36860395,Hate speech
0,214,346,0,0,0,Mon May 12 02:53:05 +0000 2014,,"Castro Valley, CA",Warren Young,5839,coon,black,Owy7640Young,Mon Sep 25 21:23:42 +0000 2017,Red pill black's mythical coon response https://t.co/OavgdOZOqD,2542294179,Hate speech
0,1043,796,0,0,0,Fri Mar 07 14:33:27 +0000 2014,,The bay bridge ,Hbk Commas,122186,coon,black,ClassicManAL,Mon Sep 25 21:19:23 +0000 2017,Americas next top coon https://t.co/Tg5DdP3qIA,2377207063,Hate speech
0,643,1207,0,1,0,Wed Aug 31 15:58:02 +0000 2016,17376893.0,"Detroit, MI",Denise Vaughn,8559,coon,black,repogirl54,Mon Sep 25 21:16:43 +0000 2017,@RightWingWatch Girl bye nobody care about your coon ass husband,771014188630175744,Hate speech
0,940,658,0,0,0,Tue Aug 14 19:53:21 +0000 2012,,New York,Mike Gilly Fan Accou,170086,coon,black,June__NYC,Mon Sep 25 21:15:58 +0000 2017,Fat coon milk dud https://t.co/UFj0D62g1Q,757777722,Hate speech
1,1043,796,0,0,1,Fri Mar 07 14:33:27 +0000 2014,,The bay bridge ,Hbk Commas,122186,coon,black,ClassicManAL,Mon Sep 25 21:15:10 +0000 2017,U cant wait to coon something up https://t.co/Tg5DdP3qIA,2377207063,Hate speech
1,419,1307,0,2,0,Sun May 27 03:05:04 +0000 2012,7.183178461834199e+17,"Norfolk,VA",Fakih Balboa,944,coon,black,datniggaFa,Mon Sep 25 21:13:33 +0000 2017,@brandonwlawson @tariqnasheed Shut yo coon ass up,591540522,Hate speech
2,1561,696,0,3,0,Fri May 01 02:41:38 +0000 2009,3776034219.0,916,🌚,19440,coon,black,xKEEFUSRONALDOx,Mon Sep 25 21:07:55 +0000 2017,"@TheGoatRJBx @zenonunicorn @ThotTosser stop trying to get in the mix rahim, this is also a no coon zone, we didn’t call you over here",36860395,Hate speech
0,254,237,0,2,0,Thu Dec 19 23:50:13 +0000 2013,892710103.0,Grandville ,Thaa JoKeRR,8943,coon,black,ThaaJoKeRR,Mon Sep 25 21:07:53 +0000 2017,"@Shooner @M1tchGud right a difference of opinion makes a me a coon, forget meh bad.",2254211983,Hate speech
0,227,374,0,0,0,Fri Dec 19 02:02:51 +0000 2014,,The Block,Kodoku☁️🌑,473,coon,black,KodokuXKloud,Mon Sep 25 21:07:21 +0000 2017,"probably can’t even speak about this stuff because I’ll be labeled as a homophobe, racist, coon, misogynist, xenophobe, and anything else",2935588147,Hate speech
0,1529,534,0,0,0,Sat Apr 23 03:54:56 +0000 2011,,"Flint, MI",Donta Gordon 🦍,63268,coon,black,aproindagame23,Mon Sep 25 21:07:12 +0000 2017,Ray Lewis a coon huh 😂,286501916,Hate speech
0,363,802,0,1,0,Sat May 15 01:20:31 +0000 2010,1975885310.0,"charlotte, North carolina",Richard Taylor,36806,coon,black,Famguy52,Mon Sep 25 21:06:49 +0000 2017,"@Cat_Chronicles According to some, coon newton",144001110,Hate speech
0,643,250,0,0,0,Wed Oct 07 17:23:01 +0000 2009,,"Miami, FL",Rich Homie Han,37635,coon,black,TheRulersBack_,Mon Sep 25 21:04:20 +0000 2017,Y'all ready to hear Jason Whitlock coon?,80629290,Hate speech
0,194,382,0,1,1,Tue Oct 15 15:16:24 +0000 2013,40891771.0,"Washington, DC",Nick Bush,3375,coon,black,NickBushDMV,Mon Sep 25 21:03:41 +0000 2017,@WhitlockJason is a coon,716241287,Hate speech
0,196,182,0,0,0,Mon Jan 10 05:25:15 +0000 2011,,Georgia,G Baby,10187,coon,black,DB_Alon,Mon Sep 25 21:02:14 +0000 2017,New York legion of coon undertakers https://t.co/QRCkXPgidn,236264073,Hate speech
1,116,178,0,2,0,Sat Feb 11 02:49:19 +0000 2017,2991447555.0,"Zwolle, La",Jami,366,coon,black,JamiKelley92,Mon Sep 25 20:57:04 +0000 2017,@LarouxLakinC @mariah_212121 Not to mention the hog I hit and the coon. 😭😭😂😂,830247312622395392,Hate speech
2,1136,1401,0,0,0,Tue Dec 31 20:01:11 +0000 2013,,"Hampton, VA",Godspeed,67952,coon,black,tonegodspeed,Mon Sep 25 20:55:45 +0000 2017,Block me coon. https://t.co/bJHUPwdP96,2254986280,Hate speech
0,3495,1787,0,2,0,Thu Aug 18 13:53:22 +0000 2011,282695161.0,"East, Atlanta",DJ D,26147,coon,black,__DJD,Mon Sep 25 20:55:24 +0000 2017,@WayneDupreeShow @NFL Shut yo Uncle Tom Rukus ass up. U still just a nigga to them n to us u a coon!,357514505,Hate speech
1,1014,841,0,0,1,Wed Jul 15 15:12:18 +0000 2015,,,Ippo makunnochi,15652,coon,black,zaytheblack,Mon Sep 25 20:46:17 +0000 2017,"Captain coon along with Jason Whitlock and ray Lewis, opporcoonist ass niggas https://t.co/rHbVU8mXwA",3377377341,Hate speech
0,1153,441,0,0,1,Tue Jul 28 16:18:54 +0000 2009,,CT,Water Technique,163675,coon,black,CerromeZONE,Mon Sep 25 20:44:49 +0000 2017,Nigga Tariq Nasheed called Damon Young from Ebony magazine a moist coon 😭😭😭😭😭😭😭,60946144,Hate speech
1,1010,754,0,0,2,Sun May 23 15:59:00 +0000 2010,,Amerikkka,BIG Gucci Clout 🍕🍌,63698,coon,black,Jayfilletokay,Mon Sep 25 20:39:37 +0000 2017,*coon Newton https://t.co/lSik04TpaS,147243328,Hate speech
5,537,267,0,0,0,Fri Jun 20 04:10:57 +0000 2014,,"Stamford,CT",Vlad,9810,coon,black,TheVladJoseph,Mon Sep 25 20:36:23 +0000 2017,"Dear my fellow black people,

If I don't agree with you on every subject, that doesn't mean I'm ""acting white"" or an ""uncle Tom"" or ""coon"".",2578015939,Hate speech
1,291,190,0,1,0,Thu Jul 07 05:56:28 +0000 2016,2884151240.0,"Baltimore, MD",#CJB✨,3323,coon,black,_xCBx4,Mon Sep 25 20:35:23 +0000 2017,@Finesser_Onda1 Yo a coon 😂 sound like he straight from Alabama,750931466557718528,Hate speech
0,1104,586,0,0,0,Fri May 25 06:54:13 +0000 2012,,Somewhere Down In Texas,Francisco™,39610,coon,black,_frankie10,Mon Sep 25 20:27:29 +0000 2017,Recorded myself killing a coon this morning lmao...,589844385,Hate speech
0,1707,960,0,0,0,Thu Sep 03 22:16:30 +0000 2009,,301,♔ALLANDRA♔,78114,coon,black,BellezaDeAltura,Mon Sep 25 20:26:09 +0000 2017,That coon cost us a mean L 🙄 https://t.co/bwsPsHZaLP,71375167,Hate speech
0,2287,794,0,0,0,Mon Oct 25 20:21:12 +0000 2010,,"Bay Area, CA",Marvin Shabazz,123330,coon,black,datboimarvgo,Mon Sep 25 20:24:21 +0000 2017,Right.. Like Ray Lewis coon ass https://t.co/bFiRXFIEzO,207673443,Hate speech
0,213,922,0,1,0,Wed Sep 24 19:59:55 +0000 2008,23103351.0,Bklyn. nyc,bobbybell,1908,coon,black,bobbybell,Mon Sep 25 20:23:55 +0000 2017,@karenhunter  yo Karen they don't know ace boon coon 😎take us back take us back,16440151,Hate speech
1,908,785,0,1,0,Sat Jun 15 23:49:32 +0000 2013,1631502590.0,,John Carson,4368,coon,black,johncarson_9,Mon Sep 25 20:17:48 +0000 2017,@vincemanzo20 Eat me u coon,1520730133,Hate speech
0,304,373,0,1,0,Tue Apr 10 02:38:52 +0000 2012,2871367661.0,Detroit ,#AllIEverKnew,6346,coon,black,Ressy_B,Mon Sep 25 20:17:31 +0000 2017,"@raylewis seen you kneeling on BOTH knees but jus said you would NEVER! Kneel, you a coon and the black community still don't fuk wit you",549746120,Hate speech
2,552,731,1,0,0,Mon Sep 19 20:45:46 +0000 2016,,"Salt Lake City, UT",Bark and Biscuits,328,coon,black,BarkandBiscuit,Mon Sep 25 20:15:08 +0000 2017,Spotted! A rare weenie-coon wandering through the woods 🐼 #dogsoftwitter https://t.co/vJtpXoKSdv,777971971288018944,Hate speech
0,758,849,0,2,0,Fri Jun 29 04:18:33 +0000 2007,8.966017069219471e+17,Canada,Randomnone 👸🏾,8992,coon,black,randomnone,Mon Sep 25 20:13:11 +0000 2017,@AdamsCorde @Left_Lowry They are saying he is a coon and an opportunist because he spoke down to Kaep and now he is… https://t.co/sX9QbNUIck,7144872,Hate speech
1,3,27,0,1,0,Sun Sep 24 02:06:21 +0000 2017,17030149.0,Michigan ,Lanisha_211♒️,68,coon,black,RealMsDracula,Mon Sep 25 20:08:54 +0000 2017,@qsteph Because he's a faux news coon,911773771446370304,Hate speech
0,210,198,0,0,0,Sun Oct 24 05:21:54 +0000 2010,,"East Oakland, CA",U bum,16374,coon,black,slimeballbitch,Mon Sep 25 20:01:13 +0000 2017,Kyrie really look and sound like a coon . But I know he gone put up NUMBERS this year,206967651,Hate speech
0,425,843,0,2,0,Sat Feb 22 07:20:09 +0000 2014,2715103010.0,"Natick, MA",Thea,13560,coon,black,trb2997,Mon Sep 25 19:57:27 +0000 2017,"@BEAYAHUS @ajamubaraka Are you a troll with a fake profile picture, or are you really a coon in the Sunken Place https://t.co/jPjvcvuSbU",2358080885,Hate speech
0,2341,1882,0,5,0,Mon Jul 04 06:15:40 +0000 2011,2393323908.0,"Dallas, TX",BlaQ Tony,94109,coon,black,Still_Authentic,Mon Sep 25 19:56:33 +0000 2017,@thecjpearson @realDonaldTrump @Kaepernick7 @StephenCurry30 But I’m the coon @JUSTCHAQ3,328887781,Hate speech
