Unnamed: 0,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
2116,2.0,149.0,332.0,0.0,1.0,0.0,Sat Jan 05 18:11:25 +0000 2013,72931184.0,"Kentucky, USA",Alt Crispy Colonel,972.0,sandnigger,muslim,fleastinkman2,Tue Sep 26 05:32:15 +0000 2017,@DrDavidDuke Fuck that piss smelling filthy sandnigger,1063631456.0,Hate speech,-0.7351,,,
2118,2.0,1110.0,118.0,0.0,2.0,0.0,Fri Sep 02 13:12:33 +0000 2016,2387222215.0,Romania,Silas,295.0,sandnigger,muslim,silasxoxo,Mon Sep 25 06:55:46 +0000 2017,@Nyassuo @BoostedSupport sandnigger spaghetti cancerjew,7.716973198006723e+17,Hate speech,0.0,,,
2119,2.0,61.0,126.0,2.0,0.0,0.0,Thu Mar 13 15:18:44 +0000 2014,,Poland,Nyasuo,291.0,sandnigger,muslim,Nyassuo,Sun Sep 24 21:13:58 +0000 2017,Tfw sandnigger spaghetti cancerjews make memes with your yasuo like bitch are u managing a LAD Bible? #famous #fierce,2387222215.0,Hate speech,-0.3182,,,
2120,0.0,5.0,25.0,0.0,0.0,0.0,Thu Oct 31 20:18:09 +0000 2013,,"California, USA",Robert D Marshall,152.0,sandnigger,muslim,RobertDMarshal1,Fri Sep 22 22:27:27 +0000 2017,"""Loud"" sandnigger in WWE, in an normal world, would have been found distasteful befor it was ""Loud"". Think .",2167187664.0,Hate speech,0.0,,,
2121,0.0,52.0,133.0,0.0,4.0,0.0,Mon Sep 30 14:49:50 +0000 2013,1646828712.0,Denmark,Wasteman,310.0,sandnigger,muslim,VDzeladini,Fri Sep 22 19:53:03 +0000 2017,"@Hassaballa92 @fraudiesta1 @socraticjuan @AntiFutboI Shut the Fuck up u fucking sandnigger, go enjoy ur 6 yr old wife",1920286692.0,Hate speech,-0.0094,,,
2122,28.0,3446.0,510.0,0.0,0.0,1.0,Tue Jun 17 00:02:22 +0000 2014,,Canada,TXNM (WILLY WILSON),12430.0,sandnigger,muslim,TXNM5,Fri Sep 22 16:10:14 +0000 2017,Honestly sucks im arab sandnigger. Like i cant be white privilege but i also cant say nigga and give fistbumps :(,2615654153.0,Hate speech,-0.5275,,,
2123,0.0,5.0,25.0,0.0,0.0,0.0,Thu Oct 31 20:18:09 +0000 2013,,"California, USA",Robert D Marshall,152.0,sandnigger,muslim,RobertDMarshal1,Wed Sep 20 22:27:03 +0000 2017,"Your sandnigger ailien loonytoon non-sense crap is still not the right answer , THINK!  I reiterate this is this !",2167187664.0,Hate speech,-0.4912,,,
2124,0.0,1203.0,631.0,0.0,1.0,0.0,Sat Aug 30 13:29:44 +0000 2014,4386435819.0,Suomi,Pyry ??,2959.0,towelhead,muslim,TheFinnishEagle,Mon Sep 25 14:25:38 +0000 2017,@Zgladzenie Who is the towelhead?,2780538444.0,Hate speech,0.0,,,
2125,1.0,118.0,457.0,0.0,1.0,0.0,Tue Dec 27 06:08:50 +0000 2016,388983706.0,Suomi,Peppone?,1104.0,towelhead,muslim,kommendantti,Mon Sep 25 09:48:11 +0000 2017,@JulianAssange whos the towelhead?,8.136276830201405e+17,Hate speech,0.0,,,
2126,0.0,23.0,15.0,0.0,3.0,0.0,Fri Jun 15 18:06:21 +0000 2012,52354508.0,"Dalton, Ga.",Wallace Jenkins,236.0,towelhead,muslim,WallyRayJ,Sat Sep 23 21:27:22 +0000 2017,@AliCologne @realDonaldTrump @FLOTUS What are you a towelhead...,609310502.0,Hate speech,0.0,,,
2130,0.0,48.0,734.0,0.0,0.0,0.0,Wed Jan 11 00:22:42 +0000 2012,,"Chicago, IL",Nick,85.0,towelhead,muslim,MakingmovesNick,Fri Sep 22 04:12:30 +0000 2017,#bestrapperalive#towelhead https://t.co/QOjerBzMD7,460659127.0,Hate speech,0.0,,,
2132,0.0,88.0,268.0,0.0,2.0,0.0,Mon Dec 26 18:17:45 +0000 2011,4717892303.0,Philly,Brutally Honest Phil,4279.0,towelhead,muslim,PhillyHonest,Thu Sep 21 14:33:05 +0000 2017,@V_of_Europe @prowhitesunite Run those savage towelhead fucks over with a few big rigs,447280935.0,Hate speech,-0.7269,,,
2133,0.0,1196.0,220.0,1.0,0.0,0.0,Tue Nov 30 06:31:54 +0000 2010,,Australia,Merania.,50851.0,towelhead,muslim,MeraniaStanley,Thu Sep 21 05:38:21 +0000 2017,freckles be semi-poppin' #towelhead ??? https://t.co/UWTWlQDfSj https://t.co/2yImJqo7ht,221278409.0,Hate speech,0.0,,,
2137,0.0,135.0,286.0,0.0,1.0,0.0,Mon Oct 05 20:36:31 +0000 2015,43989162.0,"Chino Hills, CA",Toxic,4264.0,towelhead,muslim,DrippToxic,Wed Sep 20 07:11:09 +0000 2017,@Ronnie2K why do u keep making shitty fucking games bro Jesus fix your game mechanics for fuck sake u towelhead head fuck,3795819494.0,Hate speech,-0.8909999999999999,,,
2138,0.0,244.0,66.0,0.0,1.0,0.0,Fri Aug 04 04:31:37 +0000 2017,8.442550352698245e+17,"Alabama, USA",America Man,8612.0,towelhead,muslim,americaman8v3,Tue Sep 19 00:37:36 +0000 2017,@AnimeHatefacts I think it's actually a towelhead and not a jew this time. https://t.co/qStQ0h2ESP,8.933285450738156e+17,Hate speech,0.0,,,
2139,0.0,68.0,218.0,0.0,2.0,0.0,Fri May 01 13:17:20 +0000 2015,2683958487.0,USA ,BostonSportsMan,1068.0,towelhead,muslim,DoyurjobSOXTB12,Sun Sep 17 16:21:53 +0000 2017,@YouCanTitter @katgrneyes another terrorist towelhead,3226275190.0,Hate speech,-0.6908,,,
2140,6.0,4024.0,5001.0,0.0,0.0,3.0,Tue Jun 28 00:33:55 +0000 2016,,"Metairie, LA",Tish,54179.0,raghead,muslim,glenitsmetrish,Tue Sep 26 16:47:46 +0000 2017,What's your point raghead? Damn right it is https://t.co/bBipZMPORE,7.475888036704584e+17,Hate speech,-0.4019,,,
2141,0.0,487.0,486.0,0.0,1.0,0.0,Tue Dec 06 11:26:02 +0000 2016,237403203.0,"Morristown, TN",Jimmy J. Mack,5637.0,raghead,muslim,JimmyJMack,Tue Sep 26 16:28:45 +0000 2017,@AllenWest Who is this raghead?,8.060973604388823e+17,Hate speech,0.0,,,
2144,0.0,14.0,19.0,0.0,1.0,0.0,Sat Jan 02 20:52:23 +0000 2016,1367531.0,United States,Bill Sonnier,1108.0,raghead,muslim,wcp69597,Mon Sep 25 12:57:51 +0000 2017,@FoxNews Fucking raghead,4698410358.0,Hate speech,0.0,,,
2145,3.0,1011.0,216.0,0.0,2.0,1.0,Thu Jul 14 20:43:07 +0000 2016,1674315427.0,  Virginia USA,Roberta Anderson,36682.0,raghead,muslim,Roberta4Trump,Mon Sep 25 09:26:13 +0000 2017,@bbusa617 @WittSheryl Then he turned the woman over &amp; shot her in the face. Hang the raghead???,7.536913181408092e+17,Hate speech,0.0,,,
2147,1.0,1953.0,1603.0,0.0,2.0,0.0,Sun Jan 08 21:05:12 +0000 2012,27837503.0,"Raymond, MS",Brian,1468.0,raghead,muslim,Bad1960,Mon Sep 25 04:38:22 +0000 2017,@greekkid31 @TrumpThatHate Linda sarsour are you lining up to go to N Korea buh bye you American hating raghead ?,458693076.0,Hate speech,-0.5106,,,
2148,0.0,1474.0,966.0,0.0,0.0,0.0,Tue Jan 19 20:44:15 +0000 2016,,"Alabama, USA",Donna Marie ??,14441.0,raghead,muslim,DonnaMWaldrop,Sun Sep 24 19:23:33 +0000 2017,Bet my chihuahuas Dick is bigger than yours raghead! ???? I got your brain right here ? https://t.co/mj7yHHzQmv,4827632170.0,Hate speech,-0.5562,,,
2149,0.0,250.0,622.0,0.0,2.0,0.0,Wed Jun 08 15:07:26 +0000 2016,51263592.0,United States,daqwan,5517.0,raghead,muslim,motuckyblues,Sun Sep 24 13:53:06 +0000 2017,"@AdamSchefter @ShaunKing Why do we allow terrorists to own NFL teams, drumpf deport his ass back to raghead land",7.405608757870182e+17,Hate speech,-0.7717,,,
2150,0.0,93.0,241.0,0.0,1.0,0.0,Wed Aug 13 07:55:23 +0000 2008,51661036.0,"Wilton Manors, FL",Bob,3722.0,raghead,muslim,truckerbob3007,Sat Sep 23 20:58:38 +0000 2017,@lookner Part and parcel of living in a big city...sadiq khan raghead mayor of london ??,15834269.0,Hate speech,0.0,,,
2151,0.0,1641.0,2911.0,0.0,1.0,0.0,Fri Aug 14 22:43:32 +0000 2015,337284868.0,"Santa Fe, NM",Jason K. Watkins,3162.0,raghead,muslim,JPantsDotCom,Sat Sep 23 18:44:53 +0000 2017,"@SubBeck When I asked my red-state redneck relatives about him, they say ""who, the raghead lookin one?"" Can't help… https://t.co/bOqSBklPDV",3315370950.0,Hate speech,0.0,,,
2152,3.0,233.0,150.0,0.0,3.0,0.0,Fri Jul 14 21:42:16 +0000 2017,9.098226321320591e+17,"Montréal, Québec",Bad Goy,1512.0,raghead,muslim,TheRealShoah,Fri Sep 22 21:43:11 +0000 2017,@FleurRo90375822 @ZyklonParty @Nature_and_Race I saw this video where some raghead lures a cat close with some meat… https://t.co/g7y9B21JvB,8.85977773273215e+17,Hate speech,0.0,,,
2153,0.0,88.0,268.0,0.0,1.0,0.0,Mon Dec 26 18:17:45 +0000 2011,,Philly,Brutally Honest Phil,4279.0,raghead,muslim,PhillyHonest,Fri Sep 22 17:57:41 +0000 2017,Someone tell this Muslim raghead retard that not all women are as dumb as @chelseahandler https://t.co/lXRfy291PV,447280935.0,Hate speech,-0.7717,,,
2154,0.0,6.0,79.0,0.0,1.0,0.0,Fri Mar 31 18:16:53 +0000 2017,9300262.0,"Rushville, IN",Rodney Stanley,94.0,raghead,muslim,RodneyStanley10,Fri Sep 22 13:58:27 +0000 2017,@politico You suck zuckerburg. I'm beginning to think that your muslim. A stinky muslim raghead.,8.478753593915679e+17,Hate speech,-0.6597,,,
2156,0.0,473.0,751.0,0.0,2.0,0.0,Thu Aug 02 03:30:08 +0000 2012,248157772.0,United States,Billy Philley,1986.0,raghead,muslim,billy_philley,Fri Sep 22 10:51:56 +0000 2017,@Amir_Hali @realDonaldTrump Shut up raghead.,732057710.0,Hate speech,0.0,,,
2158,2.0,1013.0,1003.0,0.0,2.0,1.0,Tue May 13 10:17:45 +0000 2014,8.763856735357829e+17,Southeast Texas,bobcat,53750.0,raghead,muslim,TBobcat9,Fri Sep 22 00:24:05 +0000 2017,"@Lightmanifest18 @R4Randall1 Your English needs some work, raghead.",2492759569.0,Hate speech,0.0,,,
2162,0.0,116.0,148.0,0.0,1.0,0.0,Sat May 21 20:53:37 +0000 2016,78523300.0,"Hutchinson Island South, FL",Kenner Day,1798.0,raghead,muslim,DayKenner,Wed Sep 20 23:54:34 +0000 2017,"@RealJamesWoods Risking being ignorant and absurd, Iranian President is a stupid, evil raghead muzzie goat humper,… https://t.co/32nd5Jva9k",7.341250118506701e+17,Hate speech,-0.9042,,,
2163,9.0,31346.0,15203.0,2.0,0.0,3.0,Tue Nov 16 22:07:03 +0000 2010,,USA,Dar & POTUS TRUMP,172673.0,raghead,muslim,DarLovesAmerica,Wed Sep 20 22:31:41 +0000 2017,"This raghead in Iran didn't like our President's speech. #BorrowedTime #Goats ""Let no weapon formed prosper"" Make A… https://t.co/TgGanNhEdO",216498790.0,Hate speech,-0.6715,,,
2164,0.0,176.0,242.0,0.0,1.0,0.0,Fri Mar 27 22:46:41 +0000 2015,275276082.0,America,frank kush,2392.0,raghead,muslim,oneforoblivion,Wed Sep 20 20:09:15 +0000 2017,@Thomas1774Paine Oh yeah we're real scared raghead.,3111746156.0,Hate speech,-0.1779,,,
2165,3.0,270.0,335.0,0.0,0.0,2.0,Fri Jul 09 19:34:13 +0000 2010,,Pittsburgh Pa,Desperado,2158.0,raghead,muslim,kruise_man,Wed Sep 20 19:07:59 +0000 2017,no one is listening raghead https://t.co/BqqYZGt6P6,164792334.0,Hate speech,-0.29600000000000004,,,
2168,0.0,154.0,659.0,0.0,0.0,0.0,Fri Nov 06 03:56:07 +0000 2009,,ct,Blackwood2009,8136.0,raghead,muslim,blackwood2009,Wed Sep 20 03:51:55 +0000 2017,Why what's the raghead gunna do? https://t.co/X5xeNYthha,87862287.0,Hate speech,0.0,,,
2169,0.0,1178.0,1860.0,1.0,2.0,0.0,Thu Jun 02 22:58:59 +0000 2011,591505507.0,"Florida, USA",Larry Barnard,7926.0,raghead,muslim,Jedi057,Tue Sep 19 22:28:54 +0000 2017,"@michaelbeatty3 @JohnTDolan Warn us you Fucktard raghead..,.GFY....#WakeUpAmerica",309943119.0,Hate speech,-0.6705,,,
2170,3.0,137.0,179.0,0.0,4.0,1.0,Wed Jul 01 16:40:46 +0000 2009,196990787.0,"Winter Haven, Florida",Grant C McDonald,4051.0,raghead,muslim,BoccaStiffy,Tue Sep 19 22:00:44 +0000 2017,@DannyLenihan @newtgingrich @PressSec @realDonaldTrump How's you London raghead Mayor doing..Brits are in deep shit… https://t.co/JOjj9b1I03,52775929.0,Hate speech,0.0,,,
2171,0.0,270.0,335.0,0.0,0.0,0.0,Fri Jul 09 19:34:13 +0000 2010,,Pittsburgh Pa,Desperado,2158.0,raghead,muslim,kruise_man,Tue Sep 19 18:28:50 +0000 2017,fuck you raghead https://t.co/6peOpVEXGZ,164792334.0,Hate speech,-0.5423,,,
2172,0.0,92.0,239.0,0.0,2.0,0.0,Wed Aug 29 04:06:00 +0000 2012,7.07854190056321e+17,Oregon,Country Simple,2480.0,raghead,muslim,CountrySympl,Tue Sep 19 16:26:59 +0000 2017,@vinu9567 @CNN shut up raghead!,788490026.0,Hate speech,0.0,,,
2173,0.0,9316.0,10061.0,0.0,0.0,0.0,Mon May 03 13:32:23 +0000 2010,,"California, USA",Covfefe Cyote6,108916.0,raghead,muslim,cyote6,Tue Sep 19 15:24:43 +0000 2017,"""Dang right We're right &amp; we'll teach them Libtard &amp;raghead terrorists a lesson in civility""
BC Chihuawer ?TPPatrio… https://t.co/Pc9i16WDa5",139719874.0,Hate speech,-0.6249,,,
2174,0.0,220.0,190.0,0.0,1.0,0.0,Mon Jul 10 20:27:39 +0000 2017,8.633614395658445e+17,"Ontario, Canada",Musashi's Apprentice,2372.0,raghead,muslim,Bantu_Rhino,Tue Sep 19 14:36:06 +0000 2017,"@mexieYT There's also the typical ignorant pricks. ""Why the fuck do I gotta pay more cuz sum raghead is having accidents?!""",8.845094426409247e+17,Hate speech,-0.8016,,,
2175,2.0,1174.0,1401.0,0.0,0.0,0.0,Thu Dec 08 20:30:21 +0000 2016,,"Mississippi, USA",GlennFolse,13615.0,raghead,muslim,GlennFolse1,Tue Sep 19 13:38:16 +0000 2017,"Just saw the raghead crowd, pouring through the UN globalism machine door to listen to my man POTUS. Would be shot on sight on my land!",8.069591197478461e+17,Hate speech,0.0,,,
2176,0.0,262.0,459.0,0.0,2.0,0.0,Sat Dec 10 22:46:54 +0000 2016,15650882.0,"Texas, USA",Paul Davis,2204.0,raghead,muslim,fantomfan56,Tue Sep 19 13:22:04 +0000 2017,@creepingsharia @GoldingEva Hey raghead...??????????????????????????????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!… https://t.co/h6QzH8IYbO,8.077182576963133e+17,Hate speech,0.0,,,
2177,2.0,1411.0,1791.0,0.0,0.0,1.0,Tue Dec 13 18:46:53 +0000 2011,,Australia,Charles Z. Juliet,31593.0,raghead,muslim,charleszjuliet,Tue Sep 19 11:30:21 +0000 2017,Don't you just love Hendo's assessment of the raghead... https://t.co/ECzM2r7pNA,436053303.0,Hate speech,-0.5216,,,
2178,0.0,120.0,67.0,0.0,1.0,0.0,Fri Jul 12 18:08:13 +0000 2013,34927577.0,United States,Lance Savage,22191.0,raghead,muslim,Acguiredtaste,Tue Sep 19 05:10:23 +0000 2017,@cnsnews FU raghead!  We should have gone in when you a-holes took our people hostage but for Democrat failure Jimmy Carter.,1589077634.0,Hate speech,-0.8384,,,
2181,0.0,15814.0,6125.0,0.0,2.0,0.0,Thu Jan 28 17:34:46 +0000 2016,7.447964853807718e+17,USA,US Army Veteran??,37560.0,raghead,muslim,US_Army_Vet,Mon Sep 18 06:14:28 +0000 2017,@simonquer @soujourn You don't seem pro Muslim in your bio…what do you suggest to kick these fucking raghead asshol… https://t.co/WJiDq78LCc,4826510725.0,Hate speech,0.0,,,
2183,1.0,2146.0,2184.0,0.0,2.0,0.0,Fri Sep 16 21:09:14 +0000 2016,52141764.0,alaska,Deplorable me!,35498.0,raghead,muslim,sneezerweez,Mon Sep 18 02:51:28 +0000 2017,@winegirl73 @GartrellLinda I see your black eye raghead!!!!,7.768907128811479e+17,Hate speech,0.0,,,
2185,1.0,38.0,47.0,0.0,1.0,0.0,Sun Sep 04 20:45:51 +0000 2016,27801361.0,"Eustis, FL",RobertGoudin,746.0,raghead,muslim,LordGoudin,Sun Sep 17 23:43:24 +0000 2017,@marcuslemonis Lebanese muslim ISIS leader. Deport and bankrupt marcus the raghead,7.725361719058104e+17,Hate speech,-0.5574,,,
2687,0.0,3084.0,674.0,0.0,0.0,0.0,Thu May 05 18:33:09 +0000 2011,293647754.0,"San Antonio, TX",DINGO JOHNSON,91573.0,coon,black,THEDINGOJOHNSON,Mon Sep 25 15:45:56 +0000 2017,I'm really thinking about smoking and making this drive smh I am a coon,293647754.0,Hate speech,-0.3182,,,
2689,0.0,137.0,179.0,0.0,1.0,0.0,Wed Jul 01 16:40:46 +0000 2009,35039490.0,"Winter Haven, Florida",Grant C McDonald,4052.0,coon,black,BoccaStiffy,Mon Sep 25 15:44:10 +0000 2017,@MarkDice He was a dune coon from Sudan..Not black..,52775929.0,Hate speech,0.0,,,
2690,1.0,6660.0,6990.0,0.0,4.0,0.0,Tue Nov 29 17:56:55 +0000 2011,111690672.0,United States,"Mahogany, MBA",112630.0,coon,black,Mahogany1992,Mon Sep 25 15:43:16 +0000 2017,@AuntLulie @Alllwftopic @CeciliaLisa3033 @Backstorymom1 He was also on point....they tore his coon azz up in that interview...,424370015.0,Hate speech,0.0,,,
2692,0.0,720.0,916.0,0.0,0.0,0.0,Thu Aug 06 22:41:44 +0000 2009,,"Oklahoma City, OK",Tay Fuego?,42350.0,coon,black,TaylorLatre,Mon Sep 25 15:37:38 +0000 2017,Not gone lie. I expected MJ to say some coon shit. https://t.co/u1OpaUGcxF,63562506.0,Hate speech,-0.5574,,,
2693,5.0,1948.0,1397.0,0.0,0.0,2.0,Fri Aug 07 05:35:42 +0000 2009,,,Rap Game Fred Chopin,214951.0,coon,black,_qualeman91,Mon Sep 25 15:35:43 +0000 2017,Michael Jordan the biggest sports coon,63649416.0,Hate speech,0.0,,,
2695,0.0,381.0,322.0,0.0,0.0,0.0,Fri Nov 28 03:43:50 +0000 2008,,"Detroit, MI",FLB Photography,54250.0,coon,black,Conscious1962,Mon Sep 25 15:29:09 +0000 2017,"Ive been called a sell out coon and stupid by ""the woke"" because i joined the Army.

Yeah i was really stupid... https://t.co/moySm17nKC",17698029.0,Hate speech,-0.29600000000000004,,,
2696,0.0,249.0,255.0,0.0,1.0,0.0,Fri Apr 03 01:18:09 +0000 2009,23103351.0,"Detroit, MI",Professional Asshole,7497.0,coon,black,313ways2succeed,Mon Sep 25 15:27:25 +0000 2017,@karenhunter Opur-coon-ist,28468471.0,Hate speech,0.0,,,
2697,0.0,449.0,1543.0,0.0,0.0,0.0,Fri Dec 04 08:46:41 +0000 2009,,Louisiana,Ria'lance C. Leday,19730.0,coon,black,SaintANDSinner,Mon Sep 25 15:23:36 +0000 2017,Shut up coon https://t.co/MKIcvpGc8P,94519746.0,Hate speech,0.0,,,
2698,0.0,489.0,246.0,0.0,1.0,0.0,Mon Jan 04 21:04:43 +0000 2010,477176667.0,Woodland Hills,No1??,14429.0,coon,black,thelastNoOne,Mon Sep 25 15:20:48 +0000 2017,@ENIMALwins He got his ass beat &amp; roasted on by all the niggas at school growing up? can't stand a coon nigga,101862954.0,Hate speech,-0.6369,,,
2700,0.0,886.0,655.0,0.0,0.0,0.0,Tue Dec 21 00:24:52 +0000 2010,,New Orleans ??,Free Tootie ?,153998.0,coon,black,PIRATES_SMOKE_,Mon Sep 25 15:14:37 +0000 2017,You knew that was coming coon jones not letting that happening smh https://t.co/etS8IyvqyU,228900535.0,Hate speech,-0.3182,,,
2703,3.0,583.0,346.0,0.0,0.0,0.0,Sun Dec 11 22:30:35 +0000 2011,434476992.0,NJ,maya,49737.0,coon,black,mayapology,Mon Sep 25 15:04:56 +0000 2017,Auston is white passing and even though they shed so much light on his heritage during the draft that nigga a whole coon,434476992.0,Hate speech,0.0,,,
2705,0.0,1454.0,1176.0,0.0,0.0,0.0,Thu Aug 20 16:21:33 +0000 2009,,Finest Dog in Southern Cal,Father Hakeem ???,144419.0,coon,black,HakeemDaBeast,Mon Sep 25 15:03:27 +0000 2017,Anybody notice that coon Jason Whitlock not tweeting one thing about the protests,67350705.0,Hate speech,-0.2263,,,
2706,0.0,362.0,272.0,0.0,0.0,0.0,Thu Jun 02 19:38:51 +0000 2011,,"Maryland, USA",LEAN ?,27230.0,coon,black,purplethraxxx_,Mon Sep 25 15:01:44 +0000 2017,Stepfather bitch ass talking about Hispanic people dont like black people but took his coon ass to vote for trump.,309849970.0,Hate speech,-0.8737,,,
2707,0.0,717.0,445.0,0.0,0.0,0.0,Mon Feb 08 01:28:47 +0000 2010,,BTP,COPEBOYBTP ?,21730.0,coon,black,og_cope,Mon Sep 25 15:01:39 +0000 2017,Y’all already knew that he’s coon ? no ring having ass Nigga? https://t.co/h1cHRRaWei,112311932.0,Hate speech,-0.6908,,,
2708,1.0,1709.0,2962.0,0.0,0.0,2.0,Wed Nov 04 01:50:50 +0000 2009,,pittsburgh,youfunnyafbreebree,24956.0,coon,black,LordTrilliam,Mon Sep 25 14:56:05 +0000 2017,Tomlin and Kaep are in the same fraternity so in my opinion Mike Tomlin is a coon that puts fear of “controversy” over brotherhood.,87337590.0,Hate speech,-0.4939,,,
2718,0.0,355.0,1306.0,0.0,2.0,0.0,Fri Jun 23 18:51:17 +0000 2017,1917731.0,"Atlanta, GA",Ade Udo ??,8657.0,coon,black,itri_nuru,Mon Sep 25 14:27:31 +0000 2017,@thehill @rolandsmartin The bandwagon coon strikes again.,8.783246003119186e+17,Hate speech,-0.3612,,,
2720,0.0,343.0,918.0,0.0,2.0,0.0,Thu Jan 29 00:04:51 +0000 2009,29417304.0,Seattle,Essence Mercer,8051.0,coon,black,Essence_Marie,Mon Sep 25 14:26:25 +0000 2017,@deray @raylewis His coon ass can't even kneel correctly,19685518.0,Hate speech,-0.5423,,,
2722,0.0,1194.0,1016.0,0.0,1.0,0.0,Wed Nov 24 01:00:19 +0000 2010,,Dallas,LewAlcindor,14931.0,coon,black,300dollajeans,Mon Sep 25 14:20:53 +0000 2017,When a racist coon shine on another racist coon ???? y'all clowns welcome to the circus UNIVERSOUL the black one tho @realDonaldTrump ?,219135463.0,Hate speech,-0.7184,,,
2723,0.0,30.0,251.0,0.0,1.0,0.0,Sun Nov 13 07:03:27 +0000 2016,118845216.0,"California, USA",Sean King,562.0,coon,black,Kinghenry0,Mon Sep 25 14:12:49 +0000 2017,@SheriffClarke This idiotic coon definitely need some treatment. Old fool,7.97696359902036e+17,Hate speech,-0.5859,,,
2724,1.0,1013.0,293.0,0.0,1.0,0.0,Sun Dec 06 23:23:42 +0000 2015,25792729.0,"San Francisco, CA",-,12310.0,coon,black,ElMejor10i,Mon Sep 25 14:06:40 +0000 2017,@francmcfc you gonna take this blasphemy back coon,4398872314.0,Hate speech,0.0,,,
2727,0.0,87.0,443.0,0.0,1.0,0.0,Mon Apr 11 22:28:37 +0000 2011,63291287.0,"Los Angeles, California",Jay Rothschild,2292.0,coon,black,jabali21,Mon Sep 25 13:50:03 +0000 2017,@REALStaceyDash is biggest coon ever,280720163.0,Hate speech,0.0,,,
2731,0.0,258.0,267.0,0.0,0.0,0.0,Tue Mar 25 20:20:03 +0000 2014,,"Los Angeles, CA",ALL HAIL chief,16532.0,coon,black,badthoughtsnow,Mon Sep 25 13:41:33 +0000 2017,The coon league boycotts yesterday is proof that people only fuck with us when they're being targeted.,2411491802.0,Hate speech,-0.7096,,,
2737,0.0,1786.0,1095.0,0.0,0.0,1.0,Mon Apr 20 20:54:01 +0000 2009,,"Los Angeles, CA",Call Me Medusa,65195.0,coon,black,MssWashington,Mon Sep 25 12:55:15 +0000 2017,Bruh your a 2017 coon if I ever seen one ? https://t.co/VLsKyGCuWj,33659072.0,Hate speech,0.0,,,
2741,1.0,4747.0,4081.0,0.0,0.0,0.0,Mon Aug 18 07:46:26 +0000 2008,,"New York, NY",JDidda,77186.0,coon,black,JDidda,Mon Sep 25 12:39:21 +0000 2017,Ray Lewis is more than a coon he is also an opportunist.. Until dude publicly apologies to Colin his gestures are hollow,15889681.0,Hate speech,0.0,,,
2745,0.0,422.0,587.0,1.0,0.0,0.0,Tue Dec 28 15:27:43 +0000 2010,,Universal,Troy M?lik? XIII,16086.0,coon,black,CMackMost,Mon Sep 25 12:08:52 +0000 2017,#reylewis coon of coonery https://t.co/hYVtgdxlQ4,231453290.0,Hate speech,0.0,,,
2749,1.0,2673.0,533.0,0.0,0.0,0.0,Fri Aug 05 16:24:33 +0000 2011,,BROWARD,dominique ????,164210.0,coon,black,slayinique,Mon Sep 25 11:51:32 +0000 2017,coon ??? https://t.co/ZWacAAkIGM,349137754.0,Hate speech,0.0,,,
2754,0.0,201.0,241.0,0.0,0.0,0.0,Tue Dec 30 20:16:10 +0000 2014,,"Detroit, MI",Coco,9639.0,coon,black,Joveeeeeeeeee,Mon Sep 25 11:36:09 +0000 2017,"This guy is a coon, bro.",2951822704.0,Hate speech,0.0,,,
2757,0.0,632.0,511.0,0.0,2.0,0.0,Tue Jan 19 00:29:39 +0000 2010,,"North Carolina, USA",neon guts,33229.0,coon,black,RELL_757_ALLEN,Mon Sep 25 11:29:23 +0000 2017,"I just got to say first and foremost this morning that @raylewis is a coon, and the whole @Ravens org is disgusting",106258712.0,Hate speech,-0.5267,,,
2758,1.0,3321.0,1893.0,0.0,0.0,0.0,Mon May 04 03:19:12 +0000 2009,,ATL ?? gainesville,Man Eater ?,207443.0,coon,black,lildeja_,Mon Sep 25 11:22:12 +0000 2017,"And all that ""millions of dollars"" bullshit as an excuse to be a coon https://t.co/trYOKMqewX",37582460.0,Hate speech,-0.5423,,,
2761,0.0,552.0,478.0,0.0,0.0,0.0,Sat Aug 01 00:12:53 +0000 2009,,"Miami, FL",Young Lightskin Male,8663.0,coon,black,pray4lloyd,Mon Sep 25 10:54:50 +0000 2017,There's a lot of competition for most coon out rn but David Webb has been wayyyy up there for a while,61912052.0,Hate speech,0.0,,,
2767,0.0,1709.0,2962.0,0.0,0.0,0.0,Wed Nov 04 01:50:50 +0000 2009,,pittsburgh,youfunnyafbreebree,24956.0,coon,black,LordTrilliam,Mon Sep 25 10:40:45 +0000 2017,This dude on my TL mad at black people so he talking shit. He the worst type of nigga. A coon,87337590.0,Hate speech,-0.9035,,,
2768,0.0,324.0,702.0,0.0,0.0,0.0,Fri Dec 16 21:57:04 +0000 2011,,"Tampa,Fl",E.Babes,1617.0,coon,black,ebabesmusiq,Mon Sep 25 10:32:34 +0000 2017,Hol'up? wait..Did I see Ray Lewis's coon ass kneelin with the Ravens?? The same coon ass Ray Lewis that hated on... https://t.co/NVNuGJw57k,438680046.0,Hate speech,-0.9111,,,
