Unnamed: 0,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score
1637,2.0,1009.0,189.0,0.0,0.0,0.0,Tue Oct 20 08:11:47 +0000 2009,,"Brooklyn, NY",Miss Kenzo,35646.0,i hate all black,black,kenzohoe,Fri Sep 15 22:57:15 +0000 2017,"whenever non-black folks wanna hate on Beyonce for being so famous i'm always like, ""Why are y'all so PRESSED a black woman is thriving?? 🤔",83797385.0,Neither,-0.5302
1645,0.0,1744.0,2011.0,0.0,1.0,0.0,Thu Nov 19 05:18:25 +0000 2009,8.995428387440558e+17,Slaneesh's naval,ToxicProblematicBen,168558.0,i hate all black,black,nightsavior,Fri Sep 15 18:54:08 +0000 2017,"@exiledcountess Lotsa ppl I know have awesome ideas...which makes me hate how we've all been ""black listed"" &amp; the l… https://t.co/sH7oJKAKDy",91042156.0,Neither,-0.5106
1647,0.0,622.0,1298.0,0.0,1.0,0.0,Sun Nov 13 23:56:03 +0000 2016,192912544.0,"Princeton, IL",Roger Paul Laing II,7077.0,i hate all black,black,raralaing,Fri Sep 15 18:04:27 +0000 2017,"@ALboardgamer And I didnt ever directly say all cops hate black people, I always use words like ""seem"" or ""hypothetically""",7.979511885535805e+17,Neither,-0.5423
1649,0.0,1345.0,1068.0,0.0,0.0,0.0,Sun Jul 24 03:29:23 +0000 2011,,"Believeland, OH",Black Trunks ♉,40146.0,i hate all black,black,LameGuyTy,Fri Sep 15 17:31:31 +0000 2017,"It's pretty bad, I hate that the sun is out and I'd rather lay behind my black curtains all day.",341280524.0,Neither,-0.8268
1652,0.0,29.0,311.0,0.0,0.0,1.0,Thu Feb 03 05:15:56 +0000 2011,,"Missouri, USA",prolific woman,351.0,i hate all black,black,ycollier,Fri Sep 15 16:03:06 +0000 2017,If you really know how to pray and really believe I God and don't hate black people. Pray for us all in St Louis. This is so bad. Why God?,246644866.0,Neither,-0.5267
1662,0.0,89.0,102.0,0.0,2.0,0.0,Thu Apr 07 03:53:49 +0000 2011,35575327.0,lebanon pa,Rob Wilson,4621.0,down with the black,black,BigWilson78,Sun Sep 24 23:21:02 +0000 2017,"@MalcolmJenkins @NFL So with all this being said, where’s the outrage and cries for justice for those who were gunn… https://t.co/R4RmT4uIlT",278362550.0,Neither,-0.6767
1663,1.0,49.0,121.0,0.0,0.0,0.0,Wed Aug 05 19:08:42 +0000 2009,,NJ,ddiiggss,282.0,down with the black,black,ddiiggss,Sun Sep 24 23:14:44 +0000 2017,It’s weird that the right’s go-to insult is “snowflake”and yet a few black guys kneel down and they’re done with football forever,63224052.0,Neither,-0.6451
1664,0.0,4062.0,289.0,0.0,1.0,0.0,Thu Jul 10 20:43:24 +0000 2008,7.173743913869025e+17,Indianapolis,Almost 👻🎃😱 Month,135374.0,down with the black,black,athenahollow,Sun Sep 24 23:04:40 +0000 2017,@relentlesscring not gonna calm down. sick of seeing white ppl dismiss black people and the life and death struggle… https://t.co/eIKykHNGH8,15383021.0,Neither,-0.7096
1666,1.0,279.0,582.0,0.0,0.0,0.0,Mon Feb 04 07:46:58 +0000 2013,1147337654.0,"Ohio, USA",Icky 🐦🎈,21327.0,down with the black,black,ickyburd,Sun Sep 24 22:54:35 +0000 2017,you can have a fursona with shiny metal feathers and white/black stripes down the front AND THAT WOULD BE PERFECTLY REALISTIC,1147337654.0,Neither,-0.8047
1667,1.0,1125.0,3821.0,0.0,2.0,1.0,Sat Jun 01 06:39:50 +0000 2013,3267456386.0,,kai,6131.0,down with the black,black,kaylechang,Sun Sep 24 22:35:28 +0000 2017,@ColumbiaBugle @realDonaldTrump THE BLACK PLAYERS ARE TRIPLE DOWN ON THE KNEES.  IF THE BLACK PLAYERS WANT TO DO BE… https://t.co/04I2Y2roa0,1473955836.0,Neither,-0.743
1668,0.0,623.0,616.0,0.0,0.0,0.0,Fri Jun 29 16:21:23 +0000 2012,,"North Miami, FL",Pete koolin🇭🇹,23753.0,down with the black,black,undertheradarP,Sun Sep 24 22:14:25 +0000 2017,Heartthrob never black and ugly as ever however I stay coogi down to the socks rings and watch filled with rocks,622033703.0,Neither,-0.5719
1669,0.0,22.0,113.0,0.0,1.0,0.0,Sun Mar 12 21:08:00 +0000 2017,20479813.0,"Florin, CA",Greg Angelo,412.0,down with the black,black,GregAngelo81,Sun Sep 24 22:13:32 +0000 2017,"@MMFlint Whats funny about people like Mikey here is he doesnt realize black people don't like him, no matter how d… https://t.co/GS5Vy6cBwj",8.410330539211407e+17,Neither,-0.91
1674,0.0,1634.0,2963.0,0.0,0.0,0.0,Fri Sep 07 04:21:03 +0000 2012,,"Bronx ,Harlem ",The beardless wonder,82665.0,down with the black,black,Sean177Sean,Sun Sep 24 20:41:25 +0000 2017,"LOL I bet you (and Stacey) think saying stupid shit like this makes you ""down"" with them. Bitch you ALWAYS gonna be… https://t.co/jiY2zYkZMw",808160912.0,Offensive language,-0.6966
1675,0.0,918.0,853.0,0.0,0.0,0.0,Thu Apr 30 21:30:27 +0000 2009,,"Charlotte, NC",Kid Ty,24769.0,down with the black,black,Black_Yankee,Sun Sep 24 20:33:53 +0000 2017,Yall gotta chill with the lion meems lmao golden tate was clearly 1 knee down and touched 😂,36778582.0,Neither,-0.6705
1688,6.0,688.0,496.0,0.0,0.0,0.0,Tue Feb 10 03:22:27 +0000 2009,,"Denton, TX",Justin Carter,11762.0,down with the black,black,juscarts,Sun Sep 24 16:51:11 +0000 2017,Know what disrespects the flag? Making it black &amp; white with a blue line down the middle.,20489140.0,Neither,-0.5267
1691,0.0,996.0,843.0,1.0,0.0,0.0,Thu Jun 04 03:40:53 +0000 2009,,Brooklyn,MrCovfefe 🇭🇹,10621.0,down with the black,black,Bobby_XIII,Sun Sep 24 16:46:48 +0000 2017,I'm not down with #BoycotttheNFL  b/c low ratings will mostly hurt the 70% black players &amp; their family members who depend on their income.,44537457.0,Neither,-0.5106
1696,3.0,18431.0,11637.0,0.0,1.0,0.0,Sat Nov 26 00:41:58 +0000 2011,238623779.0,"Brockton, MA ",Deplorable Khalif!!!,34074.0,down with the black,black,khalifallah,Sun Sep 24 14:46:57 +0000 2017,@TheGibsterr I know you would have been proud of me if I was down with destroying the black community 🤣🤣🤣,421482987.0,Neither,-0.5267
1699,4.0,722689.0,127050.0,0.0,0.0,3.0,Sun Jul 28 05:05:51 +0000 2013,,"Las Vegas, NV",Jessie Turner Show,72553.0,down with the black,black,jturnershow,Sun Sep 24 11:21:03 +0000 2017,"Slaves
Were More Valuable To Democrats Than Dumbass Black Socialist Running Around
With Their Pants Down To Stupid… https://t.co/vn6AXjPKiM",1627096298.0,Neither,-0.6956
1725,0.0,211.0,708.0,0.0,1.0,0.0,Sun Dec 30 20:18:19 +0000 2012,25073877.0,"Philadelphia, PA",Hans Gruber,7487.0,down with the black,black,cosmicspice,Sat Sep 23 17:47:15 +0000 2017,@realDonaldTrump Looking for a wedge to drive between the races &amp; to double down with the White Supremacist &amp; Nazi… https://t.co/kemNGK7WQK,1048740613.0,Neither,-0.8975
1747,1.0,27.0,144.0,0.0,1.0,0.0,Sat Jan 02 04:02:48 +0000 2016,30080029.0,"Detroit, MI",Michelle Butler,96.0,down with the black,black,michbutler1,Sat Sep 23 03:58:16 +0000 2017,"@RickeySmiley The truly sad part about this story is "" Did anyone expect anything different !! You can lay down wit… https://t.co/oKasA94HCj",4693685654.0,Neither,-0.5583
1751,0.0,319.0,1547.0,0.0,2.0,0.0,Wed Nov 09 06:55:40 +0000 2016,4861357480.0,"Chicago, IL",hellothere,12599.0,down with the black,black,ZachTurner_,Sat Sep 23 00:16:13 +0000 2017,@Cant_Black_Down @tapji Sexual logics? I'm not fAmiliar with the terms you're using,7.96244849515053e+17,Neither,-0.6435
1756,0.0,79.0,20.0,0.0,0.0,0.0,Thu Apr 26 13:20:03 +0000 2012,,"Valrico, Florida",Bob Pupillo,38.0,down with the black,black,Bob_Pupillo,Fri Sep 22 23:33:53 +0000 2017,Black Lives Matter / ANTIFA. These hatefull groups must be removed from our society. Flush G. Soros down the drain with them.,563799978.0,Neither,-0.8313
1758,93.0,168.0,498.0,1.0,0.0,14.0,Fri Jul 29 03:11:14 +0000 2016,,"Texas, USA",i,4272.0,down with the black,black,iridescent6523,Fri Sep 22 21:41:33 +0000 2017,"EXTRA EXTRA READ ALL ABOUT IT. 
ANOTHER BLACK MAN WITH POTENTIAL GETS TIED DOWN TO THE KARDASHIANS #TravisScott https://t.co/qnTyQFjv6a",7.588624188061204e+17,Neither,-0.5267
1759,2.0,91.0,85.0,0.0,0.0,0.0,Fri Mar 31 05:40:07 +0000 2017,,"Central Point, OR",@Joellimoguy,2577.0,down with the black,black,joelleshay1,Fri Sep 22 20:09:32 +0000 2017,Shouting down a speaker was wrong when it was the Tea Party in a town hall just as it is with Black Lives Matter at… https://t.co/yZdJC6w5rA,8.476849149421568e+17,Neither,-0.8555
1774,0.0,88.0,136.0,0.0,1.0,0.0,Mon May 18 23:52:07 +0000 2009,41003804.0,Purgatory,Getoffmylawn,3909.0,down with the black,black,YesMrKnowitall,Fri Sep 22 05:44:51 +0000 2017,"@StefanMolyneux Luther shut down a bingo casino in a poor ,rural black community.Over a political witch hunt with the owner.",41003804.0,Neither,-0.6908
1783,0.0,551.0,1055.0,0.0,1.0,0.0,Tue Jun 14 03:03:01 +0000 2011,3311638284.0,"Mississippi, USA",Dustin HyperShadow92,35535.0,down with the black,black,HyperShadow92,Thu Sep 21 22:37:45 +0000 2017,"@ChaoticEbony Eh, so many games to count down with that question. Personally I say Eclipse (comics). He did destroy… https://t.co/2ByxaCJP2r",316877100.0,Neither,-0.5719
1786,5.0,3591.0,888.0,0.0,0.0,3.0,Wed Mar 30 06:04:35 +0000 2011,,"San Francisco, Ca",Bonta Hill,71023.0,down with the black,black,BontaHill,Thu Sep 21 20:12:32 +0000 2017,Agreed. I'm not down with the black FUBU jersey. https://t.co/m27tZWv6JA,274369740.0,Neither,-0.6369
1788,6.0,25777.0,969.0,1.0,1.0,5.0,Tue Jan 06 19:38:21 +0000 2009,,"New York, NY",CASSIUS,45996.0,down with the black,black,CassiusLife_,Thu Sep 21 19:45:01 +0000 2017,#TBT: @hemlockspidey takes us down memory lane with the ultimate Black cartoon thread https://t.co/QCyfshk70b https://t.co/SdD14Jpq8i,18691124.0,Neither,-0.6908
1790,1.0,824.0,796.0,0.0,1.0,0.0,Sat Apr 21 22:12:42 +0000 2012,39308549.0,Kansas,ManeCoon51,18339.0,down with the black,black,ManeCoon51,Thu Sep 21 18:49:43 +0000 2017,@DailyCaller The black community so far is happy with the President.  You need to calm down Maxine.,559978530.0,Neither,-0.6705
1794,2.0,22.0,76.0,0.0,1.0,0.0,Fri Sep 10 14:24:36 +0000 2010,,OC Dallas TX,Jay,781.0,down with the black,black,TheGapRock,Thu Sep 21 15:26:18 +0000 2017,"Spotted in the wild: burley 30-something dude, with big beard, black terry wristbands, smoking, in a Prius, windows down jamming @boburnham.",189150328.0,Neither,-0.5267
1796,11.0,879.0,767.0,0.0,0.0,0.0,Wed Aug 20 17:30:43 +0000 2014,,"Bloomington, IN",bails,4907.0,down with the black,black,Master_Hasler,Thu Sep 21 14:28:38 +0000 2017,"sitting at the dining room table in my robe, reading a book,&amp;washing my pills down with black coffee just made me realize I suck at being 20",2749715826.0,Neither,-0.5267
1817,0.0,923.0,627.0,0.0,0.0,0.0,Tue Jul 09 14:49:10 +0000 2013,,"Atlanta, GA",amr,33972.0,down with the black,black,venusflytrxp,Wed Sep 20 19:27:14 +0000 2017,*uses black privilege to avoid all unnecessary interactions/conversations with ppl while walking down the street*,1580565176.0,Neither,-0.5423
1818,0.0,1005.0,920.0,0.0,1.0,0.0,Fri Jan 08 16:55:57 +0000 2010,3884244562.0,"Ontario, Canada",Slim Dude,83166.0,down with the black,black,theslimdude,Wed Sep 20 19:08:20 +0000 2017,@Ontario411_ And with that they hope to shut down the black market? HAHAHAHAHAHAHAHAHA,103031465.0,Neither,-0.6908
1847,4.0,2598.0,1174.0,3.0,2.0,0.0,Thu May 14 16:40:33 +0000 2009,,"Linwood, PA",URock Radio Network™,232622.0,down with the black,black,urockradionet,Tue Sep 19 06:43:58 +0000 2017,#indierock #NowPlaying @urockradionet @URockradiophl #NP stay down by the black spiders - Rocking The Unheard with… https://t.co/DJMbLn9HKs,40030679.0,Neither,-0.6124
1874,0.0,412.0,1312.0,0.0,3.0,0.0,Fri Jan 15 03:04:44 +0000 2016,4810089213.0,"Boston, MA",Antoine Bechamp,1358.0,down with the black,black,Bechamp_Antoine,Mon Sep 18 03:47:31 +0000 2017,@CounterFund @bossdalit @Junkbongtrader rapes a black woman with legs amputated from the knees down. Thus the woman… https://t.co/Cl5kshBs5I,4810089213.0,Neither,-0.5423
1877,0.0,1312.0,1514.0,0.0,3.0,0.0,Mon Aug 14 02:06:51 +0000 2017,385237339.0,Vancouver,🍁Antifa Slayer🍁,13559.0,down with the black,black,elmocanuck,Sun Sep 17 23:20:13 +0000 2017,@Waddingly3 @pvanrens @CBCAlerts I dont know the story really. But Ive seen enough. Black cops kill guy with gun. C… https://t.co/mIVXeUKipM,8.969159941568471e+17,Neither,-0.7964
1880,1.0,413.0,288.0,0.0,0.0,0.0,Mon Apr 25 20:59:49 +0000 2011,,NOVA DC,Everything Bagel,19076.0,down with the black,black,StephenIsStupid,Sun Sep 17 21:17:41 +0000 2017,This weekend I finally saw Antifa in person. I'm down with the mission but the whole black garb and mask thing had terrible optics. /1,287874708.0,Neither,-0.631
1884,0.0,40.0,44.0,0.0,2.0,0.0,Fri May 01 14:11:15 +0000 2009,9.093819513997884e+17,"miami,fl",patrick tyler,2987.0,down with the black,black,patrickT07,Sun Sep 17 17:39:04 +0000 2017,"@ShawnHollyWood7 @tariqnasheed This is the problem with black People, we tear one another down while other groups h… https://t.co/ksgKffaLcN",36949706.0,Neither,-0.6697
1886,3.0,2068.0,1098.0,0.0,0.0,1.0,Wed Mar 18 07:17:07 +0000 2009,,"Antioch, CA",JÄYWLKR,12078.0,down with the black,black,leftyrose,Sun Sep 17 16:55:58 +0000 2017,Another black man talking down on the movement with no knowledge of what's going on. Keep doing what massa says. Ch… https://t.co/qjuVreYy2F,25041548.0,Neither,-0.9022
1887,0.0,928.0,1627.0,0.0,1.0,0.0,Sun May 06 15:14:44 +0000 2012,29417304.0,"New York, NY",Lee🌹,5002.0,down with the black,black,realtorladylee,Sun Sep 17 15:51:21 +0000 2017,@deray Every black person with a bank account start banking online with a black owned bank. Boycott NFL &amp; associate… https://t.co/Sje3LBbks8,572798625.0,Neither,-0.9118
1901,2.0,625.0,585.0,0.0,0.0,0.0,Sat Sep 03 08:10:02 +0000 2016,,ATL,Daenerys St. Patrick,28656.0,down with the black,black,Ayodreezay,Sat Sep 16 22:52:13 +0000 2017,literally counting down the days until I'm back in Jville with my sisters and all my bessfrans for Black Alumni Weekend 💃🏾,7.719835774371799e+17,Neither,-0.597
1905,1.0,1843.0,3887.0,0.0,0.0,1.0,Wed May 24 19:59:08 +0000 2017,8.6747003749743e+17,"Los Angeles, CA",DB_BOYZ_HiPowerT_PR,21432.0,down with the black,black,Dbakerboyz2005,Sat Sep 16 19:21:30 +0000 2017,For are you down with that black on black violence or violence against blacks and Hispanics you're the niggars that… https://t.co/7FotD2HI34,8.6747003749743e+17,Neither,-0.8481
1907,1.0,16.0,11.0,3.0,0.0,0.0,Tue Apr 02 20:30:22 +0000 2013,,,Kevin bates,2114.0,down with the black,black,bates_batesy96,Sat Sep 16 19:03:10 +0000 2017,#GoBlue The freshman Black with the catch and 1st down. Drive alive #BeatAF #GetchaPull,1323224594.0,Neither,-0.6486
1916,0.0,155.0,279.0,0.0,2.0,0.0,Tue Dec 03 14:18:56 +0000 2013,31504542.0,alexandria la,gloria joshua,342.0,down with the black,black,info_gj,Sat Sep 16 14:37:06 +0000 2017,@Saints @EAMaddenNFL Cool I will be rocking black on black too#down with the Pat's,2228353878.0,Neither,-0.7089
1944,14.0,1200.0,1402.0,0.0,2.0,0.0,Sat Jan 23 09:33:23 +0000 2016,74014041.0,Canada,David Vainqueur,3248.0,down with the black,black,David55031636,Fri Sep 15 18:20:59 +0000 2017,@GaltsGirl @chadfelixg And I'm a black man secretly working with the Klan to take down black America. Oups...I've said too much. Never mind.,4837910997.0,Neither,-0.8466
1946,0.0,1060.0,360.0,0.0,0.0,0.0,Wed May 06 22:27:56 +0000 2009,,"Seattle, US",Cowtown Dotard,53844.0,down with the black,black,cowtowncoder,Fri Sep 15 15:47:07 +0000 2017,Down with pledges. Soviet Union had pledges for Pioneers; Nazis for Hitler Jugend. US should get rid of the Pledge. https://t.co/WRA0ygp0UG,38293838.0,Neither,-0.5106
1992,0.0,174.0,342.0,0.0,1.0,0.0,Wed Jul 30 00:35:46 +0000 2014,468646961.0,D〽️V,TOO COZY🇰🇪,7232.0,nigger people are,black,Zeke_496,Wed Sep 20 17:06:59 +0000 2017,@TomiLahren You white people are so adorable with y'all white privileged is too much. Reason why cuz y'all called h… https://t.co/p3Gw6b5yUd,2728618821.0,Neither,-0.516
2055,0.0,6541.0,616.0,0.0,4.0,0.0,Thu Jul 23 02:17:39 +0000 2015,1096024172.0,"Massachusetts, USA",Yung God,280.0,nigger are,black,shitcans,Sun Sep 24 17:01:59 +0000 2017,@Mother_chvcker @kinsey_alana @Pink_Fanatic_ @iamwilliewill 500 years ago is even worse than what i said. nobody sa… https://t.co/sGm5VEFbnD,3388463692.0,Neither,-0.5329999999999999
2146,0.0,8014.0,8455.0,0.0,8.0,0.0,Mon Jun 20 00:33:35 +0000 2016,58600677.0,"Waxahachie, TX",Clayton Muirhead,15060.0,nigger are,black,ClaytonMuirhead,Fri Sep 22 18:44:00 +0000 2017,@merlyn413 @LanaResistance @tklforgiven @NoScienceDenial @GreekVikingX @Seabeacon7 @Erydactyl @ReplaceReligion… https://t.co/6LiDrSnvzH,7.44689617991938e+17,Neither,-0.8074
2193,0.0,12.0,54.0,0.0,0.0,0.0,Fri Aug 08 16:41:02 +0000 2014,,United States,Aaron Stroud,195.0,nigger are,black,bitlane,Thu Sep 21 19:49:15 +0000 2017,Piers Morgan is pissing off the snowflakes everybody. It's so pathetic that adults in CurrentYear are afraid of the… https://t.co/iazzxfSDjh,2717474390.0,Neither,-0.7777
2195,1.0,348.0,319.0,0.0,1.0,0.0,Tue May 30 19:36:31 +0000 2017,103099533.0,"Long Island Sound, NY",Ye' Olde Sea Pappy,7446.0,nigger are,black,OldeShipmate,Thu Sep 21 19:24:42 +0000 2017,"@dmb1031 You are an adult commenting factually on a story. I assume. You typed ""N Word"". 

Feel deep burning shame.… https://t.co/25IVR61tpY",8.696386707766231e+17,Neither,-0.8909999999999999
2206,2.0,98.0,180.0,0.0,2.0,0.0,Wed May 17 22:55:19 +0000 2017,592730371.0,United States,Moonman,4720.0,nigger are,black,moonman1778,Thu Sep 21 12:28:20 +0000 2017,@JackPosobiec You really are a joke @JackPosobiec you gave BLM a platform after they called for the blood of our po… https://t.co/hWCeJGuVPz,8.649776617556255e+17,Neither,-0.9095
2262,0.0,56.0,138.0,0.0,4.0,0.0,Fri May 10 16:39:47 +0000 2013,521732277.0,"Los Angeles, CA",Yungeth Thuggicus,1480.0,nigger are,black,Abitfoolish,Tue Sep 19 04:08:15 +0000 2017,"@DeepDark731 @RageOnThePage @MrBigNoodle @h3h3productions holup, going back to the very first point she/he made.. a… https://t.co/8CHxWslF9L",1418560297.0,Neither,-0.7096
2348,4.0,499.0,297.0,0.0,4.0,0.0,Tue Feb 28 02:02:24 +0000 2017,8.970632159678956e+17,FLORIDA MAN,Zipper Kun,5511.0,nigger are,black,Zip_Kun,Sat Sep 16 15:05:09 +0000 2017,"@Konrever @leafredemption @FloofFarmer @FreelanceAutist 1)the dick is feminine
2)the sex is non-consensual
3)tue sn… https://t.co/ZYbm9E3iB6",8.363960998837125e+17,Offensive language,-0.8316
2427,0.0,22.0,23.0,0.0,0.0,0.0,Sat Jul 25 06:17:05 +0000 2015,,"Brooklyn, NY",Simon Zemshman,2295.0,i hate nigger,black,SimonZemshman,Sun Sep 24 02:21:44 +0000 2017,I hate that nigger bitch from 3 ninjas.,3292038313.0,Offensive language,-0.8859999999999999
2454,1.0,74.0,57.0,0.0,2.0,0.0,Mon Jun 24 19:19:07 +0000 2013,1543936382.0,The Mountains,ٍşĶį̐єş r̶̲̥̅ gяєу,4239.0,i hate nigger,black,GreySkylarGrey,Sat Sep 16 00:29:44 +0000 2017,@monet_love20 @Deligracy -- hate Islam? Or maybe they hate pewds and love Jake so they defend Jake no matter what?… https://t.co/25EVnmx2um,1543936382.0,Neither,-0.875
2463,0.0,631.0,266.0,0.0,0.0,0.0,Tue Mar 17 17:41:37 +0000 2009,,"Arizona, USA",Karl Marx's Son,494.0,jigaboo are,black,KillTheRich66,Thu Sep 21 00:39:17 +0000 2017,".....a bunch of fucking jigaboo ""sex bots"" themselves!  The REAL WOMEN of course are always found in the White, Asian, or Latin communities!",24919222.0,Offensive language,-0.8832
2482,1.0,1240.0,232.0,0.0,3.0,0.0,Thu Nov 17 09:27:53 +0000 2016,47293791.0,Abilene Texas,Micki L.Larson-Olson,25972.0,coon people are,black,olson_micki,Sun Sep 17 02:53:53 +0000 2017,@w_terrence @TalbertSwan @SheriffClarke I find it disgusting when black people call people all these names like coo… https://t.co/pHuVoQJ1ee,7.991822589511762e+17,Neither,-0.636
2485,1.0,73.0,171.0,0.0,0.0,0.0,Sun Jun 04 12:50:22 +0000 2017,,"Chicago, IL",Raphael Grimes,674.0,coon people are,black,raphael_grimes,Sat Sep 16 14:49:15 +0000 2017,"The crazy thing about Chicago theatre is sometimes people are friends with Carrie Coon, an actual immortal being",8.713483993999401e+17,Neither,-0.5859
2506,0.0,301.0,670.0,1.0,0.0,0.0,Mon Apr 06 01:00:42 +0000 2009,,TX,Zavier,36597.0,coon are,black,New_Jack_Zay,Sun Sep 24 17:41:19 +0000 2017,"Coon ass ray lewis kneeled 😒 yeah, dis shit is fake-ish but at LEAST certain folks are pissed beyond recognition #TakeTheKnee",29109482.0,Offensive language,-0.7964
2529,1.0,3369.0,1240.0,0.0,0.0,1.0,Thu Mar 12 14:31:22 +0000 2009,,Earth,👑 Ghengis Kellz,379861.0,coon are,black,KMJeezy,Sun Sep 24 13:56:22 +0000 2017,It’s all about him. Coon ass en eye gee gee E are. He aint fooling nobody. I wouldnt even kneel with that bitch. https://t.co/kymBmSnjdP,23957179.0,Offensive language,-0.722
2547,0.0,48.0,213.0,0.0,0.0,0.0,Mon Mar 16 19:18:32 +0000 2009,,United States,S3,1562.0,coon are,black,NOOKY954,Sun Sep 24 03:21:05 +0000 2017,"NFLers, are you gonna be men or boys. We will be watching tomorrow, we will see if you have any dignity whatsoever.… https://t.co/qtg56THH7Y",24749168.0,Neither,-0.6486
2553,0.0,92.0,372.0,0.0,1.0,0.0,Thu Mar 05 20:19:47 +0000 2009,66923871.0,"Atlanta, GA",Levi Springs IV,965.0,coon are,black,Springs4,Sat Sep 23 21:18:19 +0000 2017,@PARISDENNARD this woman wears a cheap pair of shoes 👠 1 day &amp; you think she get an award 🥇normally the shoes she w… https://t.co/saQnfoNfHl,22971890.0,Neither,-0.5574
2570,1.0,65.0,211.0,0.0,1.0,0.0,Sat Aug 08 04:26:33 +0000 2015,7.684049310784799e+17,The Edge,MakesSenseToMe,1256.0,coon are,black,Thoosevelt,Sat Sep 23 04:33:17 +0000 2017,@Alyssa_C_Coon What are your favorite foods?,3309318686.0,Neither,-0.7269
2580,0.0,61.0,12.0,0.0,0.0,0.0,Wed Aug 15 17:22:42 +0000 2012,,"Maple Grove, MN",Peter Westberg,420.0,coon are,black,peterwestberg78,Fri Sep 22 21:38:34 +0000 2017,"JV/C Team Tourney Info: 

JV- If you are playing singles, be at Coon Rapids at 7:45 am. Doubles players are at... https://t.co/yO3tPQ6GxQ",759789014.0,Neither,-0.7783
2582,0.0,418.0,421.0,0.0,1.0,0.0,Tue Aug 22 12:43:41 +0000 2017,4285353973.0,"Trenton, MO",Grayson Kate Coon,241.0,coon are,black,coon_grayson,Fri Sep 22 20:04:08 +0000 2017,@CuteJungle Netherlands kids should be put in jail idc how old they are!!,8.999753621506171e+17,Neither,-0.7822
2583,0.0,7064.0,7269.0,0.0,2.0,0.0,Fri Feb 01 18:14:48 +0000 2013,1140362928.0,"Virginia, USA",steve,11440.0,coon are,black,SAS0620,Fri Sep 22 19:15:46 +0000 2017,"@TASDN3 @piersmorgan I'm out here daily setting a positive example and for that, I'm a coon. Are you really that simple?",1140362928.0,Neither,-0.5423
2599,0.0,44.0,79.0,0.0,1.0,0.0,Fri Jan 14 02:38:40 +0000 2011,216299334.0,U.S.,Kyle,1681.0,coon are,black,standrkm,Thu Sep 21 22:30:14 +0000 2017,@piersmorgan Blacks are calling each other Coon now too...what's up with that? That's only second to the N word.,237979689.0,Neither,-0.7734
2617,5.0,180.0,12.0,0.0,0.0,3.0,Thu Jan 26 01:26:34 +0000 2017,,"Mackinaw, IL",Dee-Mack High School,371.0,coon are,black,DCM_Chiefs,Wed Sep 20 20:42:48 +0000 2017,The Dee-Mack student council is in need of pumpkins for Homecoming. Please see Mrs. Coon or Mrs. Daily if you are interested in helping out.,8.24428282749784e+17,Neither,-0.9022
2619,14.0,1140.0,1212.0,0.0,1.0,2.0,Sun Aug 28 12:34:42 +0000 2011,,"Phoenix, AZ",Dwight Lavender,2917.0,coon are,black,DwightLav06,Wed Sep 20 19:03:01 +0000 2017,"Taking a moment with our @Sprint team in Coon Rapids, MN. Manager Scott and team are doin big things. Stop by for y… https://t.co/laa7HVjB6U",363633120.0,Neither,-0.5719
2628,1.0,20.0,98.0,0.0,1.0,0.0,Tue Dec 27 06:51:47 +0000 2016,488998711.0,"Boise, ID",Micah Sulik,79.0,coon are,black,micah_sulik,Wed Sep 20 06:44:05 +0000 2017,"@JoeySalads Your followers are using words like ""coon"" and you don't say anything!? you needa re-evaluate what you'… https://t.co/bj28zrzjKj",8.136384915861832e+17,Neither,-0.8126
2635,1.0,365.0,295.0,0.0,1.0,1.0,Sun Oct 27 23:47:44 +0000 2013,1545733728.0,"Michigan, USA",Abbigail Nelson,3066.0,coon are,black,triple_threat23,Tue Sep 19 23:44:41 +0000 2017,"@em_k_coon You can and you will ❤️ shutter girls are strong 💪🏼you got this, Em. You know you dont have to do it alo… https://t.co/p5a0WRdjEs",2159847264.0,Neither,-0.5423
2636,1.0,418.0,421.0,0.0,0.0,0.0,Tue Aug 22 12:43:41 +0000 2017,,"Trenton, MO",Grayson Kate Coon,241.0,coon are,black,coon_grayson,Tue Sep 19 22:41:03 +0000 2017,I love it and everyone you know who you are!!XOXO😏😘 https://t.co/NdaXVfPzkv,8.999753621506171e+17,Neither,-0.5106
2651,7.0,1186.0,1123.0,0.0,9.0,7.0,Mon Jan 23 03:02:51 +0000 2012,7.42844746868138e+17,"California, USA",Gebnut,79294.0,coon are,black,Geb_nut,Mon Sep 18 23:02:10 +0000 2017,@UrgentCatsTampa @BIFIDA258 @ersle @laurieee2 @malicvet31 @straysneedlove @OldCatLady57 @BrendaPerrott @PeterAskin1… https://t.co/YBihLowLJd,471638455.0,Neither,-0.8957
2669,0.0,598.0,329.0,0.0,1.0,1.0,Sun Jun 14 05:02:57 +0000 2009,47037292.0,London / NYC,Kaysen,9678.0,coon are,black,KaysenHarlow,Mon Sep 18 01:54:46 +0000 2017,"@JasleeneJ These stereotypes were staples in the minstrel era which moved to vaudeville, then tv+film Yet today we… https://t.co/5CsIHRqJfs",47037292.0,Neither,-0.5423
