# favorite of tweet,# followers,# following,# of hastags,# of mentions,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
0,95,629,0,0,Tue May 11 16:26:07 +0000 2010,,San Francisco,Noutype,1963,jews are,jews,NouType,Sat Sep 23 21:09:37 +0000 2017,Americas Jews Are Driving Americas Wars AKA ZioNazi  https://t.co/GaiR82ZzTs,142734103.0,Hate speech,-0.5423,y,CA,y
1,13,50,0,0,Fri Jun 02 20:31:37 +0000 2017,,"New York, NY",Haskell Meme,378,jews are,jews,HaskellMeme,Sat Sep 23 21:06:31 +0000 2017,If Jews are so cool then why don't they show it,8.71e+17,Hate speech,-0.4767,y,NY,y
0,76,369,0,1,Fri May 26 01:11:59 +0000 2017,66146362.0,"New Jersey, USA",Shannon from MRM,2243,all jews are,jews,SaveEuropean,Sat Sep 23 19:41:36 +0000 2017,@TuttleSinger and most Americans are too stupid to realize that all these global problems were created by the Jews.,8.68e+17,Hate speech,-0.5719,y,NJ,y
1,341,786,0,3,Thu Nov 13 00:37:35 +0000 2008,11999252.0,"New York, NY",Cheri Dorr,5231,all jews are,jews,cheridorr,Sat Sep 23 18:55:45 +0000 2017,"@SeanWoodruff @KingJames @StephenCurry30 We are all citizens. The president takes shots at blacks, muslims, gays, j https://t.co/U1mrASXvwP",17352940.0,Hate speech,0.0,y,NY,y
1,2287,2780,0,2,Wed Dec 23 06:07:47 +0000 2015,7.99e+17,United States,?On-The-Road ???,51247,all jews are,jews,5933_McGhee,Sat Sep 23 17:34:43 +0000 2017,"@theClaudiaInez @GavinNewsom Are you aware of the waaaaay over representation of Jews in the cabinet? 
Clinton, Bush, Obama all of them.",4635596660.0,Hate speech,-0.4373,y,,n
0,21,12,0,0,Sat Dec 27 00:09:48 +0000 2014,,USA,Awakentruth37,1712,all jews are,jews,awakentruth37,Sat Sep 23 14:31:05 +0000 2017,You know not HIS WORD! In Revelation it says: They say they are Jews but are not! &amp; Israel is in all nations!,2944417969.0,Hate speech,-0.7783,y,,n
1,2209,1707,0,0,Thu Jul 09 20:53:13 +0000 2015,,"Small town, USA",Atheist Cherry ?,68210,all jews are,jews,GiveMeSprinkles,Sat Sep 23 12:52:57 +0000 2017,"White liberalism is dying. 
And in those ""white"" numbers, are all the liberal jews.
So yeah, they need immigration.
We're shutting it down.",3273338030.0,Hate speech,0.0,y,,n
0,3,59,0,1,Wed Nov 16 13:04:00 +0000 2016,72931184.0,"San Antonio, TX",Ernesto Rico,38,all jews are,jews,Shadowkungfu,Sat Sep 23 10:50:26 +0000 2017,@DrDavidDuke All Jews are connected.,7.99e+17,Hate speech,0.0,y,TX,y
0,4405,3969,0,0,Fri Apr 01 20:33:17 +0000 2011,,USA,US Taxpayer,129126,all jews are,jews,TeaPartyStance,Sat Sep 23 09:31:46 +0000 2017,"Dostoyevsky: The Jews are anti-christ

All the brilliant minds agree about the Jews; its why they censor the intell https://t.co/lgiYiGRUif",275701123.0,Hate speech,0.0,y,,n
0,383,2095,0,0,Mon Nov 02 23:17:35 +0000 2015,,United States / Poland,?? ?? Martin ??,13577,all jews are,jews,supportourstars,Sat Sep 23 07:54:41 +0000 2017,jews are the root cause of all the problems. stay woke  Because let me guess they killed Jesus right? ? Or ... https://t.co/V4SlomFQeg,4106782573.0,Hate speech,-0.7351,y,,n
4,230,518,0,1,Tue Aug 30 19:28:48 +0000 2016,215207998.0,"Anytown, USA",E Pluribus Unum,9964,all jews are,jews,PatriotsvsBS,Sat Sep 23 03:48:45 +0000 2017,"@kurteichenwald Oh I dunno, the conserv Jews supporting Trump Naziism are pretty extreme hypocrites too...Also weir https://t.co/3lzprFOxOz",7.71e+17,Hate speech,-0.4215,y,,n
0,142,350,0,0,Wed Apr 15 06:01:56 +0000 2009,,"Delaware, USA",Jappy Occor,83704,all jews are,jews,3028976308,Sat Sep 23 03:19:32 +0000 2017,I EVEN SEE MESSIANICS AND HEBREW ROOTS THAT ARE ALL DECEIVED INTO BEING IN CAHOOTS WITH THIS IMPOSTOR JEWS AND SYNAGOGUE OF SATAN.,31353598.0,Hate speech,0.0,y,DE,y
0,25,79,0,0,Thu Jan 05 12:09:20 +0000 2017,,IBX Swamplands,simpleman,1080,all jews are,jews,simpleman252,Sat Sep 23 01:27:37 +0000 2017,Please dont asume all jews are evil.Only a handfull.As in good and bad figs.The wheat and tare.Those who study Torah.Not talmud.,8.17e+17,Hate speech,0.0,y,,n
2,1922,2429,1,0,Thu Jul 23 07:05:50 +0000 2009,,"Salem, OR",Ray McMillin,9816,all jews are,jews,RainmanMcmillin,Sat Sep 23 00:04:04 +0000 2017,"The #MelBrooks debate reminds us all that SJWs are second to Hitler when it comes to persecution of Jews. Nice work, kids. Totes adorbs.",59388354.0,Hate speech,0.0,y,OR,y
0,111,41,0,1,Fri Apr 22 11:18:27 +0000 2016,45470484.0,"New York, USA",Nitmenbog,6211,all jews are,jews,Nitmenbog1,Fri Sep 22 23:56:59 +0000 2017,"@RoxyNL Well, now you are just being anti-Semitic.

See?

Do you get it?

PC sucks... you disagreed with a Jew, so you hate all Jews now.",7.23e+17,Hate speech,-0.6369,y,NY,y
0,3868,1477,0,3,Sat May 19 04:32:12 +0000 2007,33942807.0,"los angeles, ca",(((yosi sergant))),11428,all jews are,jews,a35mmlife,Fri Sep 22 21:23:03 +0000 2017,@Bsox327 @Black_Dove @ValeriePlame A very different statement than Jews are behind all war (and all the other antis https://t.co/kmoAlDPIea,6153732.0,Hate speech,-0.3612,y,CA,y
1,2141,362,0,0,Fri Mar 02 18:48:20 +0000 2012,512316146.0,,Big Shaq,29244,all jews are,jews,UnrealTalib,Fri Sep 22 18:56:01 +0000 2017,And now theyre toppling regimes. And Egypt and Japan and the Jews are all peaceful together.,512316146.0,Hate speech,0.0,y,,n
1,1886,908,0,2,Thu May 19 18:47:07 +0000 2016,537195552.0,"St Paul, MN",capitalism,29976,all jews are,jews,commiesona,Fri Sep 22 18:53:40 +0000 2017,"@RedMinjo @Dddrgn those two things are absolutely comparable and honestly i think we should let the ""kill all jews"" https://t.co/Vgb9cP5IUX",7.33e+17,Hate speech,0.0,y,MN,y
0,205,174,0,2,Wed Sep 14 16:57:04 +0000 2016,858365743.0,"Arkansas, USA",Stacie Schulz,2872,all jews are,jews,StacieSchulz2,Fri Sep 22 16:55:43 +0000 2017,"@Joshua01319193 @ValeriePlame Well, those who have allegiance to Israel are usually Jews, would you agree? &amp; all li https://t.co/qSto573gyq",7.76e+17,Hate speech,0.0,y,AR,y
1,233,604,0,1,Sat Jul 21 14:51:31 +0000 2012,622024793.0,midwest,Jimmy blue eyes,4320,all jews are,jews,wokeandproud,Fri Sep 22 13:35:39 +0000 2017,"@ValeriePlame don't worry, the article doesnt blame all jews, just a few gangsters.  It's not like saying all white https://t.co/6j75eV4n1q",709094629.0,Hate speech,0.0,y,,n
0,81,223,0,5,Fri Jan 27 11:53:11 +0000 2017,8.85e+17,Israel,(((Avishai))),3601,all jews are,jews,What_Israel_Is,Fri Sep 22 13:12:55 +0000 2017,"@end_usury @Ohrforone @realitaigreif @karnoa @ValeriePlame Are you under the impression that all Jews are Haredi?
A https://t.co/pIzeimlWQe",8.25e+17,Hate speech,0.0,y,,n
0,43,56,0,1,Sat Mar 28 05:37:32 +0000 2015,622024793.0,"Laguna Hills, CA",Incubus,2243,all jews are,jews,DebonairShiva,Fri Sep 22 06:49:03 +0000 2017,@ValeriePlame I agree with you. Establishment jews are the cause of all American wars since ww2. Its to late to stop them sadly,3112236356.0,Hate speech,0.0,y,CA,y
0,23325,967,0,1,Fri Aug 30 02:34:49 +0000 2013,9.06e+17,"Washington, D.C.",Mark S. Zaid,18322,all jews are,jews,MarkSZaidEsq,Fri Sep 22 05:19:50 +0000 2017,"@OmegaDawg83 Yea, we Jews control the entire Congress. We're all about the $$$. No other political interests are involved. Watch out!!! SMH",1711586252.0,Hate speech,0.0,y,DC,y
1,747,138,0,1,Wed Jan 04 14:01:23 +0000 2017,8.34e+17,United States,??NatSoc Veteran,6146,all jews are,jews,Nationalistvetn,Fri Sep 22 04:39:51 +0000 2017,"@YearoftheTorch Yep, and the nonwhites and Jews are all packing their bags and leaving right now peacefully.  All b https://t.co/4XqCfFfVCd",8.17e+17,Hate speech,0.0,y,,n
0,0,8,0,1,Thu May 11 01:35:08 +0000 2017,759251.0,"Cleveland, OH",eXcUsE Me,56,all jews are,jews,Fry_Gilbert,Fri Sep 22 01:59:14 +0000 2017,"@CNN you see, the Jews are all interconnected. its required, so that they can communicate their evil Jewish plans to one another",8.62e+17,Hate speech,0.0,y,OH,y
2,6486,1549,0,1,Wed Dec 04 19:28:55 +0000 2013,2230388154.0,"Portland, OR, USA",Terrina Aguilar ??,271564,all jews are,jews,TerrinaMajnoona,Fri Sep 22 00:44:13 +0000 2017,"@Partisangirl ""support"" those ppls or whatever. Hell, they hate Arabs when many Jews ARE Arabs &amp; look at all the ve https://t.co/sn07vGU2dN",2230388154.0,Hate speech,-0.1779,y,OR,y
0,491,1249,0,0,Mon Feb 16 20:43:16 +0000 2009,,"Johnston, SC",Kathleen B Griggs,26538,all jews are,jews,KatyaBG,Thu Sep 21 23:49:18 +0000 2017,"So, tell me again, who are the REAL bigots and/or racists? Disgusting, foul, hate-filled bigotry all dressed up... https://t.co/xPDZbeT02U",21024975.0,Hate speech,0.0,y,SC,y
3,2954,4654,0,2,Sun Nov 15 04:52:55 +0000 2015,1876660194.0,"Texas, USA",Fight4Freedom1776,7660,all jews are,jews,miller21411988,Thu Sep 21 23:39:53 +0000 2017,@ThomasWictor @PlaysTrumpCard All of the sudden Jews are the problem.... This from the left.  That in itself is sus https://t.co/7g0FgKdlGT,4241941692.0,Hate speech,-0.29600000000000004,y,TX,y
0,1221,1369,0,1,Fri Mar 31 22:51:31 +0000 2017,,United States,Cheers2016 ????,9937,all jews are,jews,Sapphire6210,Thu Sep 21 23:22:59 +0000 2017,You Valerie are trending all over twitter for your comments re Jews. Not in YOUR best interest to censor @POTUS!! https://t.co/51JZknQ666,8.48e+17,Hate speech,0.0,y,,n
13,4674,3656,0,0,Mon Jan 12 15:44:56 +0000 2015,,"Washington, DC",Matt Moores,8110,all jews are,jews,MathwMoors,Thu Sep 21 22:39:07 +0000 2017,"The headline was literally ""America's Jews are Driving America's Wars."" 

The 2nd sentence literally includes ""the https://t.co/CiIekeDGAR",2974826115.0,Hate speech,0.0,y,DC,y
0,692,978,0,1,Fri Mar 14 12:44:26 +0000 2014,24506246.0,USA,Freddy,31992,all jews are,jews,richiefreddy,Thu Sep 21 22:32:27 +0000 2017,"@haaretzcom How about revealing Israel's too?  I hope Zuckerberg  
is not a Zionist. Not all Jews are but most are. https://t.co/B4iSiixWCC",2389018658.0,Hate speech,0.0,y,,n
1,13113,12991,0,0,Wed Jun 15 17:38:13 +0000 2011,,"Minnesota, USA",Drain the Swamp,26988,all jews are,jews,ScottRickhoff,Thu Sep 21 22:17:44 +0000 2017,Democrat Valerie Plame Casually Tweets 'America's Jews Are Driving America's Wars' All in Mein Kampf.  https://t.co/imTcof3Xvd,317916069.0,Hate speech,-0.1531,y,MN,y
0,409,1171,0,3,Fri Apr 03 16:29:24 +0000 2015,4737406823.0,South Carolina,Matt Parker,17298,all jews are,jews,parkerrm39,Thu Sep 21 21:49:17 +0000 2017,@milfbarn @sarahsmithva @ValeriePlame If she hates Israel she hates Israelis...not all Israelis are Jews...,3131587995.0,Hate speech,0.0,y,SC,y
0,244,107,0,1,Thu Jan 14 07:14:55 +0000 2010,25073877.0,"West Hollywood, CA",George Anton,30981,all jews are,jews,georgeanton,Thu Sep 21 21:32:27 +0000 2017,"@realDonaldTrump Yes. For the Jews all the way! Great UN speech, the Islamic terrorist words. Anything Islam religi https://t.co/9gocUSesXs",104740889.0,Hate speech,0.0,y,CA,y
1,349,355,0,1,Tue Sep 11 02:12:35 +0000 2012,2298858080.0,new york,semi(o)tic ????,112802,all jews are,jews,queerapika,Thu Sep 21 21:31:46 +0000 2017,"@queerpyracy like 'oh the jews are responsible for the entirety of every war in the middle east ever, actually. all of them' ???",816480408.0,Hate speech,0.0,y,NY,y
1,348,319,1,0,Tue May 30 19:36:31 +0000 2017,,"Long Island Sound, NY",Ye' Olde Sea Pappy,7446,all jews are,jews,OldeShipmate,Thu Sep 21 21:00:53 +0000 2017,Silent Night (BECAUSE ALL THE JEWS ARE DEAD) #PlameASong,8.7e+17,Hate speech,0.0,y,NY,y
0,153,623,0,0,Thu Oct 06 13:46:41 +0000 2011,,"big sandy, tn",(((GUANOPSYCHOTIC))),6338,all jews are,jews,GUANOPSYCHOTIC,Thu Sep 21 20:54:44 +0000 2017,why? 'American zionist jews are driving america's wars'. just a little clarification is all that was needed. https://t.co/igCpONuvZo,385986441.0,Hate speech,0.0,y,TN,y
0,674,457,0,1,Sun May 02 03:07:04 +0000 2010,317510846.0,"Lansing, MI",RH,17406,all jews are,jews,TheReal__Hop,Thu Sep 21 20:36:39 +0000 2017,@jbach14 Man plenty of rabbis got out n told the truth. Then I found out science proved ashkanazi Jews are converts https://t.co/ri8p2hIbXY,139272125.0,Hate speech,0.0,y,MI,y
0,54,204,0,1,Wed Apr 13 13:12:48 +0000 2016,21035409.0,"Kentucky, USA",Newsfollow,2237,all jews are,jews,defaultaccounta,Thu Sep 21 20:33:11 +0000 2017,"@michaelianblack ""All I know is that jews are in charge of all the money, show business and war in our country and https://t.co/zI5SsBvcn8",7.2e+17,Hate speech,0.0,y,KY,y
0,196,233,0,2,Sun Mar 05 01:22:16 +0000 2017,537709549.0,United States,????d?????q??,1081,all jews are,jews,betadynamique,Thu Sep 21 20:28:34 +0000 2017,"@LauraLoomer @ValeriePlame All Jews are antisemitic, all antisemitism is Jewish.",8.38e+17,Hate speech,0.0,y,,n
0,4182,243,0,0,Thu Sep 18 11:52:15 +0000 2008,,FL & SC,Timothy A. Mattox,21087,all jews are,jews,TimMattox,Thu Sep 21 20:25:25 +0000 2017,"[SOME of] Americas Jews Are Driving [SOME of] Americas Wars  [Not all American Jews are NeoCons]
https://t.co/Go1yTCil0R",16345682.0,Hate speech,0.0,y,,n
1,561,257,0,3,Fri Jan 20 15:22:13 +0000 2017,8.98e+17,"Detroit, MI",Eddie Valiant,34070,all jews are,jews,Detroit_Dragon,Thu Sep 21 20:00:29 +0000 2017,"@BladderControl3 @cnnbnt @polNewsInfinity Believe me, there are some Jews (George Soros and Schumer come to mind) w https://t.co/vnu28IyLPD",8.22e+17,Hate speech,0.0,y,MI,y
0,19,77,0,0,Thu Sep 17 04:04:57 +0000 2009,,,Moon Man,2282,all jews are,jews,WouldCutter,Thu Sep 21 19:44:29 +0000 2017,hahaha jews are fucking pissed they lost in syria. best laugh I've had all day. https://t.co/HSusNYe2o9,74928508.0,Hate speech,0.0,y,,n
5,604,1523,0,1,Sun May 21 07:41:32 +0000 2017,592730371.0,"Kentucky, USA",Audrey Mller,2340,all jews are,jews,AudreyKirby1488,Thu Sep 21 19:39:43 +0000 2017,@JackPosobiec Jews have started all the wars it is true look at the swamp They are all Jews,8.66e+17,Hate speech,0.0,y,KY,y
0,294,989,0,2,Sat Mar 12 05:02:28 +0000 2016,84976621.0,"Indiana, USA",Tommy Wilkes,16996,all jews are,jews,JaWilkz,Thu Sep 21 19:20:25 +0000 2017,"@threemipsie @thehill Evangelical christians are derided for all their faults, both real and unreal, yet Jews shoul https://t.co/TowwDhZwSX",7.09e+17,Hate speech,0.0,y,IN,y
0,534,1840,0,0,Fri Apr 24 03:00:06 +0000 2009,,"Los Angeles, CA",John,38351,all jews are,jews,TheJWQ,Thu Sep 21 18:57:39 +0000 2017,"Is this about the ""Dancing Israelis"" after 9/11 or that American Jews are causing all the wars. Please clarify, tha https://t.co/8n0KSHSC0q",34825615.0,Hate speech,0.0,y,CA,y
47,2455,980,0,0,Wed May 23 05:39:51 +0000 2012,,DC,call me al,4446,all jews are,jews,allisongeroi,Thu Sep 21 18:09:53 +0000 2017,"who among us hasn't read the headline ""Jews Are Responsible For War"" and shared before considering all the nuances https://t.co/kQ8zgM1F7i",588035789.0,Hate speech,0.0,y,DC,y
0,103,120,0,2,Fri Dec 19 20:02:51 +0000 2014,7.04e+17,"Houston, Texas USA",Eric Dondero R. ,5745,all jews are,jews,EricDonderoR,Thu Sep 21 17:58:20 +0000 2017,@CorneliusRye2 @jimgeraghty Criticize left-wing Jews all ya want. They are Jew scum. We rightwinger Jews are American patriots.,2932495695.0,Hate speech,0.0,y,TX,y
0,3880,907,0,1,Tue Oct 26 15:51:07 +0000 2010,7.42e+17,"Miami, Florida",Ari Odzer,23505,all jews are,jews,ariodzernbc6,Thu Sep 21 17:53:29 +0000 2017,"@joycassell Agreed. But when America's wars are blamed on Jews, excluding all others, including Jews on the other s https://t.co/BkMUxE2WzH",208077015.0,Hate speech,0.0,y,FL,y
3,398,658,0,4,Sat Nov 14 06:22:38 +0000 2015,15199030.0,"Austin, TX",Lilly Turner ????,4064,all jews are,jews,PsychobillyLily,Thu Sep 21 17:49:02 +0000 2017,"@Grzabjj @LouiseMensch @ValeriePlame @FBI I had just seen a thread she posted about ""America's Jews are Leading is https://t.co/heuWIwnyjg",4184372242.0,Hate speech,0.0,y,TX,y
0,178,320,0,1,Sun Feb 12 16:26:51 +0000 2012,490499145.0,FL,TripOnThis,10865,all jews are,jews,whoistrip,Thu Sep 21 17:42:05 +0000 2017,@ValeriePlame 5. conference and we all know its American Jews with all their money and power who are supporting ev https://t.co/R6edG9YaNL,490499145.0,Hate speech,0.0,y,FL,y
1,677,779,0,1,Sat Apr 04 01:48:19 +0000 2009,,United States,J. Baptiste Say,21478,all jews are,jews,JBaptisteSay,Thu Sep 21 17:35:32 +0000 2017,"Johns pinned tweet: I dont like them Neocons

All these Neocons are Jews

John: anti-Semite!
@johncardillo https://t.co/c2HwJpvctL",28711955.0,Hate speech,0.0,y,,n
0,84,381,0,6,Tue Jun 06 18:00:17 +0000 2017,16787084.0,"Texas, USA",Dharma Dating Advice,1280,all jews are,jews,Ironydhara,Thu Sep 21 17:15:27 +0000 2017,@EdMorrissey @Kyle_Feldscher @ArgoJournal @ValeriePlame @CNN @TheJohnBranch Is it true or false that almost all Iran hawks are Jews?,8.72e+17,Hate speech,0.0,y,TX,y
14,2884,848,0,1,Thu Nov 13 15:28:43 +0000 2014,2875166787.0,"Atlanta, GA",Joshua Graham,38211,all jews are,jews,breddy_gud,Thu Sep 21 17:05:41 +0000 2017,"@NUKEMEDADDY And this, lads, is the reason why there are holocaust memorials all over US. Any criticism of Jews = A https://t.co/qSCGgTOtMT",2875166787.0,Hate speech,0.0,y,GA,y
1,230,1138,0,0,Wed Feb 15 04:43:03 +0000 2012,,Maryland,wario speedwagon,32412,all jews are,jews,warneagle,Thu Sep 21 17:03:49 +0000 2017,Put aside your biases and think clearly...about how the Jews are the cause of all our problems. https://t.co/z2w05A3Okj,492815783.0,Hate speech,0.0,y,MD,y
1,629,709,0,2,Sat Oct 01 19:36:04 +0000 2016,4291079838.0,"Austin, TX",Julie Winkler,15663,all jews are,jews,rhoady9,Thu Sep 21 17:03:24 +0000 2017,@Patriot_Musket Those Hollywood Jews that made such a flattering yet snoozer of a movie about @ValeriePlame are all shvitzing!,7.82e+17,Hate speech,0.0,y,TX,y
1,10904,1190,0,1,Fri Sep 19 20:33:24 +0000 2008,42518865.0,"Philadelphia, Pennsylvania",Max Kennerly,18681,all jews are,jews,MaxKennerly,Thu Sep 21 16:59:35 +0000 2017,@FPWellman Stop being so judgmental the article is merely suggesting that all Jews are inherently traitors trying t https://t.co/cjLZ2ZSytp,16369805.0,Hate speech,0.0,y,PA,y
3,1976,225,0,0,Sun Jul 17 23:10:36 +0000 2016,,United States,Chris Taylor,6818,all jews are,jews,taylorchris221,Thu Sep 21 16:50:15 +0000 2017,Jews kvetching is the funniest thing jews do. act as if their 3k+ year history has no truth to what they truly are. They know its all true,7.55e+17,Hate speech,0.0,y,,n
3,2086,761,0,0,Tue Jan 29 02:00:16 +0000 2013,,DC,Siraj Hashmi,23147,all jews are,jews,SirajAHashmi,Thu Sep 21 16:33:34 +0000 2017,"WOKE SON: Dad, the Jews are responsible for all suffering
DAD: I'll always love u
S: Also the Earth is flat
D: Get the fuck out of my house",1129762164.0,Hate speech,0.0,y,DC,y
1,3966,3929,0,1,Wed Jul 30 23:34:10 +0000 2008,27995424.0,"Manchester, MI",Mike,11733,all jews are,jews,colovion,Thu Sep 21 16:24:59 +0000 2017,"@johncardillo All their anti-fascist posturing is projection. THEY believe that Jews are evil, assume we do too and https://t.co/sA6losADJG",15667937.0,Hate speech,0.0,y,MI,y
20,52967,2332,0,0,Wed Feb 10 15:37:53 +0000 2010,113061485.0,Brooklyn NY,Michael Cohen,87900,all jews are,jews,speechboy71,Thu Sep 21 16:18:56 +0000 2017,Thisp sentiment that US Jews are responsible for America's wars - you hear it all the time from folks on the left,113061485.0,Hate speech,0.0,y,NY,y
6,14343,5879,0,1,Sat Dec 13 17:41:53 +0000 2008,18101696.0,Washington DC,Oren Kessler,51591,all jews are,jews,OrenKessler,Thu Sep 21 16:10:11 +0000 2017,"@ValeriePlame 7. ""Neocons as a group were founded by Jews and are largely Jewish,"" [names Jews]. ""Yes, all Jewish a https://t.co/USIRwONKZt",18101696.0,Hate speech,0.0,y,DC,y
2,212,393,2,1,Fri Jul 15 20:27:28 +0000 2011,18005085.0,East Coast USA ,NJSayWhat,9058,all jews are,jews,NJSayWhat,Thu Sep 21 16:05:46 +0000 2017,"@MZHemingway ?????? OMG, seriously? Wonder how all those big money Jews in Hollywood are going to feel about this! #itsokicansayit #imjewish",336146839.0,Hate speech,0.0,y,,n
0,2094,2011,1,0,Tue Dec 30 14:57:23 +0000 2008,,USA,kppotatoes,188400,all jews are,jews,kppotatoes,Thu Sep 21 15:56:42 +0000 2017,Memo to All Americans: Americas rich #Jews Are Driving Americas Wars https://t.co/7tkwuWNRQH,18478514.0,Hate speech,0.0,y,,n
0,228,483,0,3,Fri Feb 01 14:03:43 +0000 2013,133261278.0,"The Colony, TX",Zenobia,16678,all jews are,jews,trappedtramp,Thu Sep 21 15:39:11 +0000 2017,"@kazahann @PhilGreaves01 @yung_mung You are the one conflating elite Zionists with all Jews here, Karen! How DARE y https://t.co/4aFdeFeGoZ",1139784158.0,Hate speech,0.0,y,TX,y
1,211,722,0,0,Sat Jun 18 04:55:16 +0000 2011,,"Philadelphia, PA",Bill,6199,all jews are,jews,bill_of_lefts,Thu Sep 21 15:20:47 +0000 2017,"""all iran hawks are jews"" 

""john mccain is actually jewish"" https://t.co/cd9UcNYYvT",319465040.0,Hate speech,-0.5574,y,PA,y
0,13174,14524,0,1,Thu Jul 22 22:11:03 +0000 2010,17064437.0,Finland,Raimo Kangasniemi,749020,all jews are,jews,rk70534,Thu Sep 21 14:06:29 +0000 2017,"@systole You tweeted ""Are we going to see all the Jews murdered in Israel""? That's the answer.",169670184.0,Hate speech,-0.6093,y,,n
1,1974,1770,0,1,Sat Jan 21 13:03:08 +0000 2017,8.73e+17,"South Carolina, USA",PaulSandersonCovfefe,14824,all jews are,jews,Trump45awesome,Thu Sep 21 12:48:21 +0000 2017,"@Rad_Lefty Nice try. I don't allow communist to follow me. You are a racist, bigot who hates all races but your own https://t.co/zmz1CkeAMv",8.23e+17,Hate speech,0.0,y,SC,y
0,224,397,0,0,Tue Aug 18 02:54:47 +0000 2009,,"Millis, MA",Jacob Litoff,9762,all jews are,jews,jlitvlnvla,Thu Sep 21 12:15:44 +0000 2017,"The Jews Are More Honorable Than All Arab Regimes, Declares Iraqi Muslim in Viral Video https://t.co/TsgqW9CTp2",66576089.0,Hate speech,0.0,y,MA,y
3,1144,3174,0,2,Mon Dec 02 17:22:54 +0000 2013,4779809419.0,"Boca Raton, FL",#SaveYemen SaveSyria,16379,all jews are,jews,orbvase,Thu Sep 21 11:03:01 +0000 2017,@Alba_Rising @PrisonPlanet All the wars are for the jews and zionists. Israel did 9/11.,2227000550.0,Hate speech,-0.5267,y,FL,y
0,27,128,0,1,Mon Apr 22 03:04:26 +0000 2013,19071523.0,"Olympia, WA",tateraccount,72,all jews are,jews,tateraccount,Thu Sep 21 08:42:52 +0000 2017,"@benmaller Bad News Bears. ""Tanner Boyle: All we got on this team are a buncha Jews, spics, niggers, pansies, and a booger-eatin' moron!""",1371135121.0,Hate speech,0.0,y,WA,y
0,25,51,0,2,Fri Feb 08 11:52:18 +0000 2013,314769285.0,Scotland,De Leon,2048,all jews are,jews,DeLeon52842974,Thu Sep 21 02:01:19 +0000 2017,"@moir_andyrew @RonPaul Nope, Nazis wanted the power already held by Jews and Masons. They are all the same as each https://t.co/FmLOsy0UOd",1159947138.0,Hate speech,0.0,y,,n
0,96,751,0,0,Fri Oct 25 18:20:01 +0000 2013,2155410452.0,"Williamsburg, VA",Kenan Perry,6095,all jews are,jews,KenanPerry,Thu Sep 21 00:25:22 +0000 2017,"What am I gonna do? Go to Hillel dinner and temple? With all the American Jews? American Jews are so weird, they're the gentiles of Jews",2155410452.0,Hate speech,-0.4178,y,VA,y
0,263,48,0,2,Wed Oct 08 16:45:30 +0000 2014,348747411.0,"Salt Lake City, UT",The Deplorable Vixen,16618,all jews are,jews,FoxDen_Studios,Thu Sep 21 00:24:50 +0000 2017,@michaelabrodine @JordanSchachtel Jews in Texas are packing more heat than all the left-wing lunatics in CA and NY https://t.co/VqafyHS4Fy,2847688123.0,Hate speech,-0.3612,y,UT,y
0,582,623,0,6,Wed Jun 04 16:32:44 +0000 2014,8.06e+17,Rocky Top Tennessee,THE ?AMERICAN?,1654,all jews are,jews,FrittsJohnny,Wed Sep 20 23:20:41 +0000 2017,@HaoleOFP @miss_khamis @SurvivalGirl1 @3x0genes15ii @NorthAmeroUnion @bakedalaska You are correct about the JEWS... https://t.co/6Hqpe9uS8u,2546461592.0,Hate speech,0.0,y,TN,y
0,6,53,0,1,Mon Mar 14 05:10:51 +0000 2016,21733692.0,"Florida, USA",Mike Colby,167,all jews are,jews,MikeColby4,Wed Sep 20 18:42:00 +0000 2017,"@WajahatAli Question, isn't Muhammad's last order to kill all the Jews. As a Christian I disagree with that, but do https://t.co/ytE8i6tQsU",7.09e+17,Hate speech,0.0,y,FL,y
3,145,464,0,3,Tue Dec 04 17:10:54 +0000 2012,18994971.0,"Los Angeles, CA",Ruth Rassool,2136,all jews are,jews,rassool_ruth,Wed Sep 20 18:26:35 +0000 2017,"@nick_charlton @ChelseaClinton @UN I bet the Jews, atheists, Buddhists ,and  Muslims in the UN are all breathing a collective sigh of relief",989164422.0,Hate speech,0.0,y,CA,y
4,1897,1675,1,0,Thu Apr 12 01:49:13 +0000 2007,4278761.0,New York City,"Amy, against Nazis",76374,all jews are,jews,spooloflies,Wed Sep 20 18:04:06 +0000 2017,"Many Israelis are not celebrating #RoshHashanah today, because they're not Jewish. And many Jews around the world, on all continents, are.",4278761.0,Hate speech,0.0,y,NY,y
0,1,68,0,1,Thu Jul 27 11:24:55 +0000 2017,7.05e+17,"Ellicott City, MD",Barry Lutz,321,all jews are,jews,faux_bo,Wed Sep 20 15:30:29 +0000 2017,"@CharliePoet We are all small. Be humbled by the cosmos and go spew your bullshit elsewhere. By the way, Jews dont https://t.co/2Xr4fxskyu",8.91e+17,Hate speech,0.0,y,MD,y
1,8398,870,1,0,Mon Feb 01 17:03:08 +0000 2010,,"New York, NY",Russell Drew,129174,all jews are,jews,RussOnPolitics,Wed Sep 20 15:16:53 +0000 2017,"Donald Trump's pending #RoshHashanah message: Happy Rosh Hashanah to all the Jews. Many of whom are my accountants, https://t.co/2pQaVXeqY6",110466097.0,Hate speech,0.0,y,NY,y
