Point-Six,Blacks,"Reference to the 3/5ths Compromise, where the US Gov't decided that slaves (Blacks) only counted as 3/5ths of a person for population reasons. (3/5=.6)"
,Blacks,"Stands for ""poor old nigger thinks it's a Cadillac"""
,Blacks,Poo-Poo (Feces are black or brown in color.)
,Blacks,"In the movie ""New Jack City"" Chris Rock played a black/crack-head named Pookie"
,Blacks,Hawaiian for 'black person.'
Porch Monkey,Blacks,"Low-income housing with no air conditioning led to many blacks in the projects sitting on the porch to stay cool. It was said that they looked like monkeys at the zoo. The adults were called ""porch monkeys,"" and the children were ""yard apes."""
,Blacks,"A Gang known as the Bloods, say PRAAAAAP! sounding like a machine gun. It is used when 2 Bloods meet and greet."
,Blacks,"Used in situations when saying the word ""Nigger"" would be inappropriate"
,Blacks,"Used by hispanics in conjunction with nigger, but not just for black people."
,Blacks,Ape reference
,Blacks,Blacks were regarded as property and openly bought or traded before the Yankees won.
Pube Head,Blacks,Black persons hair appears to be pubic.
,Blacks,Refers to the pubic-like hair on blacks' heads.
,Blacks,"From ""Jemima Puddle Duck,"" a Peter Rabbit character"
,Blacks,Drug dealing is the popular occupation in urban ghettos.
,Blacks,"Used by British to refer to blacks (originally slaves) in the West Indies; derived from Quassi, name of slave from Surinam who became famous"
,Blacks,"New Orleans white slang refering to the ""doo-rag"" which blacks frequently wear to keep their hair in place."
,Blacks,"Used on the TV show ""Rescue Me"""
,Blacks,Explains a shift change at any of your local popular fast food establishments.
,Blacks,Used by darker-colored Blacks to refer to Blacks with a very light complexion. Origin unknown. Link
,Blacks,"Common name, especially for famous Black sports stars."
,Blacks,Nigger spelled backwards
,Blacks,"""A Nigger"" spelled backwards"
,Blacks,Remotes are black and they do things for you. (slavery)
,Blacks,They come out at night to raise hell - turn on the lights and they scatter
,Blacks,"Used by lifeguards, because they're always rescuing blacks; they sink like rocks."
,Blacks,"Plays on the stereotype that blacks cannot swim, and will ""sink like a rock."" Also: ""African rockfish."""
,Blacks,Short for Negroid.
Rope-Head,Blacks,"Name for younger black women who use thick, braided hair weaves because the end result often looks like rope."
,Blacks,Self explanatory
,Blacks,Blacks in Hawaii who attempt to pass themselves off as ethnically Hawaiian.
,Blacks,"After the character ""Rufus Xavier Sasparilla"" from schoolhouse rock."
,Blacks,"The ""runs"" is a term commonly used to speak of diahrrea; also because black people are known to excel in running"
,Blacks,"Because the government gives them food, housing, money and protects them from ""hate""."
,Blacks,"Because they constantly wear the clothing line Nauitica, yet very, very few own a boat."
,Blacks,See Little (Black) Sambo.
,Blacks,(S)tupid (A)ss (N)igger .. see Dan
,Blacks,From Sanford and Son.
,Blacks,"Originally Louis Armstrong's nickname. Can be heard amongst other slurs in the People Haters song, ""You're A Nigger"""
,Blacks,"Scat is also known as animal fecal matter, which is brown; also for Scat music which is from black origin"
,Blacks,"(sh-var-tza) Stems from the Yiddish word schvartz, or black. It is not derogatory in nature, but usually ends up being used in not the nicest of ways."
,Blacks,A black man who is extremely muscular.
,Blacks,'Schwarz' is German for 'black.'
,Blacks,Believed to be contraction of Yiddish/German schwatrz (black) and boogie.
,Blacks,"Simian meaning of, relating to, or resembling monkeys or apes."
,Blacks,Old-fashioned term derived because blacks are dark like a shade
,Blacks,Refers to color of skin
,Blacks,They the darkest of all Smurfs.
,Blacks,"Black man, from black exploitation film ""Shaft"""
,Blacks,Leader of the Zulu tribe in Africa located in present day Zimbabwe
,Blacks,"In reference to the shine their skin can sometimes give off. Also a 1920's main occupation, shoe shiners."
,Blacks,Refers to slave trading. Slaves to be shipped were packed inhumanly close.
,Blacks,A typical behavior of monkeys is to throw feces.
,Blacks,Slang term for a Black servant. Southern origins.
,Blacks,Color of skin.
,Blacks,Many shoe shiners in cities are black.
,Blacks,"Supposed to mean ""shuffle along."" Refering to lazy slaves."
,Blacks,Yiddish (German origin) word for Black. Used neutrally and disparagingly.
Shvatsa,Blacks,Yiddish word for nigger
Shvooga,Blacks,Another word in Yiddish that means nigger
,Blacks,Old Black. Silverbacks are the leaders in a pack of gorillas.
,Blacks,Cockney rhyming slang for Coon - Silvery Moon - Silvery.
,Blacks,Primate
,Blacks,They like big butts and they cannot lie...
,Blacks,"In the times of political correctness this is a good way to say Nigger without getting jumped. I belive it has to do with 6 letters in the word nigger. To use in a sentence; ""Hey, look at that 6 over there."""
,Blacks,"On the U.S. census, African American is code number six on the list of ethnicities."
,Blacks,Refers to the color of iron skillets.
,Blacks,Skin appearance related.
,Blacks,Self-explanatory.
,Blacks,Refers to pregnant black women. The idea is that they are carrying many children packed tightly inside. Similar to a slave ship.
,Blacks,"From ""Land of the Lost."" The Sleestacks were stupid, slow, and apparently very lazy. They could never catch Chaka."
,Blacks,"Used by some police. It was created so that they could refer to blacks in a derrogatory way and not get in trouble. Said because blacks 'slide' through everything - they're lazy. Also said, ""part of the White Castle family"" ('sliders')."
,Blacks,"From the joke ""what do you call a Black Smurf?"""
,Blacks,"From the similarity between their skin color and the color of smoke. Also from the way that they were said to be able to sneak around quietly, entering a room ""like smoke""."
,Blacks,"Irish, especially during the late 19th early 20th century, were thought of as no better than ""niggers,"" and conversely, blacks were associated with them."
,Blacks,Color of feet.
,Blacks,Believed to originate in pre WW II Detroit. Comparison to the blackened smokestacks of the manufacturing plants.
,Blacks,Self explanatory
,Blacks,They always come in pairs
,Blacks,"""Snow nigger."" Black people seen on the ski slopes; a stereotype that they generally don't go skiing because they dislike the cold."
,Blacks,Wesley Snipes is the blackest of the Black people.
,Blacks,Blacks who can't afford cars and are always seen riding bikes: (S)illy (N)iggers (O)n (B)ikes
,Blacks,Was used to indicate an educated black man during the civil war; white collar blacks were pretty rare - only white people had desk jobs.
,Blacks,"Refers to the way blacks speak Ebonics and append the word ""son"" to every phrase/sentence."
,Blacks,Self-explanatory
,Blacks,"From the black drama ""Soul Food."""
,Blacks,During the days of the KKK many black people were hanged from th same tree.
,Blacks,Used by Michael Jackson for some unknown reason
Spade,Blacks,The spades in decks of cards are black.
Spear-Chucker,Blacks,Comes from the hunting styles of African tribal natives.
,Blacks,Most likely origin comes from the 1960's as an acronym for: South Philadelphia Lower-Income Blacks.
,Blacks,Washington DC area police term
,Blacks,"How blacks talk (ex.) ""We ain't Spoda be here."" (we aren't supposed to be here)"
,Blacks,"African's naturally bouncy/kinky hair, when uncut, tends to be big and poofy when dried out. When you sqeeze it it seems as if it would bounce back at release"
Spook,Blacks,"Because of their dark skin, which can blend into the night, making them ghost-like."
,Blacks,From the reflection you see when looking at a spoon. Originates from the shape of a Black person's nose
,Blacks,A spoonbill is a type of bird. Look at one and the origin will be obvious.
,Blacks,"(Pronounced Spoh-tuh) Stereotype of dumb inner city blacks' slang for supposed to. ""Spota get a job. Spota take care of the kids. Spota not break the law."""
,Blacks,"From the movie Goodfellas, character Stacks Edwards, the only black character, manages to fuck up the heist."
,Blacks,"Stage name of American actor Lincoln Perry, type cast as a slow, uneducated & easily frightened Black man. Derogatory term also used to suggest the toady behavior of Black civil servants."
,Blacks,"A book from the 1950's set in Florida (_The Lotus Eaters_) used Stovelid, which makes some sense if you've ever operated a big wood stove - the lids are the disks set into the big holes on top (these eventually became burners when the design was refined to use gas or electric)."
,Blacks,"Stovepipes from wood-fired stoves get encrusted with black soot, hence the association."
,Blacks,Coined by Blacks during slavery to refer to other Blacks who were hanged from trees. Used in a Billie Holiday song during the Civil Rights movement. See: Apple (2).
Strap Hangers,Blacks,"When the whites were sitting on the bus, the blacks had to stand and hold onto the strap."
,Blacks,"A reference to the ghetto, i.e. uneducated Black criminals hanging around the streets day and night, along with the speed of young black males, like Cheetahs, the fastest animals in the jungle."
,Blacks,They are said to be the missing link between apes and humans.
,Blacks,Refers to their dark skin color.
,Blacks,Self-explanatory.
Swamp Donkey,Blacks,Blacks from rural areas
,Blacks,Blacks running from slavery
Swamper,Blacks,"Refers to poor blacks who live in rural areas, especially if the area is predominantly white"
,Blacks,They tended to sway from trees back in the Civil War days.
,Blacks,Perception that blacks appear sweaty and greasy.
,Blacks,"Name of Black Pimp in Melvin Van Peebles movie who kills white police and gets away with it, common aspiration of black ghetto youths"
,Blacks,Blacks being hung
,Blacks,They often leave the tags on clothing.
,Blacks,"Skin color. From the ""Uncle Remus"" (Br'er Rabbit) story."
,Blacks,A brand of candied chocolate in England; Quite dull and worthless.
,Blacks,"Likely comes from the black singer Terence Trent D'Arby, who claimed that his debut album was the most important album since ""Sgt. Pepper"" and then bored his audience with self-important lyrics, losing major credibility in the process."
,Blacks,Used in reference to minorities in terms of location. Example: This neighborhhod was nice until the element moved in. Not necessarily specific to Blacks.
,Blacks,The oldest living black person in a community.
Thick Lips,Blacks,Originates from Shakespeare's Othello
,Blacks,Common stereotype
,Blacks,Used when talking about a third(black) person you don't know.
,Blacks,The latitude line between slave and free states
,Blacks,"Same vain as Point-Six. In reference to the 3/5ths Compromise, where the US Gov't decided that slaves (Blacks) only counted as 3/5ths of a person for population reasons."
,Blacks,"Blacks listen to loud ""thumping"" music in their cars."
,Blacks,"Reference to one of the cast members of ""In the Heat of the Night."""
,Blacks,"Black Brazilians. Word for ""niggar"" in Brazil, pronounced CHEE-foo-CHEE"
,Blacks,"A ""typical nigger"""
,Blacks,Neapolitan derogatory term for black person.
,Blacks,"In prison, this is a widely used word for blacks."
,Blacks,"Reference to the character in ""Roots."""
,Blacks,"When sitting on the toilet, reference to large genetalia"
,Blacks,Indicates that a person is unqualified for his/her position and received it on racial grounds. One of the two black characters on the show South Park is named Token. Could be used for any race.
,Blacks,For blacks that ride in hoopties with loud systems and smoke marijuana
,Blacks,"Black criminals. Comes from ""To Kill a Mockingbird"""
,Blacks,Black children. Tootsie rolls are small and brown.
,Blacks,The Language for som African Peoples involves clicking of the tounge
,Blacks,Used by hockey players to make fun of blacks playing basketball.
,Blacks,Hanging reference.
,Blacks,"Mike Tyson in an interview referred to others calling him a ""tree jumper"", obviously because monkeys in the jungle jump between trees in the forest canopy"
,Blacks,Either from monkeys or the victim of a lynching.
,Blacks,Rerence to high murder rate. Sounds like Nigger
,Blacks,Stereotypical large penises
Tutsoon,Blacks,Origins in Chicago (particularly Italians).
,Blacks,A black man from Thailand
,Blacks,Popular Black name
,Blacks,"Refers to unusual names given to many black men; actually, a material used by Du Pont for large mailing envelopes."
,Blacks,A river in Africa.
,Blacks,Black man on the famous rice box.
,Blacks,"Blacks who suck up to white people. In reference to the Uncle Tom character in the famous 1852 book ""Uncle Tom's Cabin"" by Harriet Beecher Stowe."
Unemployus Africanus,Blacks,Genus & species. Scientific name. self explanatory
,Blacks,"Nerdy Blacks. Character from ""Family Matters"" TV show."
,Blacks,"Their noses represent a vacuum. Also used because they ""vacuum up"" much cocaine."
,Blacks,Black people with white personalities.
,Blacks,"A black guy who acts white. Used mostly to describe unathletic blacks, who, according to stereotypes, should be naturally good at sports"
Velcro-head,Blacks,Characteristics of the hair.
Welfare Monkey,Blacks,See Welfare Mother.
,Blacks,Black people were whipped while they were slaves.
,Blacks,A common practice of southerners was to hang blacks. When the wind blew and swung them back and forth against each other southerners would refer to them as windchimes.
Yard Ape,Blacks,"Low-income housing quite often has no air conditioning. Thus, people who live in housing projects often sit out front to keep cool. This slur originated in the 60's and 70's."
Zigaboo,Blacks,Variant of Jigaboo.
Zoo Ape,Blacks,Ape in a zoo = Nigger in jail
,Blacks,"Acronym for ""Typical Nigger Behaviour"""
